"from","to","gender","age","mrate"
"DE","AL","m","0","0.000552184"
"DE","AL","m","1","0.000552184"
"DE","AL","m","2","0.000552184"
"DE","AL","m","3","0.000552184"
"DE","AL","m","4","0.000552184"
"DE","AL","m","5","0.000368123"
"DE","AL","m","6","0.000368123"
"DE","AL","m","7","0.000368123"
"DE","AL","m","8","0.000368123"
"DE","AL","m","9","0.000368123"
"DE","AL","m","10","0.000200611"
"DE","AL","m","11","0.000200611"
"DE","AL","m","12","0.000200611"
"DE","AL","m","13","0.000200611"
"DE","AL","m","14","0.000200611"
"DE","AL","m","15","7.20978e-05"
"DE","AL","m","16","7.20978e-05"
"DE","AL","m","17","7.20978e-05"
"DE","AL","m","18","7.20978e-05"
"DE","AL","m","19","7.20978e-05"
"DE","AL","m","20","0.000168606"
"DE","AL","m","21","0.000168606"
"DE","AL","m","22","0.000168606"
"DE","AL","m","23","0.000168606"
"DE","AL","m","24","0.000168606"
"DE","AL","m","25","0.000406472"
"DE","AL","m","26","0.000406472"
"DE","AL","m","27","0.000406472"
"DE","AL","m","28","0.000406472"
"DE","AL","m","29","0.000406472"
"DE","AL","m","30","0.000538062"
"DE","AL","m","31","0.000538062"
"DE","AL","m","32","0.000538062"
"DE","AL","m","33","0.000538062"
"DE","AL","m","34","0.000538062"
"DE","AL","m","35","0.000480742"
"DE","AL","m","36","0.000480742"
"DE","AL","m","37","0.000480742"
"DE","AL","m","38","0.000480742"
"DE","AL","m","39","0.000480742"
"DE","AL","m","40","0.000270875"
"DE","AL","m","41","0.000270875"
"DE","AL","m","42","0.000270875"
"DE","AL","m","43","0.000270875"
"DE","AL","m","44","0.000270875"
"DE","AL","m","45","6.71874e-05"
"DE","AL","m","46","6.71874e-05"
"DE","AL","m","47","6.71874e-05"
"DE","AL","m","48","6.71874e-05"
"DE","AL","m","49","6.71874e-05"
"DE","AL","m","50","0.000322901"
"DE","AL","m","51","0.000322901"
"DE","AL","m","52","0.000322901"
"DE","AL","m","53","0.000322901"
"DE","AL","m","54","0.000322901"
"DE","AL","m","55","0.00048863"
