region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
OH,840-39,0,,,,
OH,840-39,1,,,,
OH,840-39,2,,,,
OH,840-39,3,,,,
OH,840-39,4,,,,
OH,840-39,5,,,,
OH,840-39,6,,,,
OH,840-39,7,,,,
OH,840-39,8,,,,
OH,840-39,9,,,,
OH,840-39,10,,,,
OH,840-39,11,,,,
OH,840-39,12,,,,
OH,840-39,13,,,,
OH,840-39,14,,,,
OH,840-39,15,,,,
OH,840-39,16,,,,
OH,840-39,17,,,,
OH,840-39,18,,,,
OH,840-39,19,,,,
OH,840-39,20,,,,
OH,840-39,21,,,,
OH,840-39,22,,,,
OH,840-39,23,,,,
OH,840-39,24,,,,
OH,840-39,25,,,,
OH,840-39,26,,,,
OH,840-39,27,,,,
OH,840-39,28,,,,
OH,840-39,29,,,,
OH,840-39,30,,,,
OH,840-39,31,,,,
OH,840-39,32,,,,
OH,840-39,33,,,,
OH,840-39,34,,,,
OH,840-39,35,,,,
OH,840-39,36,,,,
OH,840-39,37,,,,
OH,840-39,38,,,,
OH,840-39,39,,,,
OH,840-39,40,,,,
OH,840-39,41,,,,
OH,840-39,42,,,,
OH,840-39,43,,,,
OH,840-39,44,,,,
OH,840-39,45,,,,
OH,840-39,46,,,,
OH,840-39,47,,,,
OH,840-39,48,,,,
OH,840-39,49,,,,
OH,840-39,50,,,,
OH,840-39,51,,,,
OH,840-39,52,,,,
OH,840-39,53,,,,
OH,840-39,54,,,,
OH,840-39,55,,,,
OH,840-39,56,,,,
OH,840-39,57,,,,
OH,840-39,58,,,,
OH,840-39,59,,,,
OH,840-39,60,,,,
OH,840-39,61,,,,
OH,840-39,62,,,,
OH,840-39,63,,,,
OH,840-39,64,,,,
OH,840-39,65,,,,
OH,840-39,66,,,,
OH,840-39,67,,,,
OH,840-39,68,,,,
OH,840-39,69,,,,
OH,840-39,70,,,,
OH,840-39,71,,,,
OH,840-39,72,,,,
OH,840-39,73,,,,
OH,840-39,74,,,,
OH,840-39,75,,,,
OH,840-39,76,,,,
OH,840-39,77,,,,
OH,840-39,78,,,,
OH,840-39,79,,,,
OH,840-39,80,,,,
OH,840-39,81,,,,
OH,840-39,82,,,,
OH,840-39,83,,,,
OH,840-39,84,,,,
OH,840-39,85,,,,
OH,840-39,86,,,,
OH,840-39,87,,,,
OH,840-39,88,,,,
OH,840-39,89,,,,
OH,840-39,90,,,,
OH,840-39,91,,,,
OH,840-39,92,,,,
OH,840-39,93,,,,
OH,840-39,94,,,,
OH,840-39,95,,,,
OH,840-39,96,,,,
OH,840-39,97,,,,
OH,840-39,98,,,,
OH,840-39,99,,,,
OH,840-39,100,,,,
