region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
TX,840-48,0,,,180210,188520,,
TX,840-48,1,,,185860,194210,,
TX,840-48,2,,,193160,199530,,
TX,840-48,3,,,193160,203540,,
TX,840-48,4,,,188860,199650,,
TX,840-48,5,,,190620,200070,,
TX,840-48,6,,,190850,198160,,
TX,840-48,7,,,188320,195460,,
TX,840-48,8,,,187250,196640,,
TX,840-48,9,,,189340,200310,,
TX,840-48,10,,,189490,196990,,
TX,840-48,11,,,186350,193700,,
TX,840-48,12,,,182100,189790,,
TX,840-48,13,,,183740,190790,,
TX,840-48,14,,,179010,188890,,
TX,840-48,15,,,180650,187540,,
TX,840-48,16,,,181600,192730,,
TX,840-48,17,,,182460,195330,,
TX,840-48,18,,,181270,192690,,
TX,840-48,19,,,180620,192330,,
TX,840-48,20,,,180610,190790,,
TX,840-48,21,,,178080,184710,,
TX,840-48,22,,,175840,184470,,
TX,840-48,23,,,176940,187110,,
TX,840-48,24,,,181160,187440,,
TX,840-48,25,,,180830,186920,,
TX,840-48,26,,,178450,183240,,
TX,840-48,27,,,185240,191080,,
TX,840-48,28,,,181800,183330,,
TX,840-48,29,,,184050,188610,,
TX,840-48,30,,,184280,187230,,
TX,840-48,31,,,173830,174840,,
TX,840-48,32,,,176060,174180,,
TX,840-48,33,,,173180,171810,,
TX,840-48,34,,,175190,171550,,
TX,840-48,35,,,173720,176570,,
TX,840-48,36,,,169730,170650,,
TX,840-48,37,,,176470,173880,,
TX,840-48,38,,,180230,175560,,
TX,840-48,39,,,186040,181400,,
TX,840-48,40,,,182030,180130,,
TX,840-48,41,,,169290,166870,,
TX,840-48,42,,,165620,167070,,
TX,840-48,43,,,163960,166040,,
TX,840-48,44,,,166480,169380,,
TX,840-48,45,,,177000,175420,,
TX,840-48,46,,,176750,176630,,
TX,840-48,47,,,179270,173400,,
TX,840-48,48,,,175190,172530,,
TX,840-48,49,,,178890,177250,,
TX,840-48,50,,,176060,175030,,
TX,840-48,51,,,170060,166870,,
TX,840-48,52,,,172670,166400,,
TX,840-48,53,,,163600,160800,,
TX,840-48,54,,,162450,156840,,
TX,840-48,55,,,159370,152290,,
TX,840-48,56,,,151550,140770,,
TX,840-48,57,,,147450,140010,,
TX,840-48,58,,,138090,130680,,
TX,840-48,59,,,133450,123630,,
TX,840-48,60,,,134830,121520,,
TX,840-48,61,,,127170,117980,,
TX,840-48,62,,,128080,120850,,
TX,840-48,63,,,124490,116270,,
TX,840-48,64,,,96220,88660,,
TX,840-48,65,,,101370,91320,,
TX,840-48,66,,,97610,86760,,
TX,840-48,67,,,91700,82600,,
TX,840-48,68,,,83820,73770,,
TX,840-48,69,,,76740,68040,,
TX,840-48,70,,,73580,64210,,
TX,840-48,71,,,68840,60530,,
TX,840-48,72,,,67820,56930,,
TX,840-48,73,,,62890,52220,,
TX,840-48,74,,,61840,49900,,
TX,840-48,75,,,60280,49250,,
TX,840-48,76,,,54610,43030,,
TX,840-48,77,,,51760,40620,,
TX,840-48,78,,,51600,39630,,
TX,840-48,79,,,50140,36760,,
TX,840-48,80,,,47170,33830,,
TX,840-48,81,,,43590,30590,,
TX,840-48,82,,,41560,27520,,
TX,840-48,83,,,39180,24530,,
TX,840-48,84,,,36650,21730,,
TX,840-48,85,,,33620,19130,,
TX,840-48,86,,,29150,16500,,
TX,840-48,87,,,25770,14860,,
TX,840-48,88,,,23750,11600,,
TX,840-48,89,,,19117.90173,9769.728565,,
TX,840-48,90,,,16043.87719,7654.484239,,
TX,840-48,91,,,12553.26434,5645.830385,,
TX,840-48,92,,,10735.32937,4518.158415,,
TX,840-48,93,,,8304.795269,3258.073904,,
TX,840-48,94,,,6635.82852,2372.436469,,
TX,840-48,95,,,5192.666229,1718.006703,,
TX,840-48,96,,,3927.586298,1192.254211,,
TX,840-48,97,,,2828.932615,799.7804081,,
TX,840-48,98,,,1961.780771,514.3842858,,
TX,840-48,99,,,1362.876261,330.5982775,,
TX,840-48,100,,,2355.161409,506.2641381,,
