region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
FL,840-12,0,,,100850,103620,,
FL,840-12,1,,,103070,106830,,
FL,840-12,2,,,108130,113190,,
FL,840-12,3,,,108620,111570,,
FL,840-12,4,,,106260,109770,,
FL,840-12,5,,,103880,110960,,
FL,840-12,6,,,105490,109550,,
FL,840-12,7,,,103470,109640,,
FL,840-12,8,,,104350,110990,,
FL,840-12,9,,,109270,112690,,
FL,840-12,10,,,110600,111680,,
FL,840-12,11,,,110420,116520,,
FL,840-12,12,,,110530,114430,,
FL,840-12,13,,,110040,116910,,
FL,840-12,14,,,111210,116930,,
FL,840-12,15,,,115810,120640,,
FL,840-12,16,,,116660,123410,,
FL,840-12,17,,,117820,125230,,
FL,840-12,18,,,120150,128780,,
FL,840-12,19,,,125520,131380,,
FL,840-12,20,,,127000,132150,,
FL,840-12,21,,,121730,126950,,
FL,840-12,22,,,118920,125610,,
FL,840-12,23,,,116400,123030,,
FL,840-12,24,,,118820,122260,,
FL,840-12,25,,,118160,121010,,
FL,840-12,26,,,115510,117930,,
FL,840-12,27,,,118720,120850,,
FL,840-12,28,,,116180,117970,,
FL,840-12,29,,,114900,114430,,
FL,840-12,30,,,117390,118290,,
FL,840-12,31,,,107430,109180,,
FL,840-12,32,,,110380,111240,,
FL,840-12,33,,,107990,108130,,
FL,840-12,34,,,108160,107110,,
FL,840-12,35,,,111090,109630,,
FL,840-12,36,,,111160,108780,,
FL,840-12,37,,,116800,114200,,
FL,840-12,38,,,122820,120710,,
FL,840-12,39,,,130820,128840,,
FL,840-12,40,,,130980,129110,,
FL,840-12,41,,,121100,120330,,
FL,840-12,42,,,122260,119900,,
FL,840-12,43,,,126160,123700,,
FL,840-12,44,,,131430,128410,,
FL,840-12,45,,,139230,139630,,
FL,840-12,46,,,142950,137720,,
FL,840-12,47,,,142190,140790,,
FL,840-12,48,,,141860,137870,,
FL,840-12,49,,,144700,140510,,
FL,840-12,50,,,143150,140290,,
FL,840-12,51,,,138860,130850,,
FL,840-12,52,,,140350,130250,,
FL,840-12,53,,,136380,126120,,
FL,840-12,54,,,134230,122790,,
FL,840-12,55,,,133860,120820,,
FL,840-12,56,,,126210,115910,,
FL,840-12,57,,,125330,113440,,
FL,840-12,58,,,125460,110200,,
FL,840-12,59,,,122680,107900,,
FL,840-12,60,,,121780,108000,,
FL,840-12,61,,,120570,108210,,
FL,840-12,62,,,126710,112430,,
FL,840-12,63,,,128910,116110,,
FL,840-12,64,,,102690,89930,,
FL,840-12,65,,,104390,93550,,
FL,840-12,66,,,105290,92260,,
FL,840-12,67,,,111210,96400,,
FL,840-12,68,,,97250,87110,,
FL,840-12,69,,,90970,79110,,
FL,840-12,70,,,88170,77670,,
FL,840-12,71,,,85600,75610,,
FL,840-12,72,,,82730,72290,,
FL,840-12,73,,,78860,68400,,
FL,840-12,74,,,75240,65170,,
FL,840-12,75,,,74030,61560,,
FL,840-12,76,,,66100,56230,,
FL,840-12,77,,,66970,56030,,
FL,840-12,78,,,64150,54330,,
FL,840-12,79,,,63720,52740,,
FL,840-12,80,,,61570,49320,,
FL,840-12,81,,,59420,44110,,
FL,840-12,82,,,55530,40450,,
FL,840-12,83,,,50860,37550,,
FL,840-12,84,,,47430,32910,,
FL,840-12,85,,,44920,29870,,
FL,840-12,86,,,41140,26790,,
FL,840-12,87,,,35550,22520,,
FL,840-12,88,,,31270,19240,,
FL,840-12,89,,,26440,15420,,
FL,840-12,90,,,21581.62056,12390.42737,,
FL,840-12,91,,,16886.17935,9138.989534,,
FL,840-12,92,,,14440.76156,7313.610161,,
FL,840-12,93,,,11171.29844,5273.89264,,
FL,840-12,94,,,8926.267103,3840.298163,,
FL,840-12,95,,,6984.979434,2780.962978,,
FL,840-12,96,,,5283.241461,1929.919606,,
FL,840-12,97,,,3805.373822,1294.61643,,
FL,840-12,98,,,2638.913756,832.6414865,,
FL,840-12,99,,,1833.28992,535.1443441,,
FL,840-12,100,,,3168.074603,819.4972829,,
