region,region.code,age,lx_rural_female,lx_rural_male,lx_urban_female,lx_urban_male,lx_national_female,lx_national_male,mx_rural_female,mx_rural_male,mx_urban_female,mx_urban_male,mx_national_female,mx_national_male
CO,840-08,0,1.00E+05,1.00E+05,1.00E+05,1.00E+05,NA,NA,0.005025942,0.00593764,0.005025942,0.00593764,NA,NA
CO,840-08,1,99499.64118,99409.32211,99499.64118,99409.32211,NA,NA,0.000313623,0.000403779,0.000313623,0.000403779,NA,NA
CO,840-08,2,99468.44041,99369.19058,99468.44041,99369.19058,NA,NA,0.000196999,0.000288241,0.000196999,0.000288241,NA,NA
CO,840-08,3,99448.84716,99340.55268,99448.84716,99340.55268,NA,NA,0.000142187,0.000217764,0.000142187,0.000217764,NA,NA
CO,840-08,4,99434.70787,99318.92238,99434.70787,99318.92238,NA,NA,0.000116695,0.000194444,0.000116695,0.000194444,NA,NA
CO,840-08,5,99423.10499,99299.61229,99423.10499,99299.61229,NA,NA,1.09E-04,0.000171028,1.09E-04,0.000171028,NA,NA
CO,840-08,6,99412.31658,99282.63071,99412.31658,99282.63071,NA,NA,9.58E-05,0.000152626,9.58E-05,0.000152626,NA,NA
CO,840-08,7,99402.79248,99267.47877,99402.79248,99267.47877,NA,NA,8.67E-05,0.000137231,8.67E-05,0.000137231,NA,NA
CO,840-08,8,99394.17017,99253.85704,99394.17017,99253.85704,NA,NA,7.95E-05,1.21E-04,7.95E-05,1.21E-04,NA,NA
CO,840-08,9,99386.26838,99241.87331,99386.26838,99241.87331,NA,NA,7.50E-05,1.07E-04,7.50E-05,1.07E-04,NA,NA
CO,840-08,10,99378.81664,99231.22594,99378.81664,99231.22594,NA,NA,7.41E-05,1.01E-04,7.41E-05,1.01E-04,NA,NA
CO,840-08,11,99371.45528,99221.19768,99371.45528,99221.19768,NA,NA,7.86E-05,1.11E-04,7.86E-05,1.11E-04,NA,NA
CO,840-08,12,99363.6452,99210.14129,99363.6452,99210.14129,NA,NA,9.13E-05,0.000147501,9.13E-05,0.000147501,NA,NA
CO,840-08,13,99354.57616,99195.50879,99354.57616,99195.50879,NA,NA,1.12E-04,0.000214726,1.12E-04,0.000214726,NA,NA
CO,840-08,14,99343.43415,99174.21122,99343.43415,99174.21122,NA,NA,0.000141276,0.000307257,0.000141276,0.000307257,NA,NA
CO,840-08,15,99329.40038,99143.74375,99329.40038,99143.74375,NA,NA,0.000173218,0.00040477,0.000173218,0.00040477,NA,NA
CO,840-08,16,99312.19613,99103.62126,99312.19613,99103.62126,NA,NA,0.000207072,0.00050443,0.000207072,0.00050443,NA,NA
CO,840-08,17,99291.63357,99053.64327,99291.63357,99053.64327,NA,NA,0.000242832,0.000620993,0.000242832,0.000620993,NA,NA
