region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
CO,840-08,0,,,,
CO,840-08,1,,,,
CO,840-08,2,,,,
CO,840-08,3,,,,
CO,840-08,4,,,,
CO,840-08,5,,,,
CO,840-08,6,,,,
CO,840-08,7,,,,
CO,840-08,8,,,,
CO,840-08,9,,,,
CO,840-08,10,,,,
CO,840-08,11,,,,
CO,840-08,12,,,,
CO,840-08,13,,,,
CO,840-08,14,,,,
CO,840-08,15,,,,
CO,840-08,16,,,,
CO,840-08,17,,,,
CO,840-08,18,,,,
CO,840-08,19,,,,
CO,840-08,20,,,,
CO,840-08,21,,,,
CO,840-08,22,,,,
CO,840-08,23,,,,
CO,840-08,24,,,,
CO,840-08,25,,,,
CO,840-08,26,,,,
CO,840-08,27,,,,
CO,840-08,28,,,,
CO,840-08,29,,,,
CO,840-08,30,,,,
CO,840-08,31,,,,
CO,840-08,32,,,,
CO,840-08,33,,,,
CO,840-08,34,,,,
CO,840-08,35,,,,
CO,840-08,36,,,,
CO,840-08,37,,,,
CO,840-08,38,,,,
CO,840-08,39,,,,
CO,840-08,40,,,,
CO,840-08,41,,,,
CO,840-08,42,,,,
CO,840-08,43,,,,
CO,840-08,44,,,,
CO,840-08,45,,,,
CO,840-08,46,,,,
CO,840-08,47,,,,
CO,840-08,48,,,,
CO,840-08,49,,,,
CO,840-08,50,,,,
CO,840-08,51,,,,
CO,840-08,52,,,,
CO,840-08,53,,,,
CO,840-08,54,,,,
CO,840-08,55,,,,
CO,840-08,56,,,,
CO,840-08,57,,,,
CO,840-08,58,,,,
CO,840-08,59,,,,
CO,840-08,60,,,,
CO,840-08,61,,,,
CO,840-08,62,,,,
CO,840-08,63,,,,
CO,840-08,64,,,,
CO,840-08,65,,,,
CO,840-08,66,,,,
CO,840-08,67,,,,
CO,840-08,68,,,,
CO,840-08,69,,,,
CO,840-08,70,,,,
CO,840-08,71,,,,
CO,840-08,72,,,,
CO,840-08,73,,,,
CO,840-08,74,,,,
CO,840-08,75,,,,
CO,840-08,76,,,,
CO,840-08,77,,,,
CO,840-08,78,,,,
CO,840-08,79,,,,
CO,840-08,80,,,,
CO,840-08,81,,,,
CO,840-08,82,,,,
CO,840-08,83,,,,
CO,840-08,84,,,,
CO,840-08,85,,,,
CO,840-08,86,,,,
CO,840-08,87,,,,
CO,840-08,88,,,,
CO,840-08,89,,,,
CO,840-08,90,,,,
CO,840-08,91,,,,
CO,840-08,92,,,,
CO,840-08,93,,,,
CO,840-08,94,,,,
CO,840-08,95,,,,
CO,840-08,96,,,,
CO,840-08,97,,,,
CO,840-08,98,,,,
CO,840-08,99,,,,
CO,840-08,100,,,,
