"from","to","gender","age","rate"
"AK","PA","m","0","0.001447868"
"AK","PA","m","1","0.001447868"
"AK","PA","m","2","0.001447868"
"AK","PA","m","3","0.001447868"
"AK","PA","m","4","0.001447868"
"AK","PA","m","5","0.000454544"
"AK","PA","m","6","0.000454544"
"AK","PA","m","7","0.000454544"
"AK","PA","m","8","0.000454544"
"AK","PA","m","9","0.000454544"
"AK","PA","m","10","0.001307147"
"AK","PA","m","11","0.001307147"
"AK","PA","m","12","0.001307147"
"AK","PA","m","13","0.001307147"
"AK","PA","m","14","0.001307147"
"AK","PA","m","15","0.002071458"
"AK","PA","m","16","0.002071458"
"AK","PA","m","17","0.002071458"
"AK","PA","m","18","0.002071458"
"AK","PA","m","19","0.002071458"
"AK","PA","m","20","0.004542728"
"AK","PA","m","21","0.004542728"
"AK","PA","m","22","0.004542728"
"AK","PA","m","23","0.004542728"
"AK","PA","m","24","0.004542728"
"AK","PA","m","25","0.000288161"
"AK","PA","m","26","0.000288161"
"AK","PA","m","27","0.000288161"
"AK","PA","m","28","0.000288161"
"AK","PA","m","29","0.000288161"
"AK","PA","m","30","0.001775274"
"AK","PA","m","31","0.001775274"
"AK","PA","m","32","0.001775274"
"AK","PA","m","33","0.001775274"
"AK","PA","m","34","0.001775274"
"AK","PA","m","35","0.003196116"
"AK","PA","m","36","0.003196116"
"AK","PA","m","37","0.003196116"
"AK","PA","m","38","0.003196116"
"AK","PA","m","39","0.003196116"
"AK","PA","m","40","0.000594826"
"AK","PA","m","41","0.000594826"
"AK","PA","m","42","0.000594826"
"AK","PA","m","43","0.000594826"
"AK","PA","m","44","0.000594826"
"AK","PA","m","45","0"
"AK","PA","m","46","0"
"AK","PA","m","47","0"
"AK","PA","m","48","0"
"AK","PA","m","49","0"
"AK","PA","m","50","0.000453952"
"AK","PA","m","51","0.000453952"
"AK","PA","m","52","0.000453952"
"AK","PA","m","53","0.000453952"
"AK","PA","m","54","0.000453952"
"AK","PA","m","55","0.000026"
"AK","PA","m","56","0.000026"
"AK","PA","m","57","0.000026"
"AK","PA","m","58","0.000026"
"AK","PA","m","59","0.000026"
"AK","PA","m","60","0"
"AK","PA","m","61","0"
"AK","PA","m","62","0"
"AK","PA","m","63","0"
"AK","PA","m","64","0"
"AK","PA","m","65","0.001693981"
"AK","PA","m","66","0.001693981"
"AK","PA","m","67","0.001693981"
"AK","PA","m","68","0.001693981"
"AK","PA","m","69","0.001693981"
"AK","PA","m","70","0"
"AK","PA","m","71","0"
"AK","PA","m","72","0"
"AK","PA","m","73","0"
"AK","PA","m","74","0"
"AK","PA","m","75","0.001599186"
"AK","PA","m","76","0.001599186"
"AK","PA","m","77","0.001599186"
"AK","PA","m","78","0.001599186"
"AK","PA","m","79","0.001599186"
"AK","PA","m","80","0"
"AK","PA","m","81","0"
"AK","PA","m","82","0"
"AK","PA","m","83","0"
"AK","PA","m","84","0"
"AK","PA","m","85","0"
"AK","PA","m","86","0"
"AK","PA","m","87","0"
"AK","PA","m","88","0"
"AK","PA","m","89","0"
"AK","PA","m","90","0"
"AK","PA","m","91","0"
"AK","PA","m","92","0"
"AK","PA","m","93","0"
"AK","PA","m","94","0"
"AK","PA","m","95","0"
"AK","PA","m","96","0"
"AK","PA","m","97","0"
"AK","PA","m","98","0"
"AK","PA","m","99","0"
"AK","PA","m","100","0"
"AK","PA","f","0","0.000358306"
"AK","PA","f","1","0.000358306"
"AK","PA","f","2","0.000358306"
"AK","PA","f","3","0.000358306"
"AK","PA","f","4","0.000358306"
"AK","PA","f","5","0"
"AK","PA","f","6","0"
"AK","PA","f","7","0"
"AK","PA","f","8","0"
"AK","PA","f","9","0"
"AK","PA","f","10","0.000131735"
"AK","PA","f","11","0.000131735"
"AK","PA","f","12","0.000131735"
"AK","PA","f","13","0.000131735"
"AK","PA","f","14","0.000131735"
"AK","PA","f","15","0.001792326"
"AK","PA","f","16","0.001792326"
"AK","PA","f","17","0.001792326"
"AK","PA","f","18","0.001792326"
"AK","PA","f","19","0.001792326"
"AK","PA","f","20","0.001064117"
"AK","PA","f","21","0.001064117"
"AK","PA","f","22","0.001064117"
"AK","PA","f","23","0.001064117"
"AK","PA","f","24","0.001064117"
"AK","PA","f","25","0.004830437"
"AK","PA","f","26","0.004830437"
"AK","PA","f","27","0.004830437"
"AK","PA","f","28","0.004830437"
"AK","PA","f","29","0.004830437"
"AK","PA","f","30","0.000469288"
"AK","PA","f","31","0.000469288"
"AK","PA","f","32","0.000469288"
"AK","PA","f","33","0.000469288"
"AK","PA","f","34","0.000469288"
"AK","PA","f","35","0.001417368"
"AK","PA","f","36","0.001417368"
"AK","PA","f","37","0.001417368"
"AK","PA","f","38","0.001417368"
"AK","PA","f","39","0.001417368"
"AK","PA","f","40","0.000167889"
"AK","PA","f","41","0.000167889"
"AK","PA","f","42","0.000167889"
"AK","PA","f","43","0.000167889"
"AK","PA","f","44","0.000167889"
"AK","PA","f","45","0.000399062"
"AK","PA","f","46","0.000399062"
"AK","PA","f","47","0.000399062"
"AK","PA","f","48","0.000399062"
"AK","PA","f","49","0.000399062"
"AK","PA","f","50","0.00072394"
"AK","PA","f","51","0.00072394"
"AK","PA","f","52","0.00072394"
"AK","PA","f","53","0.00072394"
"AK","PA","f","54","0.00072394"
"AK","PA","f","55","0.00044722"
"AK","PA","f","56","0.00044722"
"AK","PA","f","57","0.00044722"
"AK","PA","f","58","0.00044722"
"AK","PA","f","59","0.00044722"
"AK","PA","f","60","0"
"AK","PA","f","61","0"
"AK","PA","f","62","0"
"AK","PA","f","63","0"
"AK","PA","f","64","0"
"AK","PA","f","65","0.000465568"
"AK","PA","f","66","0.000465568"
"AK","PA","f","67","0.000465568"
"AK","PA","f","68","0.000465568"
"AK","PA","f","69","0.000465568"
"AK","PA","f","70","0"
"AK","PA","f","71","0"
"AK","PA","f","72","0"
"AK","PA","f","73","0"
"AK","PA","f","74","0"
"AK","PA","f","75","0"
"AK","PA","f","76","0"
"AK","PA","f","77","0"
"AK","PA","f","78","0"
"AK","PA","f","79","0"
"AK","PA","f","80","0.005898679"
"AK","PA","f","81","0.005898679"
