region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
PA,840-42,0,,,67810,71750,,
PA,840-42,1,,,69900,74310,,
PA,840-42,2,,,73170,74190,,
PA,840-42,3,,,73130,76280,,
PA,840-42,4,,,72280,75800,,
PA,840-42,5,,,72660,74970,,
PA,840-42,6,,,72920,76010,,
PA,840-42,7,,,74910,76660,,
PA,840-42,8,,,73680,78710,,
PA,840-42,9,,,75840,79010,,
PA,840-42,10,,,76310,79690,,
PA,840-42,11,,,74650,80280,,
PA,840-42,12,,,75280,79550,,
PA,840-42,13,,,77510,80580,,
PA,840-42,14,,,78490,81580,,
PA,840-42,15,,,82370,86400,,
PA,840-42,16,,,83750,87740,,
PA,840-42,17,,,85940,88670,,
PA,840-42,18,,,92910,95670,,
PA,840-42,19,,,99270,99130,,
PA,840-42,20,,,94790,95370,,
PA,840-42,21,,,90560,91610,,
PA,840-42,22,,,85420,87650,,
PA,840-42,23,,,80000,83430,,
PA,840-42,24,,,79350,80760,,
PA,840-42,25,,,79350,79450,,
PA,840-42,26,,,77190,78510,,
PA,840-42,27,,,79700,79170,,
PA,840-42,28,,,75670,78880,,
PA,840-42,29,,,77540,78410,,
PA,840-42,30,,,76730,79470,,
PA,840-42,31,,,72790,71240,,
PA,840-42,32,,,74010,72350,,
PA,840-42,33,,,72220,69850,,
PA,840-42,34,,,69720,70150,,
PA,840-42,35,,,72960,72010,,
PA,840-42,36,,,71460,69450,,
PA,840-42,37,,,74200,74000,,
PA,840-42,38,,,81130,79330,,
PA,840-42,39,,,86790,86100,,
PA,840-42,40,,,84880,85760,,
PA,840-42,41,,,84570,80970,,
PA,840-42,42,,,83760,83980,,
PA,840-42,43,,,86930,85020,,
PA,840-42,44,,,89490,87340,,
PA,840-42,45,,,94230,93010,,
PA,840-42,46,,,96130,93460,,
PA,840-42,47,,,96380,92820,,
PA,840-42,48,,,98650,94390,,
PA,840-42,49,,,101100,95800,,
PA,840-42,50,,,102520,98110,,
PA,840-42,51,,,100430,98160,,
PA,840-42,52,,,101300,97950,,
PA,840-42,53,,,99540,95260,,
PA,840-42,54,,,96930,94190,,
PA,840-42,55,,,97290,91740,,
PA,840-42,56,,,92930,88440,,
PA,840-42,57,,,89700,86110,,
PA,840-42,58,,,85280,82990,,
PA,840-42,59,,,82710,77690,,
PA,840-42,60,,,81870,76170,,
PA,840-42,61,,,79530,75210,,
PA,840-42,62,,,81590,76560,,
PA,840-42,63,,,82590,74390,,
PA,840-42,64,,,58050,54330,,
PA,840-42,65,,,59320,53530,,
PA,840-42,66,,,61530,55680,,
PA,840-42,67,,,64700,57380,,
PA,840-42,68,,,56220,48920,,
PA,840-42,69,,,52190,44620,,
PA,840-42,70,,,48280,41950,,
PA,840-42,71,,,49170,41270,,
PA,840-42,72,,,47440,39330,,
PA,840-42,73,,,45460,36580,,
PA,840-42,74,,,44950,34560,,
PA,840-42,75,,,43490,32690,,
PA,840-42,76,,,39310,30040,,
PA,840-42,77,,,40870,30950,,
PA,840-42,78,,,41440,30480,,
PA,840-42,79,,,42140,29640,,
PA,840-42,80,,,41100,27840,,
PA,840-42,81,,,38550,24900,,
PA,840-42,82,,,39980,24690,,
PA,840-42,83,,,36020,22960,,
PA,840-42,84,,,35140,20330,,
PA,840-42,85,,,31890,18780,,
PA,840-42,86,,,29800,15700,,
PA,840-42,87,,,26200,13320,,
PA,840-42,88,,,24510,11890,,
PA,840-42,89,,,20620,9620,,
PA,840-42,90,,,17156.85282,7120.132914,,
PA,840-42,91,,,13424.09357,5251.701028,,
PA,840-42,92,,,11480.04711,4202.750628,,
PA,840-42,93,,,8880.905058,3030.631264,,
PA,840-42,94,,,7096.160852,2206.819226,,
PA,840-42,95,,,5552.885326,1598.0745,,
PA,840-42,96,,,4200.045864,1109.024224,,
PA,840-42,97,,,3025.177762,743.9485966,,
PA,840-42,98,,,2097.870954,478.4756711,,
PA,840-42,99,,,1457.419995,307.5195668,,
PA,840-42,100,,,2518.540697,470.9223823,,
