region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
OH,840-39,0,,,66280,69430,,
OH,840-39,1,,,70430,71930,,
OH,840-39,2,,,71360,73760,,
OH,840-39,3,,,73100,76140,,
OH,840-39,4,,,71420,74590,,
OH,840-39,5,,,71270,75250,,
OH,840-39,6,,,72690,76710,,
OH,840-39,7,,,72900,75000,,
OH,840-39,8,,,73720,76180,,
OH,840-39,9,,,76560,80640,,
OH,840-39,10,,,75520,79500,,
OH,840-39,11,,,75170,78240,,
OH,840-39,12,,,75500,79560,,
OH,840-39,13,,,74890,77950,,
OH,840-39,14,,,74660,79610,,
OH,840-39,15,,,77370,82130,,
OH,840-39,16,,,77480,82860,,
OH,840-39,17,,,81450,85820,,
OH,840-39,18,,,81380,85930,,
OH,840-39,19,,,82290,85040,,
OH,840-39,20,,,81940,81850,,
OH,840-39,21,,,77960,79470,,
OH,840-39,22,,,74460,75460,,
OH,840-39,23,,,72460,72960,,
OH,840-39,24,,,72980,72510,,
OH,840-39,25,,,73950,71260,,
OH,840-39,26,,,71000,69840,,
OH,840-39,27,,,70900,70100,,
OH,840-39,28,,,71760,71250,,
OH,840-39,29,,,72930,71930,,
OH,840-39,30,,,74690,74170,,
OH,840-39,31,,,69130,68920,,
OH,840-39,32,,,68970,69830,,
OH,840-39,33,,,67140,66640,,
OH,840-39,34,,,67130,66370,,
OH,840-39,35,,,67270,68000,,
OH,840-39,36,,,66140,64200,,
OH,840-39,37,,,69980,67750,,
OH,840-39,38,,,75980,73370,,
OH,840-39,39,,,81570,78320,,
OH,840-39,40,,,77930,78040,,
OH,840-39,41,,,75920,74070,,
OH,840-39,42,,,73660,74560,,
OH,840-39,43,,,76010,74230,,
OH,840-39,44,,,77020,75230,,
OH,840-39,45,,,84590,80710,,
OH,840-39,46,,,86560,83790,,
OH,840-39,47,,,86870,82800,,
OH,840-39,48,,,89950,85720,,
OH,840-39,49,,,89750,87750,,
OH,840-39,50,,,92340,88700,,
OH,840-39,51,,,89880,87190,,
OH,840-39,52,,,93220,88700,,
OH,840-39,53,,,91220,86500,,
OH,840-39,54,,,88480,83180,,
OH,840-39,55,,,86840,85090,,
OH,840-39,56,,,82050,79340,,
OH,840-39,57,,,79850,77710,,
OH,840-39,58,,,79950,74160,,
OH,840-39,59,,,74920,69760,,
OH,840-39,60,,,74300,71270,,
OH,840-39,61,,,72200,67400,,
OH,840-39,62,,,72350,67870,,
OH,840-39,63,,,71020,65780,,
OH,840-39,64,,,51830,48860,,
OH,840-39,65,,,52350,45640,,
OH,840-39,66,,,51200,47450,,
OH,840-39,67,,,55330,49130,,
OH,840-39,68,,,50050,43940,,
OH,840-39,69,,,45210,38070,,
OH,840-39,70,,,43830,35700,,
OH,840-39,71,,,43340,35700,,
OH,840-39,72,,,41030,34540,,
OH,840-39,73,,,38880,31930,,
OH,840-39,74,,,37390,30430,,
OH,840-39,75,,,36600,29240,,
OH,840-39,76,,,32880,25380,,
OH,840-39,77,,,33660,24670,,
OH,840-39,78,,,33640,23900,,
OH,840-39,79,,,33080,23850,,
OH,840-39,80,,,32980,22340,,
OH,840-39,81,,,31150,21010,,
OH,840-39,82,,,30540,19350,,
OH,840-39,83,,,28220,17820,,
OH,840-39,84,,,26120,15230,,
OH,840-39,85,,,24600,13770,,
OH,840-39,86,,,22730,12060,,
OH,840-39,87,,,19460,10600,,
OH,840-39,88,,,18800,9070,,
OH,840-39,89,,,14760,7110,,
OH,840-39,90,,,12633.90566,5377.687114,,
OH,840-39,91,,,9885.188943,3966.499683,,
OH,840-39,92,,,8453.638538,3174.249437,,
OH,840-39,93,,,6539.691044,2288.972255,,
OH,840-39,94,,,5225.447099,1666.764295,,
OH,840-39,95,,,4089.015049,1206.992166,,
OH,840-39,96,,,3092.815669,837.6227457,,
OH,840-39,97,,,2227.670242,561.8887779,,
OH,840-39,98,,,1544.823168,361.382643,,
OH,840-39,99,,,1073.210042,232.2630815,,
OH,840-39,100,,,1854.594541,355.6778023,,
