"from","to","gender","age","rate"
"AL","AK","m","0","0.000326944"
"AL","AK","m","1","0.000326944"
"AL","AK","m","2","0.000326944"
"AL","AK","m","3","0.000326944"
"AL","AK","m","4","0.000326944"
"AL","AK","m","5","0.000205432"
"AL","AK","m","6","0.000205432"
"AL","AK","m","7","0.000205432"
"AL","AK","m","8","0.000205432"
"AL","AK","m","9","0.000205432"
"AL","AK","m","10","0"
"AL","AK","m","11","0"
"AL","AK","m","12","0"
"AL","AK","m","13","0"
"AL","AK","m","14","0"
"AL","AK","m","15","0.000170742"
"AL","AK","m","16","0.000170742"
"AL","AK","m","17","0.000170742"
"AL","AK","m","18","0.000170742"
"AL","AK","m","19","0.000170742"
"AL","AK","m","20","0.0000178"
"AL","AK","m","21","0.0000178"
"AL","AK","m","22","0.0000178"
"AL","AK","m","23","0.0000178"
"AL","AK","m","24","0.0000178"
"AL","AK","m","25","0.000444034"
"AL","AK","m","26","0.000444034"
"AL","AK","m","27","0.000444034"
"AL","AK","m","28","0.000444034"
"AL","AK","m","29","0.000444034"
"AL","AK","m","30","0.0000597"
"AL","AK","m","31","0.0000597"
"AL","AK","m","32","0.0000597"
"AL","AK","m","33","0.0000597"
"AL","AK","m","34","0.0000597"
"AL","AK","m","35","0.000287476"
"AL","AK","m","36","0.000287476"
"AL","AK","m","37","0.000287476"
"AL","AK","m","38","0.000287476"
"AL","AK","m","39","0.000287476"
"AL","AK","m","40","0.000238568"
"AL","AK","m","41","0.000238568"
"AL","AK","m","42","0.000238568"
"AL","AK","m","43","0.000238568"
"AL","AK","m","44","0.000238568"
"AL","AK","m","45","0.0000329"
"AL","AK","m","46","0.0000329"
"AL","AK","m","47","0.0000329"
"AL","AK","m","48","0.0000329"
"AL","AK","m","49","0.0000329"
"AL","AK","m","50","0"
"AL","AK","m","51","0"
"AL","AK","m","52","0"
"AL","AK","m","53","0"
"AL","AK","m","54","0"
"AL","AK","m","55","0"
"AL","AK","m","56","0"
"AL","AK","m","57","0"
"AL","AK","m","58","0"
"AL","AK","m","59","0"
"AL","AK","m","60","0.0000685949"
"AL","AK","m","61","0.0000685949"
"AL","AK","m","62","0.0000685949"
"AL","AK","m","63","0.0000685949"
"AL","AK","m","64","0.0000685949"
"AL","AK","m","65","0"
"AL","AK","m","66","0"
"AL","AK","m","67","0"
"AL","AK","m","68","0"
"AL","AK","m","69","0"
"AL","AK","m","70","0"
