region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
AK,840-02,0,,,5050,5270,,
AK,840-02,1,,,5450,6190,,
AK,840-02,2,,,4950,5690,,
AK,840-02,3,,,5410,5160,,
AK,840-02,4,,,4860,5360,,
AK,840-02,5,,,5100,5270,,
AK,840-02,6,,,4920,5250,,
AK,840-02,7,,,5030,4950,,
AK,840-02,8,,,4860,5220,,
AK,840-02,9,,,4720,5460,,
AK,840-02,10,,,4530,5600,,
AK,840-02,11,,,4710,5350,,
AK,840-02,12,,,4750,5170,,
AK,840-02,13,,,4650,5110,,
AK,840-02,14,,,4850,5110,,
AK,840-02,15,,,4810,5340,,
AK,840-02,16,,,5420,5700,,
AK,840-02,17,,,5190,5920,,
AK,840-02,18,,,4940,5540,,
AK,840-02,19,,,4690,5650,,
AK,840-02,20,,,4920,5650,,
AK,840-02,21,,,4550,5530,,
AK,840-02,22,,,5310,5720,,
AK,840-02,23,,,4870,5800,,
AK,840-02,24,,,4950,6490,,
AK,840-02,25,,,5510,5780,,
AK,840-02,26,,,5300,6430,,
AK,840-02,27,,,5350,5840,,
AK,840-02,28,,,4990,6050,,
AK,840-02,29,,,4820,5050,,
AK,840-02,30,,,4710,5430,,
AK,840-02,31,,,4830,5120,,
AK,840-02,32,,,4630,5140,,
AK,840-02,33,,,4590,4690,,
AK,840-02,34,,,4280,4320,,
AK,840-02,35,,,4540,4950,,
AK,840-02,36,,,4420,4370,,
AK,840-02,37,,,4390,4610,,
AK,840-02,38,,,4690,4950,,
AK,840-02,39,,,4720,5020,,
AK,840-02,40,,,4750,5630,,
AK,840-02,41,,,4110,4770,,
AK,840-02,42,,,4180,4840,,
AK,840-02,43,,,4320,4650,,
AK,840-02,44,,,4690,5090,,
AK,840-02,45,,,4990,5650,,
AK,840-02,46,,,5140,5570,,
AK,840-02,47,,,5280,5050,,
AK,840-02,48,,,5560,5510,,
AK,840-02,49,,,5220,5670,,
AK,840-02,50,,,5640,6370,,
AK,840-02,51,,,5630,5760,,
AK,840-02,52,,,5690,5830,,
AK,840-02,53,,,5310,6000,,
AK,840-02,54,,,5400,5550,,
AK,840-02,55,,,5670,6220,,
AK,840-02,56,,,4780,5400,,
AK,840-02,57,,,4430,5240,,
AK,840-02,58,,,4590,5160,,
AK,840-02,59,,,3890,4490,,
AK,840-02,60,,,3970,4500,,
AK,840-02,61,,,3720,4350,,
AK,840-02,62,,,3310,3650,,
AK,840-02,63,,,2920,3580,,
AK,840-02,64,,,2500,2700,,
AK,840-02,65,,,2450,2870,,
AK,840-02,66,,,2090,2380,,
AK,840-02,67,,,2040,2600,,
AK,840-02,68,,,1810,1820,,
AK,840-02,69,,,1890,1910,,
AK,840-02,70,,,1730,1750,,
AK,840-02,71,,,1380,1520,,
AK,840-02,72,,,1440,1450,,
AK,840-02,73,,,1270,1340,,
AK,840-02,74,,,1060,1040,,
AK,840-02,75,,,1110,940,,
AK,840-02,76,,,1020,830,,
AK,840-02,77,,,1010,880,,
AK,840-02,78,,,970,660,,
AK,840-02,79,,,930,720,,
AK,840-02,80,,,800,610,,
AK,840-02,81,,,710,670,,
AK,840-02,82,,,650,420,,
AK,840-02,83,,,570,400,,
AK,840-02,84,,,610,300,,
AK,840-02,85,,,500,310,,
AK,840-02,86,,,441.8763302,226.7131168,,
AK,840-02,87,,,392.6874248,194.6535598,,
AK,840-02,88,,,353.089575,165.9447,,
AK,840-02,89,,,307.1522735,138.5036715,,
AK,840-02,90,,,257.7643418,108.516236,,
AK,840-02,91,,,201.6834136,80.03991432,,
AK,840-02,92,,,172.4760839,64.05311314,,
AK,840-02,93,,,133.4266063,46.18912337,,
AK,840-02,94,,,106.6126317,33.63360192,,
AK,840-02,95,,,83.42647955,24.35586972,,
AK,840-02,96,,,63.10143643,16.9023719,,
AK,840-02,97,,,45.45023279,11.33834192,,
AK,840-02,98,,,31.51838692,7.292332811,,
AK,840-02,99,,,21.89625974,4.686831875,,
AK,840-02,100,,,37.83852387,7.177214949,,
