region,region_code,age,rural,urban,all
IL,840-17,0,,0,0
IL,840-17,1,,0,0
IL,840-17,2,,0,0
IL,840-17,3,,0,0
IL,840-17,4,,0,0
IL,840-17,5,,0,0
IL,840-17,6,,0,0
IL,840-17,7,,0,0
IL,840-17,8,,0,0
IL,840-17,9,,0,0
IL,840-17,10,,0,0
IL,840-17,11,,0,0
IL,840-17,12,,0,0
IL,840-17,13,,0,0
IL,840-17,14,,0,0
IL,840-17,15,,0.007411045,0.007411045
IL,840-17,16,,0.013786785,0.013786785
IL,840-17,17,,0.020566453,0.020566453
IL,840-17,18,,0.033865983,0.033865983
IL,840-17,19,,0.054529072,0.054529072
IL,840-17,20,,0.068872391,0.068872391
IL,840-17,21,,0.071114395,0.071114395
IL,840-17,22,,0.077774073,0.077774073
IL,840-17,23,,0.086386086,0.086386086
IL,840-17,24,,0.097119462,0.097119462
IL,840-17,25,,0.095129991,0.095129991
IL,840-17,26,,0.103707769,0.103707769
IL,840-17,27,,0.09856256,0.09856256
IL,840-17,28,,0.114865243,0.114865243
IL,840-17,29,,0.130470343,0.130470343
IL,840-17,30,,0.122121353,0.122121353
IL,840-17,31,,0.116170662,0.116170662
IL,840-17,32,,0.121980534,0.121980534
IL,840-17,33,,0.101404574,0.101404574
IL,840-17,34,,0.106468797,0.106468797
IL,840-17,35,,0.088870432,0.088870432
IL,840-17,36,,0.070616902,0.070616902
IL,840-17,37,,0.062637324,0.062637324
IL,840-17,38,,0.04890702,0.04890702
IL,840-17,39,,0.041969147,0.041969147
IL,840-17,40,,0.031298773,0.031298773
IL,840-17,41,,0.023749386,0.023749386
IL,840-17,42,,0.015803654,0.015803654
IL,840-17,43,,0.009970694,0.009970694
IL,840-17,44,,0.009992691,0.009992691
IL,840-17,45,,0.009140881,0.009140881
IL,840-17,46,,0.005281014,0.005281014
IL,840-17,47,,0.006335122,0.006335122
IL,840-17,48,,0.005767556,0.005767556
IL,840-17,49,,0.004482192,0.004482192
IL,840-17,50,,0.003012108,0.003012108
IL,840-17,51,,0,0
IL,840-17,52,,0,0
IL,840-17,53,,0,0
IL,840-17,54,,0,0
IL,840-17,55,,0,0
IL,840-17,56,,0,0
IL,840-17,57,,0,0
IL,840-17,58,,0,0
IL,840-17,59,,0,0
IL,840-17,60,,0,0
IL,840-17,61,,0,0
IL,840-17,62,,0,0
IL,840-17,63,,0,0
IL,840-17,64,,0,0
IL,840-17,65,,0,0
IL,840-17,66,,0,0
IL,840-17,67,,0,0
IL,840-17,68,,0,0
IL,840-17,69,,0,0
IL,840-17,70,,0,0
IL,840-17,71,,0,0
IL,840-17,72,,0,0
IL,840-17,73,,0,0
IL,840-17,74,,0,0
IL,840-17,75,,0,0
IL,840-17,76,,0,0
IL,840-17,77,,0,0
IL,840-17,78,,0,0
IL,840-17,79,,0,0
IL,840-17,80,,0,0
IL,840-17,81,,0,0
IL,840-17,82,,0,0
IL,840-17,83,,0,0
IL,840-17,84,,0,0
IL,840-17,85,,0,0
IL,840-17,86,,0,0
IL,840-17,87,,0,0
IL,840-17,88,,0,0
IL,840-17,89,,0,0
IL,840-17,90,,0,0
IL,840-17,91,,0,0
IL,840-17,92,,0,0
IL,840-17,93,,0,0
IL,840-17,94,,0,0
IL,840-17,95,,0,0
IL,840-17,96,,0,0
IL,840-17,97,,0,0
IL,840-17,98,,0,0
IL,840-17,99,,0,0
IL,840-17,100,,0,0
