region,region.code,age,lx_rural_female,lx_rural_male,lx_urban_female,lx_urban_male,lx_national_female,lx_national_male,mx_rural_female,mx_rural_male,mx_urban_female,mx_urban_male,mx_national_female,mx_national_male
ME,840-23,0,1.00E+05,1.00E+05,1.00E+05,1.00E+05,NA,NA,0.005337132,0.006384846,0.005337132,0.006384846,NA,NA
ME,840-23,1,99468.80685,99365.08255,99468.80685,99365.08255,NA,NA,0.000319638,0.000399252,0.000319638,0.000399252,NA,NA
ME,840-23,2,99437.01763,99325.41851,99437.01763,99325.41851,NA,NA,0.000199402,0.000282018,0.000199402,0.000282018,NA,NA
ME,840-23,3,99417.19167,99297.41116,99417.19167,99297.41116,NA,NA,0.000143229,0.0002112,0.000143229,0.0002112,NA,NA
ME,840-23,4,99402.95325,99276.44187,99402.95325,99276.44187,NA,NA,0.000117208,0.000187916,0.000117208,0.000187916,NA,NA
ME,840-23,5,99391.30311,99257.78803,99391.30311,99257.78803,NA,NA,1.09E-04,0.000164623,1.09E-04,0.000164623,NA,NA
ME,840-23,6,99380.48238,99241.44924,99380.48238,99241.44924,NA,NA,9.59E-05,0.000146387,9.59E-05,0.000146387,NA,NA
ME,840-23,7,99370.94732,99226.92262,99370.94732,99226.92262,NA,NA,8.67E-05,0.000131185,8.67E-05,0.000131185,NA,NA
ME,840-23,8,99362.32775,99213.90637,99362.32775,99213.90637,NA,NA,7.94E-05,1.15E-04,7.94E-05,1.15E-04,NA,NA
ME,840-23,9,99354.43865,99202.50106,99354.43865,99202.50106,NA,NA,7.48E-05,1.02E-04,7.48E-05,1.02E-04,NA,NA
ME,840-23,10,99347.00531,99192.40495,99347.00531,99192.40495,NA,NA,7.39E-05,9.57E-05,7.39E-05,9.57E-05,NA,NA
ME,840-23,11,99339.66345,99182.91365,99339.66345,99182.91365,NA,NA,7.85E-05,1.06E-04,7.85E-05,1.06E-04,NA,NA
ME,840-23,12,99331.86722,99172.41713,99331.86722,99172.41713,NA,NA,9.13E-05,0.00014132,9.13E-05,0.00014132,NA,NA
ME,840-23,13,99322.79424,99158.40303,99322.79424,99158.40303,NA,NA,1.13E-04,0.000208162,1.13E-04,0.000208162,NA,NA
ME,840-23,14,99311.61341,99137.76412,99311.61341,99137.76412,NA,NA,0.000142299,0.000301225,0.000142299,0.000301225,NA,NA
ME,840-23,15,99297.48262,99107.90565,99297.48262,99107.90565,NA,NA,0.000174998,0.000400263,0.000174998,0.000400263,NA,NA
ME,840-23,16,99280.10719,99068.24419,99280.10719,99068.24419,NA,NA,0.000209752,0.000502261,0.000209752,0.000502261,NA,NA
ME,840-23,17,99259.28522,99018.49881,99259.28522,99018.49881,NA,NA,0.000246555,0.000622358,0.000246555,0.000622358,NA,NA
ME,840-23,18,99234.81549,98956.89332,99234.81549,98956.89332,NA,NA,2.82E-04,0.000759532,0.000281609,0.000759532,NA,NA
ME,840-23,19,99206.87403,98881.76095,99206.87403,98881.76095,NA,NA,0.000315832,0.000900676,0.000315832,0.000900676,NA,NA
ME,840-23,20,99175.54629,98792.74061,99175.54629,98792.74061,NA,NA,0.000350159,0.001042774,0.000350159,0.001042774,NA,NA
ME,840-23,21,99140.82536,98689.7758,99140.82536,98689.7758,NA,NA,0.000383619,0.001170724,0.000383619,0.001170724,NA,NA
ME,840-23,22,99102.80048,98574.30488,99102.80048,98574.30488,NA,NA,0.000413322,0.001264394,0.000413322,0.001264394,NA,NA
ME,840-23,23,99061.8476,98449.7462,99061.8476,98449.7462,NA,NA,0.000439239,0.001317773,0.000439239,0.001317773,NA,NA
ME,840-23,24,99018.34513,98320.09656,99018.34513,98320.09656,NA,NA,0.000464238,0.001343971,0.000464238,0.001343971,NA,NA
ME,840-23,25,98972.38748,98188.04664,98972.38748,98188.04664,NA,NA,0.000490245,0.001360077,0.000490245,0.001360077,NA,NA
ME,840-23,26,98923.87908,98054.59412,98923.87908,98054.59412,NA,NA,0.000518212,0.001381224,0.000518212,0.001381224,NA,NA
ME,840-23,27,98872.6291,97919.2522,98872.6291,97919.2522,NA,NA,0.000547191,0.001406399,0.000547191,0.001406399,NA,NA
ME,840-23,28,98818.54217,97781.63542,98818.54217,97781.63542,NA,NA,0.000577176,0.001438614,0.000577176,0.001438614,NA,NA
ME,840-23,29,98761.52316,97641.06575,98761.52316,97641.06575,NA,NA,0.000607204,0.001476877,0.000607204,0.001476877,NA,NA
ME,840-23,30,98701.57293,97496.96762,98701.57293,97496.96762,NA,NA,0.000640192,0.001517166,0.000640192,0.001517166,NA,NA
ME,840-23,31,98638.40551,97349.1614,98638.40551,97349.1614,NA,NA,0.000677113,0.001556424,0.000677113,0.001556424,NA,NA
ME,840-23,32,98571.63911,97197.76265,98571.63911,97197.76265,NA,NA,0.000717004,0.001594681,0.000717004,0.001594681,NA,NA
ME,840-23,33,98500.9878,97042.88671,98500.9878,97042.88671,NA,NA,0.000763793,0.001631921,0.000763793,0.001631921,NA,NA
ME,840-23,34,98425.78179,96884.64865,98425.78179,96884.64865,NA,NA,0.000817511,0.001672206,0.000817511,0.001672206,NA,NA
ME,840-23,35,98345.35088,96722.77378,98345.35088,96722.77378,NA,NA,0.000881115,0.00172554,0.000881115,0.00172554,NA,NA
ME,840-23,36,98258.73593,96556.01782,98258.73593,96556.01782,NA,NA,0.000954659,0.001793008,0.000954659,0.001793008,NA,NA
ME,840-23,37,98164.97715,96383.04899,98164.97715,96383.04899,NA,NA,0.00103427,0.001869494,0.00103427,0.001869494,NA,NA
ME,840-23,38,98063.50056,96203.03068,98063.50056,96203.03068,NA,NA,0.001117013,0.001953019,0.001117013,0.001953019,NA,NA
ME,840-23,39,97954.02354,96015.32758,97954.02354,96015.32758,NA,NA,0.001202894,0.002045618,0.001202894,0.002045618,NA,NA
ME,840-23,40,97836.26609,95819.11865,97836.26609,95819.11865,NA,NA,0.001298851,0.002156313,0.001298851,0.002156313,NA,NA
ME,840-23,41,97709.27378,95612.7262,97709.27378,95612.7262,NA,NA,0.001406922,0.002291152,0.001406922,0.002291152,NA,NA
ME,840-23,42,97571.90114,95393.91474,97571.90114,95393.91474,NA,NA,0.001522186,0.002450117,0.001522186,0.002450117,NA,NA
ME,840-23,43,97423.49082,95160.4745,97423.49082,95160.4745,NA,NA,0.001649681,0.002640259,0.001649681,0.002640259,NA,NA
ME,840-23,44,97262.90562,94909.55613,97262.90562,94909.55613,NA,NA,0.001794435,0.002866636,0.001794435,0.002866636,NA,NA
ME,840-23,45,97088.52925,94637.87437,97088.52925,94637.87437,NA,NA,0.001949566,0.003117118,0.001949566,0.003117118,NA,NA
ME,840-23,46,96899.43306,94343.33446,96899.43306,94343.33446,NA,NA,0.002127136,0.003403861,0.002127136,0.003403861,NA,NA
ME,840-23,47,96693.53276,94022.75019,96693.53276,94022.75019,NA,NA,0.002345439,0.003751918,0.002345439,0.003751918,NA,NA
ME,840-23,48,96467.00846,93670.64512,96467.00846,93670.64512,NA,NA,0.002604774,0.004162357,0.002604774,0.004162357,NA,NA
ME,840-23,49,96216.06056,93281.56212,96216.06056,93281.56212,NA,NA,0.002888184,0.004612136,0.002888184,0.004612136,NA,NA
ME,840-23,50,95938.57161,92852.327,95938.57161,92852.327,NA,NA,0.00317447,0.005064887,0.00317447,0.005064887,NA,NA
ME,840-23,51,95634.50016,92383.22587,95634.50016,92383.22587,NA,NA,0.003458487,0.005523793,0.003458487,0.005523793,NA,NA
ME,840-23,52,95304.32043,91874.32286,95304.32043,91874.32286,NA,NA,0.003753443,0.00602207,0.003753443,0.00602207,NA,NA
