region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
OK,840-40,0,,,24830,26580,,
OK,840-40,1,,,25690,27790,,
OK,840-40,2,,,26400,27100,,
OK,840-40,3,,,26840,26890,,
OK,840-40,4,,,25320,26470,,
OK,840-40,5,,,25960,28070,,
OK,840-40,6,,,24450,25710,,
OK,840-40,7,,,25560,26360,,
OK,840-40,8,,,25560,27410,,
OK,840-40,9,,,25770,26530,,
OK,840-40,10,,,25570,27670,,
OK,840-40,11,,,25500,25870,,
OK,840-40,12,,,24830,26450,,
OK,840-40,13,,,24060,25190,,
OK,840-40,14,,,23290,25580,,
OK,840-40,15,,,24140,25150,,
OK,840-40,16,,,24310,26730,,
OK,840-40,17,,,25970,26160,,
OK,840-40,18,,,26850,28320,,
OK,840-40,19,,,27810,29350,,
OK,840-40,20,,,28790,28920,,
OK,840-40,21,,,26940,28700,,
OK,840-40,22,,,25870,26140,,
OK,840-40,23,,,26110,27520,,
OK,840-40,24,,,25800,28130,,
OK,840-40,25,,,25780,27270,,
OK,840-40,26,,,25740,26570,,
OK,840-40,27,,,26000,26660,,
OK,840-40,28,,,25860,27220,,
OK,840-40,29,,,25650,26940,,
OK,840-40,30,,,26920,27300,,
OK,840-40,31,,,23430,24630,,
OK,840-40,32,,,23670,24770,,
OK,840-40,33,,,23110,24260,,
OK,840-40,34,,,21760,23260,,
OK,840-40,35,,,23220,24080,,
OK,840-40,36,,,21620,22050,,
OK,840-40,37,,,22640,22470,,
OK,840-40,38,,,23540,24340,,
OK,840-40,39,,,24500,24520,,
OK,840-40,40,,,23980,25400,,
OK,840-40,41,,,21920,22720,,
OK,840-40,42,,,21280,22880,,
OK,840-40,43,,,22690,21710,,
OK,840-40,44,,,22000,22420,,
OK,840-40,45,,,24890,25440,,
OK,840-40,46,,,25590,24720,,
OK,840-40,47,,,27200,26350,,
OK,840-40,48,,,26520,26530,,
OK,840-40,49,,,26740,27350,,
OK,840-40,50,,,28290,27560,,
OK,840-40,51,,,25680,25620,,
OK,840-40,52,,,27520,25270,,
OK,840-40,53,,,26700,25850,,
OK,840-40,54,,,26000,24430,,
OK,840-40,55,,,26270,25400,,
OK,840-40,56,,,25070,23790,,
OK,840-40,57,,,24330,22830,,
OK,840-40,58,,,23200,22680,,
OK,840-40,59,,,22490,21150,,
OK,840-40,60,,,22250,21390,,
OK,840-40,61,,,21660,20190,,
OK,840-40,62,,,21860,20670,,
OK,840-40,63,,,21760,20150,,
OK,840-40,64,,,17040,15940,,
OK,840-40,65,,,18180,16050,,
OK,840-40,66,,,17840,16240,,
OK,840-40,67,,,17490,15980,,
OK,840-40,68,,,16200,14210,,
OK,840-40,69,,,15060,12910,,
OK,840-40,70,,,14730,12930,,
OK,840-40,71,,,14210,11600,,
OK,840-40,72,,,12870,11690,,
OK,840-40,73,,,11890,10140,,
OK,840-40,74,,,11920,10370,,
OK,840-40,75,,,11950,9520,,
OK,840-40,76,,,11000,8550,,
OK,840-40,77,,,10590,7810,,
OK,840-40,78,,,9490,7660,,
OK,840-40,79,,,9850,6950,,
OK,840-40,80,,,9840,7470,,
OK,840-40,81,,,8530,5900,,
OK,840-40,82,,,8020,5460,,
OK,840-40,83,,,8060,5050,,
OK,840-40,84,,,6780,4790,,
OK,840-40,85,,,6940,3780,,
OK,840-40,86,,,6180,3920,,
OK,840-40,87,,,5050,3150,,
OK,840-40,88,,,4750,2730,,
OK,840-40,89,,,4040,1880,,
OK,840-40,90,,,3300.167163,1476.648983,,
OK,840-40,91,,,2582.160799,1089.153682,,
OK,840-40,92,,,2208.218191,871.6111784,,
OK,840-40,93,,,1708.26617,628.5245833,,
OK,840-40,94,,,1364.965782,457.6736706,,
OK,840-40,95,,,1068.11255,331.425707,,
OK,840-40,96,,,807.890211,230.0012532,,
OK,840-40,97,,,581.9011458,154.287982,,
OK,840-40,98,,,403.5311667,99.23137976,,
OK,840-40,99,,,280.3386881,63.7766824,,
OK,840-40,100,,,484.4481325,97.66489828,,
