region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
ME,840-23,0,,,6510,6510,,
ME,840-23,1,,,6520,6780,,
ME,840-23,2,,,6770,6960,,
ME,840-23,3,,,6610,7350,,
ME,840-23,4,,,7020,7890,,
ME,840-23,5,,,6910,7540,,
ME,840-23,6,,,6710,7940,,
ME,840-23,7,,,7190,7370,,
ME,840-23,8,,,7420,7590,,
ME,840-23,9,,,7460,8090,,
ME,840-23,10,,,7700,7980,,
ME,840-23,11,,,8090,8320,,
ME,840-23,12,,,7720,8210,,
ME,840-23,13,,,7380,8700,,
ME,840-23,14,,,8190,8390,,
ME,840-23,15,,,8030,8610,,
ME,840-23,16,,,8530,9650,,
ME,840-23,17,,,8630,9270,,
ME,840-23,18,,,9180,9280,,
ME,840-23,19,,,9020,9660,,
ME,840-23,20,,,8830,9300,,
ME,840-23,21,,,8700,8330,,
ME,840-23,22,,,7670,8040,,
ME,840-23,23,,,7690,7380,,
ME,840-23,24,,,7010,7630,,
ME,840-23,25,,,7220,7140,,
ME,840-23,26,,,6880,6890,,
ME,840-23,27,,,7220,7280,,
ME,840-23,28,,,7080,7250,,
ME,840-23,29,,,7470,7420,,
ME,840-23,30,,,7180,7660,,
ME,840-23,31,,,7270,6990,,
ME,840-23,32,,,7420,7340,,
ME,840-23,33,,,7170,7080,,
ME,840-23,34,,,6920,6690,,
ME,840-23,35,,,8060,7120,,
ME,840-23,36,,,7550,7470,,
ME,840-23,37,,,8240,7480,,
ME,840-23,38,,,8830,8120,,
ME,840-23,39,,,9070,8740,,
ME,840-23,40,,,8730,8910,,
ME,840-23,41,,,8400,8820,,
ME,840-23,42,,,9090,8770,,
ME,840-23,43,,,9770,9100,,
ME,840-23,44,,,10410,9320,,
ME,840-23,45,,,10560,10400,,
ME,840-23,46,,,10310,10170,,
ME,840-23,47,,,11080,10340,,
ME,840-23,48,,,11200,10760,,
ME,840-23,49,,,11140,11210,,
ME,840-23,50,,,11760,11080,,
ME,840-23,51,,,11870,11140,,
ME,840-23,52,,,11250,10450,,
ME,840-23,53,,,10970,10900,,
ME,840-23,54,,,11140,10390,,
ME,840-23,55,,,10710,10560,,
ME,840-23,56,,,10630,10480,,
ME,840-23,57,,,10670,9520,,
ME,840-23,58,,,10290,9780,,
ME,840-23,59,,,9560,9490,,
ME,840-23,60,,,9790,9680,,
ME,840-23,61,,,9490,9050,,
ME,840-23,62,,,9750,10540,,
ME,840-23,63,,,9320,9360,,
ME,840-23,64,,,6490,6360,,
ME,840-23,65,,,7110,6550,,
ME,840-23,66,,,7230,6980,,
ME,840-23,67,,,7570,6450,,
ME,840-23,68,,,6460,5920,,
ME,840-23,69,,,5430,5310,,
ME,840-23,70,,,5480,4940,,
ME,840-23,71,,,5340,4680,,
ME,840-23,72,,,5120,4310,,
ME,840-23,73,,,4650,4380,,
ME,840-23,74,,,4620,3810,,
ME,840-23,75,,,4440,3720,,
ME,840-23,76,,,4290,3630,,
ME,840-23,77,,,4550,3490,,
ME,840-23,78,,,4020,3460,,
ME,840-23,79,,,4070,3120,,
ME,840-23,80,,,4020,2660,,
ME,840-23,81,,,4180,2500,,
ME,840-23,82,,,3860,2640,,
ME,840-23,83,,,3630,2360,,
ME,840-23,84,,,2970,2070,,
ME,840-23,85,,,2820,1740,,
ME,840-23,86,,,2740,1580,,
ME,840-23,87,,,2610,1250,,
ME,840-23,88,,,2150,1080,,
ME,840-23,89,,,1930,790,,
ME,840-23,90,,,1698.057614,612.1381238,,
ME,840-23,91,,,1328.616882,451.5037083,,
ME,840-23,92,,,1136.20963,361.3224521,,
ME,840-23,93,,,878.9658928,260.5520091,,
ME,840-23,94,,,702.3251929,189.7265398,,
ME,840-23,95,,,549.5832661,137.3910204,,
ME,840-23,96,,,415.6892837,95.34597405,,
ME,840-23,97,,,299.4095821,63.95938161,,
ME,840-23,98,,,207.6316551,41.13591743,,
ME,840-23,99,,,144.2445853,26.4383338,,
ME,840-23,100,,,249.2664157,40.48653965,,
