region,region_code,age,rural,urban,all
WA,840-53,0,,0,0
WA,840-53,1,,0,0
WA,840-53,2,,0,0
WA,840-53,3,,0,0
WA,840-53,4,,0,0
WA,840-53,5,,0,0
WA,840-53,6,,0,0
WA,840-53,7,,0,0
WA,840-53,8,,0,0
WA,840-53,9,,0,0
WA,840-53,10,,0,0
WA,840-53,11,,0,0
WA,840-53,12,,0,0
WA,840-53,13,,0,0
WA,840-53,14,,0,0
WA,840-53,15,,0.004004116,0.004004116
WA,840-53,16,,0.00781321,0.00781321
WA,840-53,17,,0.017731122,0.017731122
WA,840-53,18,,0.038695088,0.038695088
WA,840-53,19,,0.058269529,0.058269529
WA,840-53,20,,0.067058745,0.067058745
WA,840-53,21,,0.073717724,0.073717724
WA,840-53,22,,0.096650442,0.096650442
WA,840-53,23,,0.099623245,0.099623245
WA,840-53,24,,0.114323863,0.114323863
WA,840-53,25,,0.112089862,0.112089862
WA,840-53,26,,0.116791444,0.116791444
WA,840-53,27,,0.116775675,0.116775675
WA,840-53,28,,0.124326244,0.124326244
WA,840-53,29,,0.135296413,0.135296413
WA,840-53,30,,0.118731988,0.118731988
WA,840-53,31,,0.116588499,0.116588499
WA,840-53,32,,0.113954089,0.113954089
WA,840-53,33,,0.101764692,0.101764692
WA,840-53,34,,0.106815918,0.106815918
WA,840-53,35,,0.083785773,0.083785773
WA,840-53,36,,0.072324981,0.072324981
WA,840-53,37,,0.066095255,0.066095255
WA,840-53,38,,0.051051118,0.051051118
WA,840-53,39,,0.034491651,0.034491651
WA,840-53,40,,0.028550241,0.028550241
WA,840-53,41,,0.025838911,0.025838911
WA,840-53,42,,0.016882077,0.016882077
WA,840-53,43,,0.008650849,0.008650849
WA,840-53,44,,0.011737683,0.011737683
WA,840-53,45,,0.009598756,0.009598756
WA,840-53,46,,0.007596685,0.007596685
WA,840-53,47,,0.002454909,0.002454909
WA,840-53,48,,0.004258527,0.004258527
WA,840-53,49,,0.003388884,0.003388884
WA,840-53,50,,0.003930123,0.003930123
WA,840-53,51,,0,0
WA,840-53,52,,0,0
WA,840-53,53,,0,0
WA,840-53,54,,0,0
WA,840-53,55,,0,0
WA,840-53,56,,0,0
WA,840-53,57,,0,0
WA,840-53,58,,0,0
WA,840-53,59,,0,0
WA,840-53,60,,0,0
WA,840-53,61,,0,0
WA,840-53,62,,0,0
WA,840-53,63,,0,0
WA,840-53,64,,0,0
WA,840-53,65,,0,0
WA,840-53,66,,0,0
WA,840-53,67,,0,0
WA,840-53,68,,0,0
WA,840-53,69,,0,0
WA,840-53,70,,0,0
WA,840-53,71,,0,0
WA,840-53,72,,0,0
WA,840-53,73,,0,0
WA,840-53,74,,0,0
WA,840-53,75,,0,0
WA,840-53,76,,0,0
WA,840-53,77,,0,0
WA,840-53,78,,0,0
WA,840-53,79,,0,0
WA,840-53,80,,0,0
WA,840-53,81,,0,0
WA,840-53,82,,0,0
WA,840-53,83,,0,0
WA,840-53,84,,0,0
WA,840-53,85,,0,0
WA,840-53,86,,0,0
WA,840-53,87,,0,0
WA,840-53,88,,0,0
WA,840-53,89,,0,0
WA,840-53,90,,0,0
WA,840-53,91,,0,0
WA,840-53,92,,0,0
WA,840-53,93,,0,0
WA,840-53,94,,0,0
WA,840-53,95,,0,0
WA,840-53,96,,0,0
WA,840-53,97,,0,0
WA,840-53,98,,0,0
WA,840-53,99,,0,0
WA,840-53,100,,0,0
