region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
DE,840-10,0,,,,
DE,840-10,1,,,,
DE,840-10,2,,,,
DE,840-10,3,,,,
DE,840-10,4,,,,
DE,840-10,5,,,,
DE,840-10,6,,,,
DE,840-10,7,,,,
DE,840-10,8,,,,
DE,840-10,9,,,,
DE,840-10,10,,,,
DE,840-10,11,,,,
DE,840-10,12,,,,
DE,840-10,13,,,,
DE,840-10,14,,,,
DE,840-10,15,,,,
DE,840-10,16,,,,
DE,840-10,17,,,,
DE,840-10,18,,,,
DE,840-10,19,,,,
DE,840-10,20,,,,
DE,840-10,21,,,,
DE,840-10,22,,,,
DE,840-10,23,,,,
DE,840-10,24,,,,
DE,840-10,25,,,,
DE,840-10,26,,,,
DE,840-10,27,,,,
DE,840-10,28,,,,
DE,840-10,29,,,,
DE,840-10,30,,,,
DE,840-10,31,,,,
DE,840-10,32,,,,
DE,840-10,33,,,,
DE,840-10,34,,,,
DE,840-10,35,,,,
DE,840-10,36,,,,
DE,840-10,37,,,,
DE,840-10,38,,,,
DE,840-10,39,,,,
DE,840-10,40,,,,
DE,840-10,41,,,,
DE,840-10,42,,,,
DE,840-10,43,,,,
DE,840-10,44,,,,
DE,840-10,45,,,,
DE,840-10,46,,,,
DE,840-10,47,,,,
DE,840-10,48,,,,
DE,840-10,49,,,,
DE,840-10,50,,,,
DE,840-10,51,,,,
DE,840-10,52,,,,
DE,840-10,53,,,,
DE,840-10,54,,,,
DE,840-10,55,,,,
DE,840-10,56,,,,
DE,840-10,57,,,,
DE,840-10,58,,,,
DE,840-10,59,,,,
DE,840-10,60,,,,
DE,840-10,61,,,,
DE,840-10,62,,,,
DE,840-10,63,,,,
DE,840-10,64,,,,
DE,840-10,65,,,,
DE,840-10,66,,,,
DE,840-10,67,,,,
DE,840-10,68,,,,
DE,840-10,69,,,,
DE,840-10,70,,,,
DE,840-10,71,,,,
DE,840-10,72,,,,
DE,840-10,73,,,,
DE,840-10,74,,,,
DE,840-10,75,,,,
DE,840-10,76,,,,
DE,840-10,77,,,,
DE,840-10,78,,,,
DE,840-10,79,,,,
DE,840-10,80,,,,
DE,840-10,81,,,,
DE,840-10,82,,,,
DE,840-10,83,,,,
DE,840-10,84,,,,
DE,840-10,85,,,,
DE,840-10,86,,,,
DE,840-10,87,,,,
DE,840-10,88,,,,
DE,840-10,89,,,,
DE,840-10,90,,,,
DE,840-10,91,,,,
DE,840-10,92,,,,
DE,840-10,93,,,,
DE,840-10,94,,,,
DE,840-10,95,,,,
DE,840-10,96,,,,
DE,840-10,97,,,,
DE,840-10,98,,,,
DE,840-10,99,,,,
DE,840-10,100,,,,
