region,region.code,age,lx_rural_female,lx_rural_male,lx_urban_female,lx_urban_male,lx_national_female,lx_national_male,mx_rural_female,mx_rural_male,mx_urban_female,mx_urban_male,mx_national_female,mx_national_male
GA,840-13,0,1.00E+05,1.00E+05,1.00E+05,1.00E+05,NA,NA,0.006431766,0.007679003,0.006431766,0.007679003,NA,NA
GA,840-13,1,99360.47963,99237.25356,99360.47963,99237.25356,NA,NA,0.000415783,0.000520016,0.000415783,0.000520016,NA,NA
GA,840-13,2,99319.17533,99185.66164,99319.17533,99185.66164,NA,NA,0.000262729,0.000371027,0.000262729,0.000371027,NA,NA
GA,840-13,3,99293.08474,99148.86844,99293.08474,99148.86844,NA,NA,0.00019042,0.000280184,0.00019042,0.000280184,NA,NA
GA,840-13,4,99274.17911,99121.09258,99274.17911,99121.09258,NA,NA,0.000156676,0.000250135,0.000156676,0.000250135,NA,NA
GA,840-13,5,99258.62637,99096.30199,99258.62637,99096.30199,NA,NA,1.46E-04,0.000219969,1.46E-04,0.000219969,NA,NA
GA,840-13,6,99244.15249,99074.50631,99244.15249,99074.50631,NA,NA,1.29E-04,0.000196265,1.29E-04,0.000196265,NA,NA
GA,840-13,7,99231.35493,99055.06333,99231.35493,99055.06333,NA,NA,1.17E-04,0.000176439,1.17E-04,0.000176439,NA,NA
GA,840-13,8,99219.75473,99037.58755,99219.75473,99037.58755,NA,NA,1.07E-04,1.55E-04,1.07E-04,1.55E-04,NA,NA
GA,840-13,9,99209.11238,99022.2169,99209.11238,99022.2169,NA,NA,1.01E-04,1.38E-04,1.01E-04,1.38E-04,NA,NA
GA,840-13,10,99199.06891,99008.56328,99199.06891,99008.56328,NA,NA,1.00E-04,1.30E-04,1.00E-04,1.30E-04,NA,NA
GA,840-13,11,99189.146,98995.70518,99189.146,98995.70518,NA,NA,1.06E-04,1.43E-04,1.06E-04,1.43E-04,NA,NA
GA,840-13,12,99178.62645,98981.52705,99178.62645,98981.52705,NA,NA,1.23E-04,0.000189665,1.23E-04,0.000189665,NA,NA
GA,840-13,13,99166.43488,98962.75553,99166.43488,98962.75553,NA,NA,1.51E-04,0.000276269,1.51E-04,0.000276269,NA,NA
GA,840-13,14,99151.49648,98935.41893,99151.49648,98935.41893,NA,NA,0.000189218,0.000395541,0.000189218,0.000395541,NA,NA
GA,840-13,15,99132.73727,98896.29337,99132.73727,98896.29337,NA,NA,0.000231394,0.000521294,0.000231394,0.000521294,NA,NA
GA,840-13,16,99109.8011,98844.75242,99109.8011,98844.75242,NA,NA,0.000275987,0.000649865,0.000275987,0.000649865,NA,NA
GA,840-13,17,99082.45198,98780.53794,99082.45198,98780.53794,NA,NA,0.000322989,0.000800287,0.000322989,0.000800287,NA,NA
GA,840-13,18,99050.45478,98701.51727,99050.45478,98701.51727,NA,NA,3.68E-04,0.000971074,0.000367579,0.000971074,NA,NA
GA,840-13,19,99014.05257,98605.71729,99014.05257,98605.71729,NA,NA,0.000410967,0.001145873,0.000410967,0.001145873,NA,NA
GA,840-13,20,98973.36942,98492.79233,98973.36942,98492.79233,NA,NA,0.000454358,0.001321051,0.000454358,0.001321051,NA,NA
GA,840-13,21,98928.41053,98362.76421,98928.41053,98362.76421,NA,NA,0.000496543,0.001478193,0.000496543,0.001478193,NA,NA
GA,840-13,22,98879.30083,98217.47246,98879.30083,98217.47246,NA,NA,0.000533904,0.001592912,0.000533904,0.001592912,NA,NA
GA,840-13,23,98826.5229,98061.14416,98826.5229,98061.14416,NA,NA,0.000566444,0.001658176,0.000566444,0.001658176,NA,NA
GA,840-13,24,98770.55874,97898.67521,98770.55874,97898.67521,NA,NA,0.000597782,0.001690183,0.000597782,0.001690183,NA,NA
GA,840-13,25,98711.53275,97733.34927,98711.53275,97733.34927,NA,NA,0.000630338,0.001709847,0.000630338,0.001709847,NA,NA
GA,840-13,26,98649.33148,97566.38298,98649.33148,97566.38298,NA,NA,0.00066529,0.001735658,0.00066529,0.001735658,NA,NA
GA,840-13,27,98583.72326,97397.18793,98583.72326,97397.18793,NA,NA,0.000701457,0.00176637,0.000701457,0.00176637,NA,NA
GA,840-13,28,98514.59611,97225.30028,98514.59611,97225.30028,NA,NA,0.000738821,0.001805645,0.000738821,0.001805645,NA,NA
GA,840-13,29,98441.83877,97049.90315,98441.83877,97049.90315,NA,NA,0.000776186,0.001852262,0.000776186,0.001852262,NA,NA
GA,840-13,30,98365.45925,96870.3065,98365.45925,96870.3065,NA,NA,0.000817177,0.001901317,0.000817177,0.001901317,NA,NA
GA,840-13,31,98285.11056,96686.30149,98285.11056,96686.30149,NA,NA,0.000862987,0.001949071,0.000862987,0.001949071,NA,NA
GA,840-13,32,98200.32887,96498.03653,98200.32887,96498.03653,NA,NA,0.000912404,0.001995576,0.000912404,0.001995576,NA,NA
GA,840-13,33,98110.77081,96305.65929,98110.77081,96305.65929,NA,NA,0.000970272,0.002040812,0.000970272,0.002040812,NA,NA
GA,840-13,34,98015.62224,96109.31662,98015.62224,96109.31662,NA,NA,0.001036595,0.002089721,0.001036595,0.002089721,NA,NA
GA,840-13,35,97914.07302,95908.68591,97914.07302,95908.68591,NA,NA,0.001114966,0.002154406,0.001114966,0.002154406,NA,NA
GA,840-13,36,97804.9637,95702.28063,97804.9637,95702.28063,NA,NA,0.001205391,0.002236169,0.001205391,0.002236169,NA,NA
GA,840-13,37,97687.14147,95488.51592,97687.14147,95488.51592,NA,NA,0.001303064,0.002328739,0.001303064,0.002328739,NA,NA
GA,840-13,38,97559.93174,95266.40819,97559.93174,95266.40819,NA,NA,0.001404362,0.002429702,0.001404362,0.002429702,NA,NA
GA,840-13,39,97423.01845,95035.22005,97423.01845,95035.22005,NA,NA,0.001509284,0.002541494,0.001509284,0.002541494,NA,NA
GA,840-13,40,97276.09032,94793.99675,97276.09032,94793.99675,NA,NA,0.001626276,0.002674937,0.001626276,0.002674937,NA,NA
GA,840-13,41,97118.02112,94540.76909,97118.02112,94540.76909,NA,NA,0.001757751,0.002837217,0.001757751,0.002837217,NA,NA
GA,840-13,42,96947.46168,94272.91816,96947.46168,94272.91816,NA,NA,0.001897672,0.003028173,0.001897672,0.003028173,NA,NA
GA,840-13,43,96763.66043,93987.87505,96763.66043,93987.87505,NA,NA,0.002052108,0.00325611,0.002052108,0.00325611,NA,NA
GA,840-13,44,96565.29445,93682.33566,96565.29445,93682.33566,NA,NA,0.002227049,0.003526874,0.002227049,0.003526874,NA,NA
GA,840-13,45,96350.47672,93352.51152,96350.47672,93352.51152,NA,NA,0.002414106,0.003825734,0.002414106,0.003825734,NA,NA
GA,840-13,46,96118.15684,92996.04917,96118.15684,92996.04917,NA,NA,0.002627713,0.00416702,0.002627713,0.00416702,NA,NA
GA,840-13,47,95865.91577,92609.34098,95865.91577,92609.34098,NA,NA,0.002889655,0.004580144,0.002889655,0.004580144,NA,NA
GA,840-13,48,95589.29429,92186.14602,95589.29429,92186.14602,NA,NA,0.003199966,0.005065882,0.003199966,0.005065882,NA,NA
GA,840-13,49,95283.90044,91720.31874,95283.90044,91720.31874,NA,NA,0.003538108,0.005596596,0.003538108,0.005596596,NA,NA
GA,840-13,50,94947.37109,91208.43292,94947.37109,91208.43292,NA,NA,0.003878749,0.006129258,0.003878749,0.006129258,NA,NA
GA,840-13,51,94579.80689,90651.09726,94579.80689,90651.09726,NA,NA,0.004215851,0.006667754,0.004215851,0.006667754,NA,NA
GA,840-13,52,94181.91127,90048.66255,94181.91127,90048.66255,NA,NA,0.004565123,0.007250977,0.004565123,0.007250977,NA,NA
GA,840-13,53,93752.93841,89398.0804,93752.93841,89398.0804,NA,NA,0.004935102,0.007903368,0.004935102,0.007903368,NA,NA
GA,840-13,54,93291.40284,88694.32013,93291.40284,88694.32013,NA,NA,0.005334116,0.008623372,0.005334116,0.008623372,NA,NA
GA,840-13,55,92795.10254,87932.76468,92795.10254,87932.76468,NA,NA,0.005763523,0.009391982,0.005763523,0.009391982,NA,NA
GA,840-13,56,92261.81602,87110.76187,92261.81602,87110.76187,NA,NA,0.006212432,0.010177688,0.006212432,0.010177688,NA,NA
