"from","to","gender","age","mrate"
"NE","AL","m","0","0.000309187"
"NE","AL","m","1","0.000309187"
"NE","AL","m","2","0.000309187"
"NE","AL","m","3","0.000309187"
"NE","AL","m","4","0.000309187"
"NE","AL","m","5","0.00024276"
"NE","AL","m","6","0.00024276"
"NE","AL","m","7","0.00024276"
"NE","AL","m","8","0.00024276"
"NE","AL","m","9","0.00024276"
"NE","AL","m","10","0.000205112"
"NE","AL","m","11","0.000205112"
"NE","AL","m","12","0.000205112"
"NE","AL","m","13","0.000205112"
"NE","AL","m","14","0.000205112"
"NE","AL","m","15","0.000117209"
"NE","AL","m","16","0.000117209"
"NE","AL","m","17","0.000117209"
"NE","AL","m","18","0.000117209"
"NE","AL","m","19","0.000117209"
"NE","AL","m","20","0.000138883"
"NE","AL","m","21","0.000138883"
"NE","AL","m","22","0.000138883"
"NE","AL","m","23","0.000138883"
"NE","AL","m","24","0.000138883"
"NE","AL","m","25","0.000138883"
"NE","AL","m","26","0.000138883"
"NE","AL","m","27","0.000138883"
"NE","AL","m","28","0.000138883"
"NE","AL","m","29","0.000138883"
"NE","AL","m","30","0.000163504"
"NE","AL","m","31","0.000163504"
"NE","AL","m","32","0.000163504"
"NE","AL","m","33","0.000163504"
"NE","AL","m","34","0.000163504"
"NE","AL","m","35","0.000105194"
"NE","AL","m","36","0.000105194"
"NE","AL","m","37","0.000105194"
"NE","AL","m","38","0.000105194"
"NE","AL","m","39","0.000105194"
"NE","AL","m","40","0.000105194"
"NE","AL","m","41","0.000105194"
"NE","AL","m","42","0.000105194"
"NE","AL","m","43","0.000105194"
"NE","AL","m","44","0.000105194"
"NE","AL","m","45","0"
"NE","AL","m","46","0"
"NE","AL","m","47","0"
"NE","AL","m","48","0"
"NE","AL","m","49","0"
"NE","AL","m","50","0"
"NE","AL","m","51","0"
"NE","AL","m","52","0"
"NE","AL","m","53","0"
"NE","AL","m","54","0"
"NE","AL","m","55","7.3723e-05"
"NE","AL","m","56","7.3723e-05"
"NE","AL","m","57","7.3723e-05"
"NE","AL","m","58","7.3723e-05"
"NE","AL","m","59","7.3723e-05"
"NE","AL","m","60","7.3723e-05"
"NE","AL","m","61","7.3723e-05"
"NE","AL","m","62","7.3723e-05"
"NE","AL","m","63","7.3723e-05"
"NE","AL","m","64","7.3723e-05"
"NE","AL","m","65","7.3723e-05"
"NE","AL","m","66","7.3723e-05"
"NE","AL","m","67","7.3723e-05"
"NE","AL","m","68","7.3723e-05"
"NE","AL","m","69","7.3723e-05"
"NE","AL","m","70","0"
"NE","AL","m","71","0"
"NE","AL","m","72","0"
"NE","AL","m","73","0"
"NE","AL","m","74","0"
"NE","AL","m","75","0"
"NE","AL","m","76","0"
"NE","AL","m","77","0"
"NE","AL","m","78","0"
"NE","AL","m","79","0"
"NE","AL","m","80","0.000299188"
"NE","AL","m","81","0.000299188"
"NE","AL","m","82","0.000299188"
"NE","AL","m","83","0.000299188"
"NE","AL","m","84","0.000299188"
"NE","AL","m","85","0.000299188"
"NE","AL","m","86","0.000299188"
"NE","AL","m","87","0.000299188"
"NE","AL","m","88","0.000299188"
"NE","AL","m","89","0.000299188"
"NE","AL","m","90","0.000299188"
"NE","AL","m","91","0.000299188"
"NE","AL","m","92","0.000299188"
"NE","AL","m","93","0.000299188"
"NE","AL","m","94","0.000299188"
"NE","AL","m","95","0"
"NE","AL","m","96","0"
"NE","AL","m","97","0"
"NE","AL","m","98","0"
"NE","AL","m","99","0"
"NE","AL","m","100","0"
"NE","AL","f","0","2.3812e-05"
"NE","AL","f","1","2.3812e-05"
"NE","AL","f","2","2.3812e-05"
"NE","AL","f","3","2.3812e-05"
"NE","AL","f","4","2.3812e-05"
"NE","AL","f","5","5.33447e-05"
"NE","AL","f","6","5.33447e-05"
"NE","AL","f","7","5.33447e-05"
"NE","AL","f","8","5.33447e-05"
"NE","AL","f","9","5.33447e-05"
"NE","AL","f","10","3.747e-05"
"NE","AL","f","11","3.747e-05"
"NE","AL","f","12","3.747e-05"
"NE","AL","f","13","3.747e-05"
"NE","AL","f","14","3.747e-05"
"NE","AL","f","15","0.000308052"
"NE","AL","f","16","0.000308052"
"NE","AL","f","17","0.000308052"
"NE","AL","f","18","0.000308052"
"NE","AL","f","19","0.000308052"
"NE","AL","f","20","0.000408571"
"NE","AL","f","21","0.000408571"
"NE","AL","f","22","0.000408571"
"NE","AL","f","23","0.000408571"
"NE","AL","f","24","0.000408571"
"NE","AL","f","25","0.000464918"
"NE","AL","f","26","0.000464918"
"NE","AL","f","27","0.000464918"
"NE","AL","f","28","0.000464918"
"NE","AL","f","29","0.000464918"
"NE","AL","f","30","0.00023415"
"NE","AL","f","31","0.00023415"
"NE","AL","f","32","0.00023415"
"NE","AL","f","33","0.00023415"
"NE","AL","f","34","0.00023415"
"NE","AL","f","35","9.61606e-05"
"NE","AL","f","36","9.61606e-05"
"NE","AL","f","37","9.61606e-05"
"NE","AL","f","38","9.61606e-05"
"NE","AL","f","39","9.61606e-05"
"NE","AL","f","40","3.98138e-05"
"NE","AL","f","41","3.98138e-05"
"NE","AL","f","42","3.98138e-05"
"NE","AL","f","43","3.98138e-05"
"NE","AL","f","44","3.98138e-05"
"NE","AL","f","45","0"
"NE","AL","f","46","0"
"NE","AL","f","47","0"
"NE","AL","f","48","0"
"NE","AL","f","49","0"
"NE","AL","f","50","6.20118e-05"
"NE","AL","f","51","6.20118e-05"
"NE","AL","f","52","6.20118e-05"
"NE","AL","f","53","6.20118e-05"
"NE","AL","f","54","6.20118e-05"
"NE","AL","f","55","6.20118e-05"
"NE","AL","f","56","6.20118e-05"
"NE","AL","f","57","6.20118e-05"
"NE","AL","f","58","6.20118e-05"
"NE","AL","f","59","6.20118e-05"
"NE","AL","f","60","6.20118e-05"
"NE","AL","f","61","6.20118e-05"
"NE","AL","f","62","6.20118e-05"
"NE","AL","f","63","6.20118e-05"
"NE","AL","f","64","6.20118e-05"
"NE","AL","f","65","0"
"NE","AL","f","66","0"
"NE","AL","f","67","0"
"NE","AL","f","68","0"
"NE","AL","f","69","0"
"NE","AL","f","70","0.000106876"
"NE","AL","f","71","0.000106876"
"NE","AL","f","72","0.000106876"
"NE","AL","f","73","0.000106876"
"NE","AL","f","74","0.000106876"
"NE","AL","f","75","0.000106876"
"NE","AL","f","76","0.000106876"
"NE","AL","f","77","0.000106876"
"NE","AL","f","78","0.000106876"
"NE","AL","f","79","0.000106876"
"NE","AL","f","80","0.000106876"
"NE","AL","f","81","0.000106876"
"NE","AL","f","82","0.000106876"
"NE","AL","f","83","0.000106876"
"NE","AL","f","84","0.000106876"
"NE","AL","f","85","0"
"NE","AL","f","86","0"
"NE","AL","f","87","0"
"NE","AL","f","88","0"
"NE","AL","f","89","0"
"NE","AL","f","90","0"
"NE","AL","f","91","0"
"NE","AL","f","92","0"
"NE","AL","f","93","0"
"NE","AL","f","94","0"
"NE","AL","f","95","0"
"NE","AL","f","96","0"
"NE","AL","f","97","0"
"NE","AL","f","98","0"
"NE","AL","f","99","0"
"NE","AL","f","100","0"
"NE","AK","m","0","0.000248944"
"NE","AK","m","1","0.000248944"
"NE","AK","m","2","0.000248944"
"NE","AK","m","3","0.000248944"
"NE","AK","m","4","0.000248944"
"NE","AK","m","5","0.000309887"
"NE","AK","m","6","0.000309887"
"NE","AK","m","7","0.000309887"
"NE","AK","m","8","0.000309887"
"NE","AK","m","9","0.000309887"
"NE","AK","m","10","0.000309887"
"NE","AK","m","11","0.000309887"
"NE","AK","m","12","0.000309887"
"NE","AK","m","13","0.000309887"
"NE","AK","m","14","0.000309887"
"NE","AK","m","15","0.000173224"
"NE","AK","m","16","0.000173224"
"NE","AK","m","17","0.000173224"
"NE","AK","m","18","0.000173224"
"NE","AK","m","19","0.000173224"
"NE","AK","m","20","2.92995e-05"
"NE","AK","m","21","2.92995e-05"
"NE","AK","m","22","2.92995e-05"
"NE","AK","m","23","2.92995e-05"
"NE","AK","m","24","2.92995e-05"
"NE","AK","m","25","9.46457e-05"
"NE","AK","m","26","9.46457e-05"
"NE","AK","m","27","9.46457e-05"
"NE","AK","m","28","9.46457e-05"
"NE","AK","m","29","9.46457e-05"
"NE","AK","m","30","7.13572e-05"
"NE","AK","m","31","7.13572e-05"
"NE","AK","m","32","7.13572e-05"
"NE","AK","m","33","7.13572e-05"
"NE","AK","m","34","7.13572e-05"
"NE","AK","m","35","0.000235213"
"NE","AK","m","36","0.000235213"
"NE","AK","m","37","0.000235213"
"NE","AK","m","38","0.000235213"
"NE","AK","m","39","0.000235213"
"NE","AK","m","40","0.000169867"
"NE","AK","m","41","0.000169867"
"NE","AK","m","42","0.000169867"
"NE","AK","m","43","0.000169867"
"NE","AK","m","44","0.000169867"
"NE","AK","m","45","0.000163856"
"NE","AK","m","46","0.000163856"
"NE","AK","m","47","0.000163856"
"NE","AK","m","48","0.000163856"
"NE","AK","m","49","0.000163856"
"NE","AK","m","50","0"
"NE","AK","m","51","0"
"NE","AK","m","52","0"
"NE","AK","m","53","0"
"NE","AK","m","54","0"
"NE","AK","m","55","0"
"NE","AK","m","56","0"
"NE","AK","m","57","0"
"NE","AK","m","58","0"
"NE","AK","m","59","0"
"NE","AK","m","60","0"
"NE","AK","m","61","0"
"NE","AK","m","62","0"
"NE","AK","m","63","0"
"NE","AK","m","64","0"
"NE","AK","m","65","0"
"NE","AK","m","66","0"
"NE","AK","m","67","0"
"NE","AK","m","68","0"
