region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
RI,840-44,0,,,,
RI,840-44,1,,,,
RI,840-44,2,,,,
RI,840-44,3,,,,
RI,840-44,4,,,,
RI,840-44,5,,,,
RI,840-44,6,,,,
RI,840-44,7,,,,
RI,840-44,8,,,,
RI,840-44,9,,,,
RI,840-44,10,,,,
RI,840-44,11,,,,
RI,840-44,12,,,,
RI,840-44,13,,,,
RI,840-44,14,,,,
RI,840-44,15,,,,
RI,840-44,16,,,,
RI,840-44,17,,,,
RI,840-44,18,,,,
RI,840-44,19,,,,
RI,840-44,20,,,,
RI,840-44,21,,,,
RI,840-44,22,,,,
RI,840-44,23,,,,
RI,840-44,24,,,,
RI,840-44,25,,,,
RI,840-44,26,,,,
RI,840-44,27,,,,
RI,840-44,28,,,,
RI,840-44,29,,,,
RI,840-44,30,,,,
RI,840-44,31,,,,
RI,840-44,32,,,,
RI,840-44,33,,,,
RI,840-44,34,,,,
RI,840-44,35,,,,
RI,840-44,36,,,,
RI,840-44,37,,,,
RI,840-44,38,,,,
RI,840-44,39,,,,
RI,840-44,40,,,,
RI,840-44,41,,,,
RI,840-44,42,,,,
RI,840-44,43,,,,
RI,840-44,44,,,,
RI,840-44,45,,,,
RI,840-44,46,,,,
RI,840-44,47,,,,
RI,840-44,48,,,,
RI,840-44,49,,,,
RI,840-44,50,,,,
RI,840-44,51,,,,
RI,840-44,52,,,,
RI,840-44,53,,,,
RI,840-44,54,,,,
RI,840-44,55,,,,
RI,840-44,56,,,,
RI,840-44,57,,,,
RI,840-44,58,,,,
RI,840-44,59,,,,
RI,840-44,60,,,,
RI,840-44,61,,,,
RI,840-44,62,,,,
RI,840-44,63,,,,
RI,840-44,64,,,,
RI,840-44,65,,,,
RI,840-44,66,,,,
RI,840-44,67,,,,
RI,840-44,68,,,,
RI,840-44,69,,,,
RI,840-44,70,,,,
RI,840-44,71,,,,
RI,840-44,72,,,,
RI,840-44,73,,,,
RI,840-44,74,,,,
RI,840-44,75,,,,
RI,840-44,76,,,,
RI,840-44,77,,,,
RI,840-44,78,,,,
RI,840-44,79,,,,
RI,840-44,80,,,,
RI,840-44,81,,,,
RI,840-44,82,,,,
RI,840-44,83,,,,
RI,840-44,84,,,,
RI,840-44,85,,,,
RI,840-44,86,,,,
RI,840-44,87,,,,
RI,840-44,88,,,,
RI,840-44,89,,,,
RI,840-44,90,,,,
RI,840-44,91,,,,
RI,840-44,92,,,,
RI,840-44,93,,,,
RI,840-44,94,,,,
RI,840-44,95,,,,
RI,840-44,96,,,,
RI,840-44,97,,,,
RI,840-44,98,,,,
RI,840-44,99,,,,
RI,840-44,100,,,,
