region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
DC,840-11,0,,,3570,3470,,
DC,840-11,1,,,3500,3610,,
DC,840-11,2,,,3220,3380,,
DC,840-11,3,,,3050,3130,,
DC,840-11,4,,,2990,2750,,
DC,840-11,5,,,2820,3020,,
DC,840-11,6,,,2590,2590,,
DC,840-11,7,,,2530,2650,,
DC,840-11,8,,,2540,2520,,
DC,840-11,9,,,2360,2290,,
DC,840-11,10,,,2560,2620,,
DC,840-11,11,,,2460,2560,,
DC,840-11,12,,,2230,2470,,
DC,840-11,13,,,2540,2580,,
DC,840-11,14,,,2580,2690,,
DC,840-11,15,,,2750,2590,,
DC,840-11,16,,,2610,2760,,
DC,840-11,17,,,2870,3170,,
DC,840-11,18,,,5150,4600,,
DC,840-11,19,,,7130,5990,,
DC,840-11,20,,,6510,5970,,
DC,840-11,21,,,6460,5290,,
DC,840-11,22,,,7000,5350,,
DC,840-11,23,,,7590,6010,,
DC,840-11,24,,,8130,6410,,
DC,840-11,25,,,7520,7100,,
DC,840-11,26,,,7700,6370,,
DC,840-11,27,,,8050,6550,,
DC,840-11,28,,,6780,6080,,
DC,840-11,29,,,6920,5980,,
DC,840-11,30,,,6540,6190,,
DC,840-11,31,,,6260,5550,,
DC,840-11,32,,,5800,5420,,
DC,840-11,33,,,4940,4680,,
DC,840-11,34,,,4500,4710,,
DC,840-11,35,,,4850,4700,,
DC,840-11,36,,,4560,4030,,
DC,840-11,37,,,4730,4540,,
DC,840-11,38,,,4230,4290,,
DC,840-11,39,,,4130,4390,,
DC,840-11,40,,,4460,4220,,
DC,840-11,41,,,3490,3910,,
DC,840-11,42,,,3300,3650,,
DC,840-11,43,,,3520,3570,,
DC,840-11,44,,,3740,3720,,
DC,840-11,45,,,4020,4210,,
DC,840-11,46,,,3590,4060,,
DC,840-11,47,,,3840,4290,,
DC,840-11,48,,,3840,3620,,
DC,840-11,49,,,3690,3750,,
DC,840-11,50,,,3450,3650,,
DC,840-11,51,,,4070,3430,,
DC,840-11,52,,,3640,3740,,
DC,840-11,53,,,3690,3340,,
DC,840-11,54,,,3830,3440,,
DC,840-11,55,,,3840,3340,,
DC,840-11,56,,,4010,3240,,
DC,840-11,57,,,3750,3490,,
DC,840-11,58,,,3800,2730,,
DC,840-11,59,,,3470,3090,,
DC,840-11,60,,,3340,3160,,
DC,840-11,61,,,3550,2950,,
DC,840-11,62,,,3250,2800,,
DC,840-11,63,,,3510,2770,,
DC,840-11,64,,,2460,1950,,
DC,840-11,65,,,2550,2120,,
DC,840-11,66,,,2780,2200,,
DC,840-11,67,,,2640,1930,,
DC,840-11,68,,,2290,2110,,
DC,840-11,69,,,1670,1420,,
DC,840-11,70,,,1990,1470,,
DC,840-11,71,,,1670,1500,,
DC,840-11,72,,,1590,1350,,
DC,840-11,73,,,1450,1300,,
DC,840-11,74,,,1460,960,,
DC,840-11,75,,,1620,1040,,
DC,840-11,76,,,1500,930,,
DC,840-11,77,,,1440,950,,
DC,840-11,78,,,1370,920,,
DC,840-11,79,,,1450,880,,
DC,840-11,80,,,1370,970,,
DC,840-11,81,,,1300,780,,
DC,840-11,82,,,1230,660,,
DC,840-11,83,,,1050,660,,
DC,840-11,84,,,1150,680,,
DC,840-11,85,,,950,530,,
DC,840-11,86,,,800,460,,
DC,840-11,87,,,880,410,,
DC,840-11,88,,,850,360,,
DC,840-11,89,,,660,280,,
DC,840-11,90,,,647.0916006,268.4816332,,
DC,840-11,91,,,506.3060391,198.0279422,,
DC,840-11,92,,,432.983959,158.4747597,,
DC,840-11,93,,,334.954151,114.277197,,
DC,840-11,94,,,267.6403495,83.21339465,,
DC,840-11,95,,,209.4338333,60.25921946,,
DC,840-11,96,,,158.4098453,41.81840967,,
DC,840-11,97,,,114.0982639,28.05236036,,
DC,840-11,98,,,79.12375818,18.04206905,,
DC,840-11,99,,,54.96837021,11.59576044,,
DC,840-11,100,,,94.98982991,17.75725423,,
