region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
NE,840-31,0,,,12680,13190,,
NE,840-31,1,,,12940,13480,,
NE,840-31,2,,,12080,13550,,
NE,840-31,3,,,12700,13620,,
NE,840-31,4,,,12160,13530,,
NE,840-31,5,,,12310,13230,,
NE,840-31,6,,,12960,13510,,
NE,840-31,7,,,12470,12900,,
NE,840-31,8,,,13030,13410,,
NE,840-31,9,,,11880,13860,,
NE,840-31,10,,,12630,12890,,
NE,840-31,11,,,11870,12730,,
NE,840-31,12,,,11900,12470,,
NE,840-31,13,,,11670,12570,,
NE,840-31,14,,,12020,12020,,
NE,840-31,15,,,11160,13480,,
NE,840-31,16,,,12690,12770,,
NE,840-31,17,,,11870,13680,,
NE,840-31,18,,,13120,13660,,
NE,840-31,19,,,13190,13360,,
NE,840-31,20,,,12640,13680,,
NE,840-31,21,,,12830,13880,,
NE,840-31,22,,,11950,13430,,
NE,840-31,23,,,12730,13190,,
NE,840-31,24,,,11980,12800,,
NE,840-31,25,,,12720,13380,,
NE,840-31,26,,,11960,13050,,
NE,840-31,27,,,12860,13580,,
NE,840-31,28,,,12890,12640,,
NE,840-31,29,,,12670,12870,,
NE,840-31,30,,,12520,12610,,
NE,840-31,31,,,11140,11870,,
NE,840-31,32,,,11510,12010,,
NE,840-31,33,,,11110,11480,,
NE,840-31,34,,,10680,11160,,
NE,840-31,35,,,11160,11280,,
NE,840-31,36,,,10650,10640,,
NE,840-31,37,,,10220,11190,,
NE,840-31,38,,,11270,10810,,
NE,840-31,39,,,11560,11520,,
NE,840-31,40,,,11360,12400,,
NE,840-31,41,,,10750,11170,,
NE,840-31,42,,,10480,10830,,
NE,840-31,43,,,10350,10800,,
NE,840-31,44,,,11130,11510,,
NE,840-31,45,,,11570,12350,,
NE,840-31,46,,,13250,11640,,
NE,840-31,47,,,12420,12620,,
NE,840-31,48,,,13120,12990,,
NE,840-31,49,,,13500,12930,,
NE,840-31,50,,,13970,13870,,
NE,840-31,51,,,12860,13740,,
NE,840-31,52,,,12680,12680,,
NE,840-31,53,,,12300,12390,,
NE,840-31,54,,,12410,12700,,
NE,840-31,55,,,12560,12440,,
NE,840-31,56,,,12560,12370,,
NE,840-31,57,,,12050,11880,,
NE,840-31,58,,,12220,11850,,
NE,840-31,59,,,10880,10800,,
NE,840-31,60,,,11250,10680,,
NE,840-31,61,,,10350,9770,,
NE,840-31,62,,,9900,10540,,
NE,840-31,63,,,10120,9400,,
NE,840-31,64,,,7500,7530,,
NE,840-31,65,,,7780,7540,,
NE,840-31,66,,,7250,7370,,
NE,840-31,67,,,7190,6460,,
NE,840-31,68,,,6580,6120,,
NE,840-31,69,,,6000,5120,,
NE,840-31,70,,,6080,5440,,
NE,840-31,71,,,6140,5150,,
NE,840-31,72,,,5450,4890,,
NE,840-31,73,,,5640,4700,,
NE,840-31,74,,,5800,4560,,
NE,840-31,75,,,5830,4420,,
NE,840-31,76,,,5090,4060,,
NE,840-31,77,,,5090,3880,,
NE,840-31,78,,,4970,3740,,
NE,840-31,79,,,5030,3840,,
NE,840-31,80,,,4670,3590,,
NE,840-31,81,,,4700,3490,,
NE,840-31,82,,,4490,2600,,
NE,840-31,83,,,3990,2990,,
NE,840-31,84,,,4430,2530,,
NE,840-31,85,,,3910,2430,,
NE,840-31,86,,,3500,2200,,
NE,840-31,87,,,3220,1710,,
NE,840-31,88,,,3000,1530,,
NE,840-31,89,,,2700,1340,,
NE,840-31,90,,,2378.61947,1004.121308,,
NE,840-31,91,,,1861.111164,740.6245039,,
NE,840-31,92,,,1591.589311,592.6956013,,
NE,840-31,93,,,1231.245258,427.3967167,,
NE,840-31,94,,,983.8090087,311.218096,,
NE,840-31,95,,,769.8498839,225.3694808,,
NE,840-31,96,,,582.2927417,156.4008522,,
NE,840-31,97,,,419.4094804,104.9158277,,
NE,840-31,98,,,290.8480214,67.47733823,,
NE,840-31,99,,,202.0561471,43.36814403,,
NE,840-31,100,,,349.1695127,66.41213083,,
