region,region.code,age,lx_rural_female,lx_rural_male,lx_urban_female,lx_urban_male,lx_national_female,lx_national_male,mx_rural_female,mx_rural_male,mx_urban_female,mx_urban_male,mx_national_female,mx_national_male
NE,840-31,0,1.00E+05,1.00E+05,1.00E+05,1.00E+05,NA,NA,0.005104804,0.006140679,0.005104804,0.006140679,NA,NA
NE,840-31,1,99491.8255,99389.23237,99491.8255,99389.23237,NA,NA,0.000309483,0.000387523,0.000309483,0.000387523,NA,NA
NE,840-31,2,99461.03899,99350.72398,99461.03899,99350.72398,NA,NA,0.000193462,0.000274057,0.000193462,0.000274057,NA,NA
NE,840-31,3,99441.79893,99323.50024,99441.79893,99323.50024,NA,NA,0.000139162,0.00020544,0.000139162,0.00020544,NA,NA
NE,840-31,4,99427.96139,99303.09742,99427.96139,99303.09742,NA,NA,0.000113978,0.000182863,0.000113978,0.000182863,NA,NA
NE,840-31,5,99416.62937,99284.94018,99416.62937,99284.94018,NA,NA,1.06E-04,0.00016027,1.06E-04,0.00016027,NA,NA
NE,840-31,6,99406.10073,99269.02911,99406.10073,99269.02911,NA,NA,9.34E-05,0.000142573,9.34E-05,0.000142573,NA,NA
NE,840-31,7,99396.81793,99254.87704,99396.81793,99254.87704,NA,NA,8.45E-05,0.000127814,8.45E-05,0.000127814,NA,NA
NE,840-31,8,99388.42272,99242.19162,99388.42272,99242.19162,NA,NA,7.73E-05,1.12E-04,7.73E-05,1.12E-04,NA,NA
NE,840-31,9,99380.736,99231.07114,99380.736,99231.07114,NA,NA,7.29E-05,9.92E-05,7.29E-05,9.92E-05,NA,NA
NE,840-31,10,99373.49146,99221.22306,99373.49146,99221.22306,NA,NA,7.20E-05,9.33E-05,7.20E-05,9.33E-05,NA,NA
NE,840-31,11,99366.33569,99211.96294,99366.33569,99211.96294,NA,NA,7.65E-05,1.03E-04,7.65E-05,1.03E-04,NA,NA
NE,840-31,12,99358.73903,99201.7256,99358.73903,99201.7256,NA,NA,8.89E-05,0.000137655,8.89E-05,0.000137655,NA,NA
NE,840-31,13,99349.9041,99188.07095,99349.9041,99188.07095,NA,NA,1.09E-04,0.000202495,1.09E-04,0.000202495,NA,NA
NE,840-31,14,99339.02645,99167.98788,99339.02645,99167.98788,NA,NA,0.000138262,0.000292656,0.000138262,0.000292656,NA,NA
NE,840-31,15,99325.29273,99138.96984,99325.29273,99138.96984,NA,NA,0.000169881,0.000388501,0.000169881,0.000388501,NA,NA
NE,840-31,16,99308.4206,99100.46158,99308.4206,99100.46158,NA,NA,0.000203459,0.000487127,0.000203459,0.000487127,NA,NA
NE,840-31,17,99288.21751,99052.19911,99288.21751,99052.19911,NA,NA,0.00023899,0.000603167,0.00023899,0.000603167,NA,NA
NE,840-31,18,99264.49155,98992.47241,99264.49155,98992.47241,NA,NA,2.73E-04,0.000735616,0.000272811,0.000735616,NA,NA
NE,840-31,19,99237.41475,98919.67878,99237.41475,98919.67878,NA,NA,0.000305813,0.000871815,0.000305813,0.000871815,NA,NA
NE,840-31,20,99207.07126,98833.47669,99207.07126,98833.47669,NA,NA,0.0003389,0.001008863,0.0003389,0.001008863,NA,NA
NE,840-31,21,99173.45586,98733.8175,99173.45586,98733.8175,NA,NA,0.000371138,0.001132214,0.000371138,0.001132214,NA,NA
NE,840-31,22,99136.65582,98622.09296,99136.65582,98622.09296,NA,NA,0.000399745,0.001222488,0.000399745,0.001222488,NA,NA
NE,840-31,23,99097.03438,98501.60167,99097.03438,98501.60167,NA,NA,0.000424699,0.001273922,0.000424699,0.001273922,NA,NA
NE,840-31,24,99054.95673,98376.19759,99054.95673,98376.19759,NA,NA,0.000448763,0.001299162,0.000448763,0.001299162,NA,NA
NE,840-31,25,99010.5143,98248.47454,99010.5143,98248.47454,NA,NA,0.000473791,0.001314679,0.000473791,0.001314679,NA,NA
NE,840-31,26,98963.61555,98119.39416,98963.61555,98119.39416,NA,NA,0.000500699,0.001335052,0.000500699,0.001335052,NA,NA
NE,840-31,27,98914.07724,97988.48702,98914.07724,97988.48702,NA,NA,0.000528574,0.001359304,0.000528574,0.001359304,NA,NA
NE,840-31,28,98861.8081,97855.38136,98861.8081,97855.38136,NA,NA,0.00055741,0.001390336,0.00055741,0.001390336,NA,NA
NE,840-31,29,98806.7171,97719.42337,98806.7171,97719.42337,NA,NA,0.000586282,0.001427189,0.000586282,0.001427189,NA,NA
NE,840-31,30,98748.80553,97580.05801,98748.80553,97580.05801,NA,NA,0.000617991,0.001465992,0.000617991,0.001465992,NA,NA
NE,840-31,31,98687.79883,97437.11193,98687.79883,97437.11193,NA,NA,0.000653473,0.001503798,0.000653473,0.001503798,NA,NA
NE,840-31,32,98623.33042,97290.69628,98623.33042,97290.69628,NA,NA,0.0006918,0.001540637,0.0006918,0.001540637,NA,NA
NE,840-31,33,98555.12604,97140.92196,98555.12604,97140.92196,NA,NA,0.000736743,0.001576495,0.000736743,0.001576495,NA,NA
NE,840-31,34,98482.54268,96987.89962,98482.54268,96987.89962,NA,NA,0.000788326,0.00161528,0.000788326,0.00161528,NA,NA
NE,840-31,35,98404.93726,96831.36419,98404.93726,96831.36419,NA,NA,0.000849384,0.001666626,0.000849384,0.001666626,NA,NA
NE,840-31,36,98321.38958,96670.11608,98321.38958,96670.11608,NA,NA,0.00091996,0.00173157,0.00091996,0.00173157,NA,NA
NE,840-31,37,98230.97939,96502.87146,98230.97939,96502.87146,NA,NA,0.000996333,0.001805187,0.000996333,0.001805187,NA,NA
NE,840-31,38,98133.15736,96328.82371,98133.15736,96328.82371,NA,NA,0.001075683,0.001885568,0.001075683,0.001885568,NA,NA
NE,840-31,39,98027.65396,96147.36025,98027.65396,96147.36025,NA,NA,0.001158016,0.001974667,0.001158016,0.001974667,NA,NA
NE,840-31,40,97914.2021,95957.68948,97914.2021,95957.68948,NA,NA,0.001249979,0.002081163,0.001249979,0.002081163,NA,NA
NE,840-31,41,97791.88786,95758.19449,97791.88786,95758.19449,NA,NA,0.001353515,0.002210863,0.001353515,0.002210863,NA,NA
NE,840-31,42,97659.61457,95546.7211,97659.61457,95546.7211,NA,NA,0.001463906,0.00236374,0.001463906,0.00236374,NA,NA
NE,840-31,43,97516.75393,95321.14015,97516.75393,95321.14015,NA,NA,0.001585969,0.002546559,0.001585969,0.002546559,NA,NA
NE,840-31,44,97362.2179,95078.70666,97362.2179,95078.70666,NA,NA,0.001724508,0.002764166,0.001724508,0.002764166,NA,NA
NE,840-31,45,97194.45986,94816.25611,97194.45986,94816.25611,NA,NA,0.001872924,0.003004882,0.001872924,0.003004882,NA,NA
NE,840-31,46,97012.59238,94531.77039,97012.59238,94531.77039,NA,NA,0.002042745,0.003280374,0.002042745,0.003280374,NA,NA
NE,840-31,47,96814.6216,94222.18021,96814.6216,94222.18021,NA,NA,0.002251441,0.003614683,0.002251441,0.003614683,NA,NA
NE,840-31,48,96596.89326,93882.21132,96596.89326,93882.21132,NA,NA,0.002499253,0.004008795,0.002499253,0.004008795,NA,NA
NE,840-31,49,96355.77444,93506.60766,96355.77444,93506.60766,NA,NA,0.002769953,0.004440553,0.002769953,0.004440553,NA,NA
NE,840-31,50,96089.24266,93092.30864,96089.24266,93092.30864,NA,NA,0.003043284,0.004875047,0.003043284,0.004875047,NA,NA
NE,840-31,51,95797.26013,92639.58047,95797.26013,92639.58047,NA,NA,0.003314346,0.005315336,0.003314346,0.005315336,NA,NA
NE,840-31,52,95480.2802,92148.47258,95480.2802,92148.47258,NA,NA,0.003595747,0.005793289,0.003595747,0.005793289,NA,NA
NE,840-31,53,95137.57342,91616.17177,95137.57342,91616.17177,NA,NA,0.003894388,0.006329176,0.003894388,0.006329176,NA,NA
NE,840-31,54,94767.79452,91038.14915,94767.79452,91038.14915,NA,NA,0.004217093,0.00692203,0.004217093,0.00692203,NA,NA
NE,840-31,55,94368.99278,90410.15721,94368.99278,90410.15721,NA,NA,0.00456503,0.007556435,0.00456503,0.007556435,NA,NA
NE,840-31,56,93939.17875,89729.55025,93939.17875,89729.55025,NA,NA,0.004929444,0.008206439,0.004929444,0.008206439,NA,NA
NE,840-31,57,93477.25175,88996.19928,93477.25175,88996.19928,NA,NA,0.005299524,0.00887306,0.005299524,0.00887306,NA,NA
NE,840-31,58,92983.17599,88210.02288,92983.17599,88210.02288,NA,NA,0.005673338,0.009548513,0.005673338,0.009548513,NA,NA
NE,840-31,59,92457.14316,87371.75509,92457.14316,87371.75509,NA,NA,0.006060702,0.010244476,0.006060702,0.010244476,NA,NA
NE,840-31,60,91898.47803,86481.24359,91898.47803,86481.24359,NA,NA,0.006481571,0.011003549,0.006481571,0.011003549,NA,NA
NE,840-31,61,91304.75567,85534.85512,91304.75567,85534.85512,NA,NA,0.006953848,0.011823831,0.006953848,0.011823831,NA,NA
NE,840-31,62,90672.0328,84529.44929,90672.0328,84529.44929,NA,NA,0.00748488,0.012655297,0.00748488,0.012655297,NA,NA
NE,840-31,63,89995.89029,83466.43647,89995.89029,83466.43647,NA,NA,0.008084033,0.013464776,0.008084033,0.013464776,NA,NA
NE,840-31,64,89271.29332,82350.09524,89271.29332,82350.09524,NA,NA,0.008750501,0.01426701,0.008750501,0.01426701,NA,NA
NE,840-31,65,88493.52772,81183.52736,88493.52772,81183.52736,NA,NA,0.009480911,0.015092872,0.009480911,0.015092872,NA,NA
NE,840-31,66,87658.49157,79967.4049,87658.49157,79967.4049,NA,NA,0.010289479,0.016024299,0.010289479,0.016024299,NA,NA
NE,840-31,67,86761.14297,78696.1763,86761.14297,78696.1763,NA,NA,0.011206247,0.01710963,0.011206247,0.01710963,NA,NA
NE,840-31,68,85794.28808,77361.14311,85794.28808,77361.14311,NA,NA,0.012256339,0.018431118,0.012256339,0.018431118,NA,NA
