region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
SD,840-46,0,,,5210,5620,,
SD,840-46,1,,,6220,5900,,
SD,840-46,2,,,5830,6720,,
SD,840-46,3,,,6190,6350,,
SD,840-46,4,,,6090,6180,,
SD,840-46,5,,,5670,6110,,
SD,840-46,6,,,5750,5760,,
SD,840-46,7,,,5530,5920,,
SD,840-46,8,,,5400,5770,,
SD,840-46,9,,,5040,5850,,
SD,840-46,10,,,5420,5590,,
SD,840-46,11,,,4960,5640,,
SD,840-46,12,,,5370,5470,,
SD,840-46,13,,,5130,5930,,
SD,840-46,14,,,5170,5700,,
SD,840-46,15,,,5000,5480,,
SD,840-46,16,,,5120,5940,,
SD,840-46,17,,,5320,5350,,
SD,840-46,18,,,5680,5740,,
SD,840-46,19,,,6400,6130,,
SD,840-46,20,,,5350,6180,,
SD,840-46,21,,,5850,6120,,
SD,840-46,22,,,5650,6260,,
SD,840-46,23,,,5940,5660,,
SD,840-46,24,,,5610,6280,,
SD,840-46,25,,,5440,5870,,
SD,840-46,26,,,5470,5880,,
SD,840-46,27,,,5180,5560,,
SD,840-46,28,,,5060,5600,,
SD,840-46,29,,,5370,5730,,
SD,840-46,30,,,5740,5640,,
SD,840-46,31,,,4980,5420,,
SD,840-46,32,,,4870,4840,,
SD,840-46,33,,,4520,5230,,
SD,840-46,34,,,4370,4950,,
SD,840-46,35,,,4900,4590,,
SD,840-46,36,,,4530,4980,,
SD,840-46,37,,,4010,4660,,
SD,840-46,38,,,4350,4740,,
SD,840-46,39,,,5000,5220,,
SD,840-46,40,,,4550,4920,,
SD,840-46,41,,,4480,5070,,
SD,840-46,42,,,4420,4490,,
SD,840-46,43,,,4620,4760,,
SD,840-46,44,,,4720,5090,,
SD,840-46,45,,,5050,5450,,
SD,840-46,46,,,5660,5290,,
SD,840-46,47,,,5820,6230,,
SD,840-46,48,,,5750,6170,,
SD,840-46,49,,,6270,5870,,
SD,840-46,50,,,6340,6200,,
SD,840-46,51,,,5390,5590,,
SD,840-46,52,,,5890,6190,,
SD,840-46,53,,,5840,5800,,
SD,840-46,54,,,5900,5990,,
SD,840-46,55,,,5540,5690,,
SD,840-46,56,,,5210,5630,,
SD,840-46,57,,,5420,5250,,
SD,840-46,58,,,5260,5230,,
SD,840-46,59,,,4970,4920,,
SD,840-46,60,,,4820,4710,,
SD,840-46,61,,,4490,4630,,
SD,840-46,62,,,4500,4820,,
SD,840-46,63,,,3860,4470,,
SD,840-46,64,,,3390,3260,,
SD,840-46,65,,,3450,3500,,
SD,840-46,66,,,3790,3050,,
SD,840-46,67,,,3630,3400,,
SD,840-46,68,,,2820,3060,,
SD,840-46,69,,,2720,2810,,
SD,840-46,70,,,2650,2700,,
SD,840-46,71,,,2770,2490,,
SD,840-46,72,,,2890,2420,,
SD,840-46,73,,,2670,2480,,
SD,840-46,74,,,2450,2210,,
SD,840-46,75,,,2570,2120,,
SD,840-46,76,,,2510,1860,,
SD,840-46,77,,,2140,1850,,
SD,840-46,78,,,2440,1890,,
SD,840-46,79,,,2400,1760,,
SD,840-46,80,,,2220,1700,,
SD,840-46,81,,,2170,1700,,
SD,840-46,82,,,1780,1570,,
SD,840-46,83,,,2210,1280,,
SD,840-46,84,,,1860,1300,,
SD,840-46,85,,,1840,1090,,
SD,840-46,86,,,1660,890,,
SD,840-46,87,,,1460,1030,,
SD,840-46,88,,,1500,770,,
SD,840-46,89,,,1290,590,,
SD,840-46,90,,,1242.862143,456.4187765,,
SD,840-46,91,,,972.4567717,336.6475018,,
SD,840-46,92,,,831.627811,269.4070915,,
SD,840-46,93,,,643.3429727,194.2712348,,
SD,840-46,94,,,514.0540505,141.4627709,,
SD,840-46,95,,,402.2573971,102.4406731,,
SD,840-46,96,,,304.2561511,71.09129644,,
SD,840-46,97,,,219.1473551,47.6890126,,
SD,840-46,98,,,151.9721838,30.67151738,,
SD,840-46,99,,,105.57718,19.71279274,,
SD,840-46,100,,,182.4459836,30.1873322,,
