region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
MA,840-25,0,,,34800,36670,,
MA,840-25,1,,,35400,36530,,
MA,840-25,2,,,36500,38120,,
MA,840-25,3,,,37620,39050,,
MA,840-25,4,,,37940,37530,,
MA,840-25,5,,,37610,39170,,
MA,840-25,6,,,37900,39380,,
MA,840-25,7,,,37460,38610,,
MA,840-25,8,,,36840,39070,,
MA,840-25,9,,,39020,41620,,
MA,840-25,10,,,38220,40470,,
MA,840-25,11,,,39720,40950,,
MA,840-25,12,,,39100,40380,,
MA,840-25,13,,,39430,41910,,
MA,840-25,14,,,39850,43210,,
MA,840-25,15,,,40890,44430,,
MA,840-25,16,,,42810,43410,,
MA,840-25,17,,,43040,46210,,
MA,840-25,18,,,47520,49180,,
MA,840-25,19,,,52350,51990,,
MA,840-25,20,,,49760,52090,,
MA,840-25,21,,,49060,48230,,
MA,840-25,22,,,47430,47160,,
MA,840-25,23,,,45470,46230,,
MA,840-25,24,,,44840,45290,,
MA,840-25,25,,,46780,44950,,
MA,840-25,26,,,44130,42660,,
MA,840-25,27,,,44860,43490,,
MA,840-25,28,,,44370,43690,,
MA,840-25,29,,,43620,42730,,
MA,840-25,30,,,43900,42690,,
MA,840-25,31,,,41240,39550,,
MA,840-25,32,,,41100,38360,,
MA,840-25,33,,,39410,38930,,
MA,840-25,34,,,39050,39320,,
MA,840-25,35,,,41170,39200,,
MA,840-25,36,,,39980,37840,,
MA,840-25,37,,,42450,40030,,
MA,840-25,38,,,44280,42720,,
MA,840-25,39,,,45980,43890,,
MA,840-25,40,,,47390,45510,,
MA,840-25,41,,,46520,44300,,
MA,840-25,42,,,46990,44060,,
MA,840-25,43,,,49440,45320,,
MA,840-25,44,,,49410,47710,,
MA,840-25,45,,,52410,51170,,
MA,840-25,46,,,52700,51170,,
MA,840-25,47,,,51720,49340,,
MA,840-25,48,,,53730,50740,,
MA,840-25,49,,,52520,50700,,
MA,840-25,50,,,52740,51500,,
MA,840-25,51,,,51740,48920,,
MA,840-25,52,,,51960,49090,,
MA,840-25,53,,,49430,47300,,
MA,840-25,54,,,48440,45780,,
MA,840-25,55,,,48420,45280,,
MA,840-25,56,,,47350,42190,,
MA,840-25,57,,,44960,40590,,
MA,840-25,58,,,42540,40090,,
MA,840-25,59,,,42630,37720,,
MA,840-25,60,,,41630,37450,,
MA,840-25,61,,,40270,37440,,
MA,840-25,62,,,40650,36510,,
MA,840-25,63,,,39660,37280,,
MA,840-25,64,,,31330,27380,,
MA,840-25,65,,,30560,27540,,
MA,840-25,66,,,30290,26580,,
MA,840-25,67,,,30540,26660,,
MA,840-25,68,,,25770,22210,,
MA,840-25,69,,,24580,19920,,
MA,840-25,70,,,23080,19380,,
MA,840-25,71,,,22290,17970,,
MA,840-25,72,,,21200,18240,,
MA,840-25,73,,,20800,16680,,
MA,840-25,74,,,19520,15380,,
MA,840-25,75,,,18680,14770,,
MA,840-25,76,,,18330,13760,,
MA,840-25,77,,,19000,13710,,
MA,840-25,78,,,18050,12890,,
MA,840-25,79,,,19270,12760,,
MA,840-25,80,,,18060,12050,,
MA,840-25,81,,,17390,11420,,
MA,840-25,82,,,17210,10550,,
MA,840-25,83,,,16810,10860,,
MA,840-25,84,,,15520,8890,,
MA,840-25,85,,,14790,8500,,
MA,840-25,86,,,14150,7550,,
MA,840-25,87,,,12260,6330,,
MA,840-25,88,,,11150,5580,,
MA,840-25,89,,,9380,4420,,
MA,840-25,90,,,8563.922632,3560.066457,,
MA,840-25,91,,,6700.698545,2625.850514,,
MA,840-25,92,,,5730.31874,2101.375314,,
MA,840-25,93,,,4432.944936,1515.315632,,
MA,840-25,94,,,3542.08159,1103.409613,,
MA,840-25,95,,,2771.748456,799.03725,,
MA,840-25,96,,,2096.472366,554.5121122,,
MA,840-25,97,,,1510.031506,371.9742983,,
MA,840-25,98,,,1047.162013,239.2378356,,
MA,840-25,99,,,727.4779478,153.7597834,,
MA,840-25,100,,,1257.141266,235.4611911,,
