region,region_code,age,rural,urban,all
HI,840-15,0,,0,0
HI,840-15,1,,0,0
HI,840-15,2,,0,0
HI,840-15,3,,0,0
HI,840-15,4,,0,0
HI,840-15,5,,0,0
HI,840-15,6,,0,0
HI,840-15,7,,0,0
HI,840-15,8,,0,0
HI,840-15,9,,0,0
HI,840-15,10,,0,0
HI,840-15,11,,0,0
HI,840-15,12,,0,0
HI,840-15,13,,0,0
HI,840-15,14,,0,0
HI,840-15,15,,0.011688635,0.011688635
HI,840-15,16,,0.009041981,0.009041981
HI,840-15,17,,0.011882886,0.011882886
HI,840-15,18,,0.031122247,0.031122247
HI,840-15,19,,0.084019339,0.084019339
HI,840-15,20,,0.093902294,0.093902294
HI,840-15,21,,0.086322754,0.086322754
HI,840-15,22,,0.07641819,0.07641819
HI,840-15,23,,0.07117942,0.07117942
HI,840-15,24,,0.119957412,0.119957412
HI,840-15,25,,0.114711471,0.114711471
HI,840-15,26,,0.08328224,0.08328224
HI,840-15,27,,0.109103899,0.109103899
HI,840-15,28,,0.116022099,0.116022099
HI,840-15,29,,0.085397653,0.085397653
HI,840-15,30,,0.109164877,0.109164877
HI,840-15,31,,0.141893679,0.141893679
HI,840-15,32,,0.122888413,0.122888413
HI,840-15,33,,0.119449902,0.119449902
HI,840-15,34,,0.089086352,0.089086352
HI,840-15,35,,0.110019876,0.110019876
HI,840-15,36,,0.073102679,0.073102679
HI,840-15,37,,0.079309959,0.079309959
HI,840-15,38,,0.056294428,0.056294428
HI,840-15,39,,0.034929506,0.034929506
HI,840-15,40,,0.02290562,0.02290562
HI,840-15,41,,0.026190739,0.026190739
HI,840-15,42,,0.013805193,0.013805193
HI,840-15,43,,0.02479432,0.02479432
HI,840-15,44,,0.020607492,0.020607492
HI,840-15,45,,0.008115419,0.008115419
HI,840-15,46,,0.006884299,0.006884299
HI,840-15,47,,0.007510403,0.007510403
HI,840-15,48,,0.009362073,0.009362073
HI,840-15,49,,0.002198285,0.002198285
HI,840-15,50,,0.003371418,0.003371418
HI,840-15,51,,0,0
HI,840-15,52,,0,0
HI,840-15,53,,0,0
HI,840-15,54,,0,0
HI,840-15,55,,0,0
HI,840-15,56,,0,0
HI,840-15,57,,0,0
HI,840-15,58,,0,0
HI,840-15,59,,0,0
HI,840-15,60,,0,0
HI,840-15,61,,0,0
HI,840-15,62,,0,0
HI,840-15,63,,0,0
HI,840-15,64,,0,0
HI,840-15,65,,0,0
HI,840-15,66,,0,0
HI,840-15,67,,0,0
HI,840-15,68,,0,0
HI,840-15,69,,0,0
HI,840-15,70,,0,0
HI,840-15,71,,0,0
HI,840-15,72,,0,0
HI,840-15,73,,0,0
HI,840-15,74,,0,0
HI,840-15,75,,0,0
HI,840-15,76,,0,0
HI,840-15,77,,0,0
HI,840-15,78,,0,0
HI,840-15,79,,0,0
HI,840-15,80,,0,0
HI,840-15,81,,0,0
HI,840-15,82,,0,0
HI,840-15,83,,0,0
HI,840-15,84,,0,0
HI,840-15,85,,0,0
HI,840-15,86,,0,0
HI,840-15,87,,0,0
HI,840-15,88,,0,0
HI,840-15,89,,0,0
HI,840-15,90,,0,0
HI,840-15,91,,0,0
HI,840-15,92,,0,0
HI,840-15,93,,0,0
HI,840-15,94,,0,0
HI,840-15,95,,0,0
HI,840-15,96,,0,0
HI,840-15,97,,0,0
HI,840-15,98,,0,0
HI,840-15,99,,0,0
HI,840-15,100,,0,0
