region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
MN,840-27,0,,,,
MN,840-27,1,,,,
MN,840-27,2,,,,
MN,840-27,3,,,,
MN,840-27,4,,,,
MN,840-27,5,,,,
MN,840-27,6,,,,
MN,840-27,7,,,,
MN,840-27,8,,,,
MN,840-27,9,,,,
MN,840-27,10,,,,
MN,840-27,11,,,,
MN,840-27,12,,,,
MN,840-27,13,,,,
MN,840-27,14,,,,
MN,840-27,15,,,,
MN,840-27,16,,,,
MN,840-27,17,,,,
MN,840-27,18,,,,
MN,840-27,19,,,,
MN,840-27,20,,,,
MN,840-27,21,,,,
MN,840-27,22,,,,
MN,840-27,23,,,,
MN,840-27,24,,,,
MN,840-27,25,,,,
MN,840-27,26,,,,
MN,840-27,27,,,,
MN,840-27,28,,,,
MN,840-27,29,,,,
MN,840-27,30,,,,
MN,840-27,31,,,,
MN,840-27,32,,,,
MN,840-27,33,,,,
MN,840-27,34,,,,
MN,840-27,35,,,,
MN,840-27,36,,,,
MN,840-27,37,,,,
MN,840-27,38,,,,
MN,840-27,39,,,,
MN,840-27,40,,,,
MN,840-27,41,,,,
MN,840-27,42,,,,
MN,840-27,43,,,,
MN,840-27,44,,,,
MN,840-27,45,,,,
MN,840-27,46,,,,
MN,840-27,47,,,,
MN,840-27,48,,,,
MN,840-27,49,,,,
MN,840-27,50,,,,
MN,840-27,51,,,,
MN,840-27,52,,,,
MN,840-27,53,,,,
MN,840-27,54,,,,
MN,840-27,55,,,,
MN,840-27,56,,,,
MN,840-27,57,,,,
MN,840-27,58,,,,
MN,840-27,59,,,,
MN,840-27,60,,,,
MN,840-27,61,,,,
MN,840-27,62,,,,
MN,840-27,63,,,,
MN,840-27,64,,,,
MN,840-27,65,,,,
MN,840-27,66,,,,
MN,840-27,67,,,,
MN,840-27,68,,,,
MN,840-27,69,,,,
MN,840-27,70,,,,
MN,840-27,71,,,,
MN,840-27,72,,,,
MN,840-27,73,,,,
MN,840-27,74,,,,
MN,840-27,75,,,,
MN,840-27,76,,,,
MN,840-27,77,,,,
MN,840-27,78,,,,
MN,840-27,79,,,,
MN,840-27,80,,,,
MN,840-27,81,,,,
MN,840-27,82,,,,
MN,840-27,83,,,,
MN,840-27,84,,,,
MN,840-27,85,,,,
MN,840-27,86,,,,
MN,840-27,87,,,,
MN,840-27,88,,,,
MN,840-27,89,,,,
MN,840-27,90,,,,
MN,840-27,91,,,,
MN,840-27,92,,,,
MN,840-27,93,,,,
MN,840-27,94,,,,
MN,840-27,95,,,,
MN,840-27,96,,,,
MN,840-27,97,,,,
MN,840-27,98,,,,
MN,840-27,99,,,,
MN,840-27,100,,,,
