region,region.code,age,lx_rural_female,lx_rural_male,lx_urban_female,lx_urban_male,lx_national_female,lx_national_male,mx_rural_female,mx_rural_male,mx_urban_female,mx_urban_male,mx_national_female,mx_national_male
OR,840-41,0,1.00E+05,1.00E+05,1.00E+05,1.00E+05,NA,NA,0.005481925,0.00629785,0.005481925,0.00629785,NA,NA
OR,840-41,1,99454.46575,99373.68587,99454.46575,99373.68587,NA,NA,0.000370077,0.000429779,0.000370077,0.000429779,NA,NA
OR,840-41,2,99417.66638,99330.98609,99417.66638,99330.98609,NA,NA,0.00023554,0.000306922,0.00023554,0.000306922,NA,NA
OR,840-41,3,99394.25228,99300.50423,99394.25228,99300.50423,NA,NA,0.00017158,0.000231952,0.00017158,0.000231952,NA,NA
OR,840-41,4,99377.19965,99277.47412,99377.19965,99277.47412,NA,NA,0.000141608,0.000207139,0.000141608,0.000207139,NA,NA
OR,840-41,5,99363.128,99256.91198,99363.128,99256.91198,NA,NA,1.32E-04,0.000182221,1.32E-04,0.000182221,NA,NA
OR,840-41,6,99350.01751,99238.82689,99350.01751,99238.82689,NA,NA,1.17E-04,0.000162636,1.17E-04,0.000162636,NA,NA
OR,840-41,7,99338.40286,99222.68841,99338.40286,99222.68841,NA,NA,1.06E-04,0.000146249,1.06E-04,0.000146249,NA,NA
OR,840-41,8,99327.85855,99208.17814,99327.85855,99208.17814,NA,NA,9.75E-05,1.29E-04,9.75E-05,1.29E-04,NA,NA
OR,840-41,9,99318.1717,99195.41099,99318.1717,99195.41099,NA,NA,9.21E-05,1.14E-04,9.21E-05,1.14E-04,NA,NA
OR,840-41,10,99309.02157,99184.06611,99309.02157,99184.06611,NA,NA,9.11E-05,1.08E-04,9.11E-05,1.08E-04,NA,NA
OR,840-41,11,99299.97949,99173.38025,99299.97949,99173.38025,NA,NA,9.65E-05,1.19E-04,9.65E-05,1.19E-04,NA,NA
OR,840-41,12,99290.40246,99161.60022,99290.40246,99161.60022,NA,NA,1.12E-04,0.000157181,1.12E-04,0.000157181,NA,NA
OR,840-41,13,99279.32881,99146.01515,99279.32881,99146.01515,NA,NA,1.36E-04,0.00022872,1.36E-04,0.00022872,NA,NA
OR,840-41,14,99265.8033,99123.3411,99265.8033,99123.3411,NA,NA,0.000170513,0.000327146,0.000170513,0.000327146,NA,NA
OR,840-41,15,99248.8788,99090.91845,99248.8788,99090.91845,NA,NA,0.000207862,0.000430832,0.000207862,0.000430832,NA,NA
OR,840-41,16,99228.25073,99048.23586,99228.25073,99048.23586,NA,NA,0.000247235,0.000536771,0.000247235,0.000536771,NA,NA
OR,840-41,17,99203.72119,98995.08421,99203.72119,98995.08421,NA,NA,0.000288626,0.000660644,0.000288626,0.000660644,NA,NA
OR,840-41,18,99175.09267,98929.70566,99175.09267,98929.70566,NA,NA,3.28E-04,0.000801213,0.000327806,0.000801213,NA,NA
OR,840-41,19,99142.58783,98850.47367,99142.58783,98850.47367,NA,NA,0.000365857,0.000945014,0.000365857,0.000945014,NA,NA
OR,840-41,20,99106.32247,98757.10267,99106.32247,98757.10267,NA,NA,0.000403848,0.001089068,0.000403848,0.001089068,NA,NA
OR,840-41,21,99066.30692,98649.60798,99066.30692,98649.60798,NA,NA,0.000440727,0.001218247,0.000440727,0.001218247,NA,NA
OR,840-41,22,99022.65557,98529.50154,99022.65557,98529.50154,NA,NA,0.000473349,0.00131253,0.000473349,0.00131253,NA,NA
OR,840-41,23,98975.79441,98400.26269,98975.79441,98400.26269,NA,NA,0.000501732,0.001366159,0.000501732,0.001366159,NA,NA
OR,840-41,24,98926.14731,98265.92331,98926.14731,98265.92331,NA,NA,0.000529042,0.001392456,0.000529042,0.001392456,NA,NA
OR,840-41,25,98873.82478,98129.1883,98873.82478,98129.1883,NA,NA,0.000557389,0.001408613,0.000557389,0.001408613,NA,NA
OR,840-41,26,98818.72958,97991.05953,98818.72958,97991.05953,NA,NA,0.000587798,0.00142982,0.000587798,0.00142982,NA,NA
OR,840-41,27,98760.66155,97851.05008,98760.66155,97851.05008,NA,NA,0.000619236,0.001455051,0.000619236,0.001455051,NA,NA
OR,840-41,28,98699.52501,97708.77529,98699.52501,97708.77529,NA,NA,0.000651689,0.001487318,0.000651689,0.001487318,NA,NA
OR,840-41,29,98635.2249,97563.55849,98635.2249,97563.55849,NA,NA,0.000684117,0.001525612,0.000684117,0.001525612,NA,NA
OR,840-41,30,98567.76994,97414.82698,98567.76994,97414.82698,NA,NA,0.000719663,0.001565903,0.000719663,0.001565903,NA,NA
OR,840-41,31,98496.86021,97262.40494,98496.86021,97262.40494,NA,NA,0.000759356,0.001605128,0.000759356,0.001605128,NA,NA
OR,840-41,32,98422.09484,97106.41153,98422.09484,97106.41153,NA,NA,0.000802137,0.001643323,0.000802137,0.001643323,NA,NA
OR,840-41,33,98343.17804,96946.96532,98343.17804,96946.96532,NA,NA,0.000852188,0.001680475,0.000852188,0.001680475,NA,NA
OR,840-41,34,98259.4064,96784.18426,98259.4064,96784.18426,NA,NA,0.000909492,0.001720635,0.000909492,0.001720635,NA,NA
OR,840-41,35,98170.08132,96617.79801,98170.08132,96617.79801,NA,NA,0.000977134,0.001773756,0.000977134,0.001773756,NA,NA
OR,840-41,36,98074.20334,96446.57259,98074.20334,96446.57259,NA,NA,0.001055088,0.001840882,0.001055088,0.001840882,NA,NA
OR,840-41,37,97970.78095,96269.19096,97970.78095,96269.19096,NA,NA,0.001139187,0.001916883,0.001139187,0.001916883,NA,NA
OR,840-41,38,97859.23746,96084.83189,97859.23746,96084.83189,NA,NA,0.001226301,0.001999766,0.001226301,0.001999766,NA,NA
OR,840-41,39,97739.30607,95892.87667,97739.30607,95892.87667,NA,NA,0.00131643,0.002091522,0.00131643,0.002091522,NA,NA
OR,840-41,40,97610.72379,95692.52519,97610.72379,95692.52519,NA,NA,0.001416809,0.002201039,0.001416809,0.002201039,NA,NA
OR,840-41,41,97472.52592,95482.13487,97472.52592,95482.13487,NA,NA,0.001529482,0.002334203,0.001529482,0.002334203,NA,NA
OR,840-41,42,97323.55741,95259.52123,97323.55741,95259.52123,NA,NA,0.001649247,0.002490875,0.001649247,0.002490875,NA,NA
OR,840-41,43,97163.17821,95022.53683,97163.17821,95022.53683,NA,NA,0.001781274,0.002677855,0.001781274,0.002677855,NA,NA
OR,840-41,44,96990.25799,94768.41917,96990.25799,94768.41917,NA,NA,0.001930645,0.002899916,0.001930645,0.002899916,NA,NA
OR,840-41,45,96803.18385,94493.99664,96803.18385,94493.99664,NA,NA,0.002090155,0.003144975,0.002090155,0.003144975,NA,NA
OR,840-41,46,96601.06138,94197.28034,96601.06138,94197.28034,NA,NA,0.002272072,0.003424751,0.002272072,0.003424751,NA,NA
OR,840-41,47,96381.82468,93875.23127,96381.82468,93875.23127,NA,NA,0.002494837,0.003763353,0.002494837,0.003763353,NA,NA
OR,840-41,48,96141.666,93522.60919,96141.666,93522.60919,NA,NA,0.002758327,0.004161371,0.002758327,0.004161371,NA,NA
OR,840-41,49,95876.84111,93134.23295,95876.84111,93134.23295,NA,NA,0.003044995,0.004596117,0.003044995,0.004596117,NA,NA
OR,840-41,50,95585.34039,92707.16083,95585.34039,92707.16083,NA,NA,0.003333349,0.005032377,0.003333349,0.005032377,NA,NA
OR,840-41,51,95267.25122,92241.79193,95267.25122,92241.79193,NA,NA,0.003618316,0.005473307,0.003618316,0.005473307,NA,NA
OR,840-41,52,94923.1667,91738.29943,94923.1667,91738.29943,NA,NA,0.003913196,0.005950757,0.003913196,0.005950757,NA,NA
OR,840-41,53,94552.43914,91194.00662,94552.43914,91194.00662,NA,NA,0.004225166,0.006484718,0.004225166,0.006484718,NA,NA
OR,840-41,54,94153.78591,90604.55366,94153.78591,90604.55366,NA,NA,0.004561221,0.007073901,0.004561221,0.007073901,NA,NA
OR,840-41,55,93725.3092,89965.88839,93725.3092,89965.88839,NA,NA,0.004922433,0.00770274,0.004922433,0.00770274,NA,NA
OR,840-41,56,93265.08783,89275.5632,93265.08783,89275.5632,NA,NA,0.005299601,0.008345433,0.005299601,0.008345433,NA,NA
OR,840-41,57,92772.12904,88533.61589,92772.12904,88533.61589,NA,NA,0.005681516,0.009002998,0.005681516,0.009002998,NA,NA
OR,840-41,58,92246.53581,87740.12426,92246.53581,87740.12426,NA,NA,0.006066228,0.00966778,0.006066228,0.00966778,NA,NA
