"from","to","gender","age","rate"
"AK","NE","m","0","0.000657016"
"AK","NE","m","1","0.000657016"
"AK","NE","m","2","0.000657016"
"AK","NE","m","3","0.000657016"
"AK","NE","m","4","0.000657016"
"AK","NE","m","5","0.001325753"
"AK","NE","m","6","0.001325753"
"AK","NE","m","7","0.001325753"
"AK","NE","m","8","0.001325753"
"AK","NE","m","9","0.001325753"
"AK","NE","m","10","0.001002569"
"AK","NE","m","11","0.001002569"
"AK","NE","m","12","0.001002569"
"AK","NE","m","13","0.001002569"
"AK","NE","m","14","0.001002569"
"AK","NE","m","15","0.0003513"
"AK","NE","m","16","0.0003513"
"AK","NE","m","17","0.0003513"
"AK","NE","m","18","0.0003513"
"AK","NE","m","19","0.0003513"
"AK","NE","m","20","0"
"AK","NE","m","21","0"
"AK","NE","m","22","0"
"AK","NE","m","23","0"
"AK","NE","m","24","0"
"AK","NE","m","25","0.001233328"
"AK","NE","m","26","0.001233328"
"AK","NE","m","27","0.001233328"
"AK","NE","m","28","0.001233328"
"AK","NE","m","29","0.001233328"
"AK","NE","m","30","0.000118352"
"AK","NE","m","31","0.000118352"
"AK","NE","m","32","0.000118352"
"AK","NE","m","33","0.000118352"
"AK","NE","m","34","0.000118352"
"AK","NE","m","35","0.001041269"
"AK","NE","m","36","0.001041269"
"AK","NE","m","37","0.001041269"
"AK","NE","m","38","0.001041269"
"AK","NE","m","39","0.001041269"
"AK","NE","m","40","0"
"AK","NE","m","41","0"
"AK","NE","m","42","0"
"AK","NE","m","43","0"
"AK","NE","m","44","0"
"AK","NE","m","45","0"
"AK","NE","m","46","0"
"AK","NE","m","47","0"
"AK","NE","m","48","0"
"AK","NE","m","49","0"
"AK","NE","m","50","0"
"AK","NE","m","51","0"
"AK","NE","m","52","0"
"AK","NE","m","53","0"
"AK","NE","m","54","0"
"AK","NE","m","55","0.000065"
"AK","NE","m","56","0.000065"
"AK","NE","m","57","0.000065"
"AK","NE","m","58","0.000065"
"AK","NE","m","59","0.000065"
"AK","NE","m","60","0.000845573"
"AK","NE","m","61","0.000845573"
"AK","NE","m","62","0.000845573"
"AK","NE","m","63","0.000845573"
"AK","NE","m","64","0.000845573"
"AK","NE","m","65","0"
"AK","NE","m","66","0"
"AK","NE","m","67","0"
"AK","NE","m","68","0"
"AK","NE","m","69","0"
"AK","NE","m","70","0.000217477"
"AK","NE","m","71","0.000217477"
"AK","NE","m","72","0.000217477"
"AK","NE","m","73","0.000217477"
"AK","NE","m","74","0.000217477"
"AK","NE","m","75","0"
"AK","NE","m","76","0"
"AK","NE","m","77","0"
"AK","NE","m","78","0"
"AK","NE","m","79","0"
"AK","NE","m","80","0"
"AK","NE","m","81","0"
"AK","NE","m","82","0"
"AK","NE","m","83","0"
"AK","NE","m","84","0"
"AK","NE","m","85","0"
"AK","NE","m","86","0"
"AK","NE","m","87","0"
"AK","NE","m","88","0"
"AK","NE","m","89","0"
"AK","NE","m","90","0"
"AK","NE","m","91","0"
"AK","NE","m","92","0"
"AK","NE","m","93","0"
"AK","NE","m","94","0"
"AK","NE","m","95","0"
"AK","NE","m","96","0"
"AK","NE","m","97","0"
"AK","NE","m","98","0"
"AK","NE","m","99","0"
"AK","NE","m","100","0"
"AK","NE","f","0","0.000185789"
"AK","NE","f","1","0.000185789"
"AK","NE","f","2","0.000185789"
"AK","NE","f","3","0.000185789"
"AK","NE","f","4","0.000185789"
"AK","NE","f","5","0.001859719"
"AK","NE","f","6","0.001859719"
"AK","NE","f","7","0.001859719"
"AK","NE","f","8","0.001859719"
"AK","NE","f","9","0.001859719"
"AK","NE","f","10","0.000434726"
"AK","NE","f","11","0.000434726"
"AK","NE","f","12","0.000434726"
