region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
WI,840-55,0,,,,
WI,840-55,1,,,,
WI,840-55,2,,,,
WI,840-55,3,,,,
WI,840-55,4,,,,
WI,840-55,5,,,,
WI,840-55,6,,,,
WI,840-55,7,,,,
WI,840-55,8,,,,
WI,840-55,9,,,,
WI,840-55,10,,,,
WI,840-55,11,,,,
WI,840-55,12,,,,
WI,840-55,13,,,,
WI,840-55,14,,,,
WI,840-55,15,,,,
WI,840-55,16,,,,
WI,840-55,17,,,,
WI,840-55,18,,,,
WI,840-55,19,,,,
WI,840-55,20,,,,
WI,840-55,21,,,,
WI,840-55,22,,,,
WI,840-55,23,,,,
WI,840-55,24,,,,
WI,840-55,25,,,,
WI,840-55,26,,,,
WI,840-55,27,,,,
WI,840-55,28,,,,
WI,840-55,29,,,,
WI,840-55,30,,,,
WI,840-55,31,,,,
WI,840-55,32,,,,
WI,840-55,33,,,,
WI,840-55,34,,,,
WI,840-55,35,,,,
WI,840-55,36,,,,
WI,840-55,37,,,,
WI,840-55,38,,,,
WI,840-55,39,,,,
WI,840-55,40,,,,
WI,840-55,41,,,,
WI,840-55,42,,,,
WI,840-55,43,,,,
WI,840-55,44,,,,
WI,840-55,45,,,,
WI,840-55,46,,,,
WI,840-55,47,,,,
WI,840-55,48,,,,
WI,840-55,49,,,,
WI,840-55,50,,,,
WI,840-55,51,,,,
WI,840-55,52,,,,
WI,840-55,53,,,,
WI,840-55,54,,,,
WI,840-55,55,,,,
WI,840-55,56,,,,
WI,840-55,57,,,,
WI,840-55,58,,,,
WI,840-55,59,,,,
WI,840-55,60,,,,
WI,840-55,61,,,,
WI,840-55,62,,,,
WI,840-55,63,,,,
WI,840-55,64,,,,
WI,840-55,65,,,,
WI,840-55,66,,,,
WI,840-55,67,,,,
WI,840-55,68,,,,
WI,840-55,69,,,,
WI,840-55,70,,,,
WI,840-55,71,,,,
WI,840-55,72,,,,
WI,840-55,73,,,,
WI,840-55,74,,,,
WI,840-55,75,,,,
WI,840-55,76,,,,
WI,840-55,77,,,,
WI,840-55,78,,,,
WI,840-55,79,,,,
WI,840-55,80,,,,
WI,840-55,81,,,,
WI,840-55,82,,,,
WI,840-55,83,,,,
WI,840-55,84,,,,
WI,840-55,85,,,,
WI,840-55,86,,,,
WI,840-55,87,,,,
WI,840-55,88,,,,
WI,840-55,89,,,,
WI,840-55,90,,,,
WI,840-55,91,,,,
WI,840-55,92,,,,
WI,840-55,93,,,,
WI,840-55,94,,,,
WI,840-55,95,,,,
WI,840-55,96,,,,
WI,840-55,97,,,,
WI,840-55,98,,,,
WI,840-55,99,,,,
WI,840-55,100,,,,
