"from","to","gender","age","rate"
"IA","AK","m","0","0"
"IA","AK","m","1","0"
"IA","AK","m","2","0"
"IA","AK","m","3","0"
"IA","AK","m","4","0"
"IA","AK","m","5","0"
"IA","AK","m","6","0"
"IA","AK","m","7","0"
"IA","AK","m","8","0"
"IA","AK","m","9","0"
"IA","AK","m","10","0"
"IA","AK","m","11","0"
"IA","AK","m","12","0"
"IA","AK","m","13","0"
"IA","AK","m","14","0"
"IA","AK","m","15","0"
"IA","AK","m","16","0"
"IA","AK","m","17","0"
"IA","AK","m","18","0"
"IA","AK","m","19","0"
"IA","AK","m","20","0.0000387"
"IA","AK","m","21","0.0000387"
"IA","AK","m","22","0.0000387"
"IA","AK","m","23","0.0000387"
"IA","AK","m","24","0.0000387"
"IA","AK","m","25","0.0000376"
"IA","AK","m","26","0.0000376"
"IA","AK","m","27","0.0000376"
"IA","AK","m","28","0.0000376"
"IA","AK","m","29","0.0000376"
"IA","AK","m","30","0.0000279"
"IA","AK","m","31","0.0000279"
"IA","AK","m","32","0.0000279"
"IA","AK","m","33","0.0000279"
"IA","AK","m","34","0.0000279"
"IA","AK","m","35","0.000111171"
"IA","AK","m","36","0.000111171"
"IA","AK","m","37","0.000111171"
"IA","AK","m","38","0.000111171"
"IA","AK","m","39","0.000111171"
"IA","AK","m","40","0"
"IA","AK","m","41","0"
"IA","AK","m","42","0"
"IA","AK","m","43","0"
"IA","AK","m","44","0"
"IA","AK","m","45","0.0000191"
"IA","AK","m","46","0.0000191"
"IA","AK","m","47","0.0000191"
"IA","AK","m","48","0.0000191"
"IA","AK","m","49","0.0000191"
"IA","AK","m","50","0"
"IA","AK","m","51","0"
"IA","AK","m","52","0"
"IA","AK","m","53","0"
"IA","AK","m","54","0"
"IA","AK","m","55","0"
"IA","AK","m","56","0"
"IA","AK","m","57","0"
"IA","AK","m","58","0"
"IA","AK","m","59","0"
"IA","AK","m","60","0.0000813381"
"IA","AK","m","61","0.0000813381"
"IA","AK","m","62","0.0000813381"
"IA","AK","m","63","0.0000813381"
"IA","AK","m","64","0.0000813381"
"IA","AK","m","65","0"
"IA","AK","m","66","0"
"IA","AK","m","67","0"
"IA","AK","m","68","0"
"IA","AK","m","69","0"
"IA","AK","m","70","0"
"IA","AK","m","71","0"
"IA","AK","m","72","0"
"IA","AK","m","73","0"
"IA","AK","m","74","0"
"IA","AK","m","75","0"
"IA","AK","m","76","0"
"IA","AK","m","77","0"
"IA","AK","m","78","0"
"IA","AK","m","79","0"
"IA","AK","m","80","0"
"IA","AK","m","81","0"
"IA","AK","m","82","0"
"IA","AK","m","83","0"
"IA","AK","m","84","0"
"IA","AK","m","85","0"
"IA","AK","m","86","0"
"IA","AK","m","87","0"
"IA","AK","m","88","0"
"IA","AK","m","89","0"
"IA","AK","m","90","0"
"IA","AK","m","91","0"
"IA","AK","m","92","0"
