region,region.code,age,lx_rural_female,lx_rural_male,lx_urban_female,lx_urban_male,lx_national_female,lx_national_male,mx_rural_female,mx_rural_male,mx_urban_female,mx_urban_male,mx_national_female,mx_national_male
TN,840-47,0,1.00E+05,1.00E+05,1.00E+05,1.00E+05,NA,NA,0.007167038,0.008400417,0.007167038,0.008400417,NA,NA
TN,840-47,1,99287.83316,99166.12222,99287.83316,99166.12222,NA,NA,0.000562072,0.000599079,0.000562072,0.000599079,NA,NA
TN,840-47,2,99232.04101,99106.73124,99232.04101,99106.73124,NA,NA,0.000366848,0.000430213,0.000366848,0.000430213,NA,NA
TN,840-47,3,99195.64457,99064.10402,99195.64457,99064.10402,NA,NA,0.000271983,0.000326632,0.000271983,0.000326632,NA,NA
TN,840-47,4,99168.6687,99031.75207,99168.6687,99031.75207,NA,NA,0.00022688,0.000292236,0.00022688,0.000292236,NA,NA
TN,840-47,5,99146.17164,99002.81571,99146.17164,99002.81571,NA,NA,2.12E-04,0.000257625,2.12E-04,0.000257625,NA,NA
TN,840-47,6,99125.1305,98977.31341,99125.1305,98977.31341,NA,NA,1.89E-04,0.000230366,1.89E-04,0.000230366,NA,NA
TN,840-47,7,99106.36564,98954.51503,99106.36564,98954.51503,NA,NA,1.73E-04,0.000207518,1.73E-04,0.000207518,NA,NA
TN,840-47,8,99089.23951,98933.9822,99089.23951,98933.9822,NA,NA,1.60E-04,1.83E-04,1.60E-04,1.83E-04,NA,NA
TN,840-47,9,99073.43282,98915.87891,99073.43282,98915.87891,NA,NA,1.51E-04,1.63E-04,1.51E-04,1.63E-04,NA,NA
TN,840-47,10,99058.45553,98899.76187,99058.45553,98899.76187,NA,NA,1.50E-04,1.54E-04,1.50E-04,1.54E-04,NA,NA
TN,840-47,11,99043.64627,98884.56684,99043.64627,98884.56684,NA,NA,1.58E-04,1.69E-04,1.58E-04,1.69E-04,NA,NA
TN,840-47,12,99028.01191,98867.84365,99028.01191,98867.84365,NA,NA,1.81E-04,0.000222764,1.81E-04,0.000222764,NA,NA
TN,840-47,13,99010.08096,98845.82187,99010.08096,98845.82187,NA,NA,2.19E-04,0.000322154,2.19E-04,0.000322154,NA,NA
TN,840-47,14,98988.42387,98813.98338,98988.42387,98813.98338,NA,NA,0.000270387,0.000458075,0.000270387,0.000458075,NA,NA
TN,840-47,15,98961.66273,98768.72918,98961.66273,98768.72918,NA,NA,0.000325998,0.000600522,0.000325998,0.000600522,NA,NA
TN,840-47,16,98929.40637,98709.43369,98929.40637,98709.43369,NA,NA,0.000384027,0.000745477,0.000384027,0.000745477,NA,NA
TN,840-47,17,98891.42237,98635.87605,98891.42237,98635.87605,NA,NA,0.000444475,0.000914369,0.000444475,0.000914369,NA,NA
TN,840-47,18,98847.47768,98545.72839,98847.47768,98545.72839,NA,NA,5.01E-04,0.001105385,0.000501246,0.001105385,NA,NA
TN,840-47,19,98797.94317,98436.85757,98797.94317,98436.85757,NA,NA,0.000556021,0.001300218,0.000556021,0.001300218,NA,NA
TN,840-47,20,98743.0247,98308.95137,98743.0247,98308.95137,NA,NA,0.000610395,0.001494895,0.000610395,0.001494895,NA,NA
TN,840-47,21,98682.77136,98162.09962,98682.77136,98162.09962,NA,NA,0.000662903,0.0016691,0.000662903,0.0016691,NA,NA
TN,840-47,22,98617.37641,97998.39386,98617.37641,97998.39386,NA,NA,0.000709143,0.001796046,0.000709143,0.001796046,NA,NA
TN,840-47,23,98547.46737,97822.54089,98547.46737,97822.54089,NA,NA,0.000749229,0.001868186,0.000749229,0.001868186,NA,NA
TN,840-47,24,98473.65978,97639.95939,98473.65978,97639.95939,NA,NA,0.000787683,0.00190355,0.000787683,0.00190355,NA,NA
TN,840-47,25,98396.12364,97454.27495,98396.12364,97454.27495,NA,NA,0.000827486,0.001925264,0.000827486,0.001925264,NA,NA
TN,840-47,26,98314.73716,97266.83016,98314.73716,97266.83016,NA,NA,0.00087005,0.001953763,0.00087005,0.001953763,NA,NA
TN,840-47,27,98229.23627,97076.97929,98229.23627,97076.97929,NA,NA,0.000913931,0.001987662,0.000913931,0.001987662,NA,NA
TN,840-47,28,98139.50397,96884.21464,98139.50397,96884.21464,NA,NA,0.000959093,0.002030994,0.000959093,0.002030994,NA,NA
TN,840-47,29,98045.42492,96687.64158,98045.42492,96687.64158,NA,NA,0.001004094,0.002082405,0.001004094,0.002082405,NA,NA
TN,840-47,30,97947.0275,96486.50671,97947.0275,96486.50671,NA,NA,0.001053292,0.002136481,0.001053292,0.002136481,NA,NA
TN,840-47,31,97843.91578,96280.58655,97843.91578,96280.58655,NA,NA,0.001108065,0.002189092,0.001108065,0.002189092,NA,NA
TN,840-47,32,97735.55922,96070.04993,97735.55922,96070.04993,NA,NA,0.001166916,0.002240305,0.001166916,0.002240305,NA,NA
TN,840-47,33,97621.57562,95855.06452,97621.57562,95855.06452,NA,NA,0.001235552,0.002290095,0.001235552,0.002290095,NA,NA
TN,840-47,34,97501.0326,95635.79677,97501.0326,95635.79677,NA,NA,0.001313867,0.002343911,0.001313867,0.002343911,NA,NA
TN,840-47,35,97373.01433,95411.89902,97373.01433,95411.89902,NA,NA,0.001405947,0.002415038,0.001405947,0.002415038,NA,NA
TN,840-47,36,97236.21022,95181.75185,97236.21022,95181.75185,NA,NA,0.001511623,0.002504897,0.001511623,0.002504897,NA,NA
TN,840-47,37,97089.33678,94943.63309,97089.33678,94943.63309,NA,NA,0.001625142,0.002606545,0.001625142,0.002606545,NA,NA
TN,840-47,38,96931.6809,94696.48218,96931.6809,94696.48218,NA,NA,0.001742239,0.00271732,0.001742239,0.00271732,NA,NA
TN,840-47,39,96762.94969,94439.51064,96762.94969,94439.51064,NA,NA,0.001862898,0.002839877,0.001862898,0.002839877,NA,NA
TN,840-47,40,96582.85795,94171.69631,96582.85795,94171.69631,NA,NA,0.001996737,0.00298603,0.001996737,0.00298603,NA,NA
TN,840-47,41,96390.19968,93890.91806,96390.19968,93890.91806,NA,NA,0.002146337,0.003163574,0.002146337,0.003163574,NA,NA
TN,840-47,42,96183.53565,93594.35846,96183.53565,93594.35846,NA,NA,0.002304672,0.003372235,0.002304672,0.003372235,NA,NA
TN,840-47,43,95962.11763,93279.26754,95962.11763,93279.26754,NA,NA,0.002478484,0.00362097,0.002478484,0.00362097,NA,NA
TN,840-47,44,95724.57146,92942.11408,95724.57146,92942.11408,NA,NA,0.002674247,0.003916004,0.002674247,0.003916004,NA,NA
TN,840-47,45,95468.9202,92578.86362,95468.9202,92578.86362,NA,NA,0.002882376,0.00424113,0.002882376,0.00424113,NA,NA
TN,840-47,46,95194.13885,92187.05262,95194.13885,92187.05262,NA,NA,0.003118641,0.004611812,0.003118641,0.004611812,NA,NA
TN,840-47,47,94897.72256,91762.88442,94897.72256,91762.88442,NA,NA,0.003406525,0.005059708,0.003406525,0.005059708,NA,NA
TN,840-47,48,94574.99845,91299.76266,94574.99845,91299.76266,NA,NA,0.003745188,0.005585311,0.003745188,0.005585311,NA,NA
TN,840-47,49,94221.45929,90791.24151,94221.45929,90791.24151,NA,NA,0.004111571,0.006158454,0.004111571,0.006158454,NA,NA
