region,region_code,age,rural,urban,all
GA,840-13,0,,0,0
GA,840-13,1,,0,0
GA,840-13,2,,0,0
GA,840-13,3,,0,0
GA,840-13,4,,0,0
GA,840-13,5,,0,0
GA,840-13,6,,0,0
GA,840-13,7,,0,0
GA,840-13,8,,0,0
GA,840-13,9,,0,0
GA,840-13,10,,0,0
GA,840-13,11,,0,0
GA,840-13,12,,0,0
GA,840-13,13,,0,0
GA,840-13,14,,0,0
GA,840-13,15,,0.006988987,0.006988987
GA,840-13,16,,0.016495865,0.016495865
GA,840-13,17,,0.026812601,0.026812601
GA,840-13,18,,0.039275635,0.039275635
GA,840-13,19,,0.069728446,0.069728446
GA,840-13,20,,0.087427991,0.087427991
GA,840-13,21,,0.109131775,0.109131775
GA,840-13,22,,0.112346079,0.112346079
GA,840-13,23,,0.11837234,0.11837234
GA,840-13,24,,0.125803227,0.125803227
GA,840-13,25,,0.113072894,0.113072894
GA,840-13,26,,0.100946175,0.100946175
GA,840-13,27,,0.111106119,0.111106119
GA,840-13,28,,0.114943357,0.114943357
GA,840-13,29,,0.116482261,0.116482261
GA,840-13,30,,0.106763645,0.106763645
GA,840-13,31,,0.111341807,0.111341807
GA,840-13,32,,0.096622152,0.096622152
GA,840-13,33,,0.092490672,0.092490672
GA,840-13,34,,0.079552639,0.079552639
GA,840-13,35,,0.076759949,0.076759949
GA,840-13,36,,0.067318237,0.067318237
GA,840-13,37,,0.049090193,0.049090193
GA,840-13,38,,0.044891726,0.044891726
GA,840-13,39,,0.034814898,0.034814898
GA,840-13,40,,0.022243536,0.022243536
GA,840-13,41,,0.018421947,0.018421947
GA,840-13,42,,0.011715158,0.011715158
GA,840-13,43,,0.009279539,0.009279539
GA,840-13,44,,0.007253686,0.007253686
GA,840-13,45,,0.004815714,0.004815714
GA,840-13,46,,0.005730897,0.005730897
GA,840-13,47,,0.006818742,0.006818742
GA,840-13,48,,0.00380631,0.00380631
GA,840-13,49,,0.002655609,0.002655609
GA,840-13,50,,0.004621536,0.004621536
GA,840-13,51,,0,0
GA,840-13,52,,0,0
GA,840-13,53,,0,0
GA,840-13,54,,0,0
GA,840-13,55,,0,0
GA,840-13,56,,0,0
GA,840-13,57,,0,0
GA,840-13,58,,0,0
GA,840-13,59,,0,0
GA,840-13,60,,0,0
GA,840-13,61,,0,0
GA,840-13,62,,0,0
GA,840-13,63,,0,0
GA,840-13,64,,0,0
GA,840-13,65,,0,0
GA,840-13,66,,0,0
GA,840-13,67,,0,0
GA,840-13,68,,0,0
GA,840-13,69,,0,0
GA,840-13,70,,0,0
GA,840-13,71,,0,0
GA,840-13,72,,0,0
GA,840-13,73,,0,0
GA,840-13,74,,0,0
GA,840-13,75,,0,0
GA,840-13,76,,0,0
GA,840-13,77,,0,0
GA,840-13,78,,0,0
GA,840-13,79,,0,0
GA,840-13,80,,0,0
GA,840-13,81,,0,0
GA,840-13,82,,0,0
GA,840-13,83,,0,0
GA,840-13,84,,0,0
GA,840-13,85,,0,0
GA,840-13,86,,0,0
GA,840-13,87,,0,0
GA,840-13,88,,0,0
GA,840-13,89,,0,0
GA,840-13,90,,0,0
GA,840-13,91,,0,0
GA,840-13,92,,0,0
GA,840-13,93,,0,0
GA,840-13,94,,0,0
GA,840-13,95,,0,0
GA,840-13,96,,0,0
GA,840-13,97,,0,0
GA,840-13,98,,0,0
GA,840-13,99,,0,0
GA,840-13,100,,0,0
