region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
NJ,840-34,0,,,50620,52280,,
NJ,840-34,1,,,51850,55300,,
NJ,840-34,2,,,53500,56470,,
NJ,840-34,3,,,55490,56510,,
NJ,840-34,4,,,54140,57040,,
NJ,840-34,5,,,54530,55620,,
NJ,840-34,6,,,55860,58310,,
NJ,840-34,7,,,54040,56340,,
NJ,840-34,8,,,55360,58580,,
NJ,840-34,9,,,56850,58220,,
NJ,840-34,10,,,56980,60460,,
NJ,840-34,11,,,56250,58700,,
NJ,840-34,12,,,57430,59570,,
NJ,840-34,13,,,58090,60000,,
NJ,840-34,14,,,56600,60280,,
NJ,840-34,15,,,60130,63330,,
NJ,840-34,16,,,59240,62960,,
NJ,840-34,17,,,61750,63640,,
NJ,840-34,18,,,55840,61250,,
NJ,840-34,19,,,52270,56470,,
NJ,840-34,20,,,52580,57700,,
NJ,840-34,21,,,50890,56570,,
NJ,840-34,22,,,53190,55430,,
NJ,840-34,23,,,51820,55520,,
NJ,840-34,24,,,53360,56870,,
NJ,840-34,25,,,53410,55680,,
NJ,840-34,26,,,53200,54890,,
NJ,840-34,27,,,55630,56230,,
NJ,840-34,28,,,55160,55510,,
NJ,840-34,29,,,57840,55620,,
NJ,840-34,30,,,59110,57710,,
NJ,840-34,31,,,56340,53990,,
NJ,840-34,32,,,56080,55510,,
NJ,840-34,33,,,54110,53630,,
NJ,840-34,34,,,55420,54840,,
NJ,840-34,35,,,57660,55900,,
NJ,840-34,36,,,54700,53360,,
NJ,840-34,37,,,57960,56300,,
NJ,840-34,38,,,60900,57970,,
NJ,840-34,39,,,67640,61960,,
NJ,840-34,40,,,66660,65960,,
NJ,840-34,41,,,64560,63000,,
NJ,840-34,42,,,64490,62040,,
NJ,840-34,43,,,67580,62720,,
NJ,840-34,44,,,68750,64810,,
NJ,840-34,45,,,71970,69040,,
NJ,840-34,46,,,72870,68800,,
NJ,840-34,47,,,70140,68770,,
NJ,840-34,48,,,70500,68430,,
NJ,840-34,49,,,72480,69260,,
NJ,840-34,50,,,72350,70560,,
NJ,840-34,51,,,70010,68180,,
NJ,840-34,52,,,69820,65280,,
NJ,840-34,53,,,67380,64840,,
NJ,840-34,54,,,65530,62120,,
NJ,840-34,55,,,64050,59980,,
NJ,840-34,56,,,61020,55280,,
NJ,840-34,57,,,58200,55190,,
NJ,840-34,58,,,56230,52330,,
NJ,840-34,59,,,54480,49630,,
NJ,840-34,60,,,53380,48640,,
NJ,840-34,61,,,50830,45180,,
NJ,840-34,62,,,53220,49060,,
NJ,840-34,63,,,54180,48410,,
NJ,840-34,64,,,41840,36240,,
NJ,840-34,65,,,39620,35210,,
NJ,840-34,66,,,39260,34420,,
NJ,840-34,67,,,41160,36230,,
NJ,840-34,68,,,34560,29890,,
NJ,840-34,69,,,31890,26490,,
NJ,840-34,70,,,31900,25700,,
NJ,840-34,71,,,29880,24180,,
NJ,840-34,72,,,29210,22780,,
NJ,840-34,73,,,28490,22170,,
NJ,840-34,74,,,27400,20600,,
NJ,840-34,75,,,26040,18660,,
NJ,840-34,76,,,24490,18570,,
NJ,840-34,77,,,25450,18020,,
NJ,840-34,78,,,25260,17800,,
NJ,840-34,79,,,24780,17050,,
NJ,840-34,80,,,24640,16340,,
NJ,840-34,81,,,23120,15110,,
NJ,840-34,82,,,21420,13470,,
NJ,840-34,83,,,21160,12680,,
NJ,840-34,84,,,19630,10940,,
NJ,840-34,85,,,19500,10530,,
NJ,840-34,86,,,17610,8940,,
NJ,840-34,87,,,15230,7950,,
NJ,840-34,88,,,13830,7010,,
NJ,840-34,89,,,12540,5820,,
NJ,840-34,90,,,10326.68941,4330.608744,,
NJ,840-34,91,,,8079.946031,3194.190708,,
NJ,840-34,92,,,6909.826767,2556.197874,,
NJ,840-34,93,,,5345.406244,1843.291187,,
NJ,840-34,94,,,4271.170818,1342.232056,,
NJ,840-34,95,,,3342.275106,971.9812098,,
NJ,840-34,96,,,2528.002634,674.530948,,
NJ,840-34,97,,,1820.850915,452.4845725,,
NJ,840-34,98,,,1262.706044,291.0185737,,
NJ,840-34,99,,,877.2193701,187.0396158,,
NJ,840-34,100,,,1515.906665,286.4245108,,
