region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
NJ,840-34,0,,,,
NJ,840-34,1,,,,
NJ,840-34,2,,,,
NJ,840-34,3,,,,
NJ,840-34,4,,,,
NJ,840-34,5,,,,
NJ,840-34,6,,,,
NJ,840-34,7,,,,
NJ,840-34,8,,,,
NJ,840-34,9,,,,
NJ,840-34,10,,,,
NJ,840-34,11,,,,
NJ,840-34,12,,,,
NJ,840-34,13,,,,
NJ,840-34,14,,,,
NJ,840-34,15,,,,
NJ,840-34,16,,,,
NJ,840-34,17,,,,
NJ,840-34,18,,,,
NJ,840-34,19,,,,
NJ,840-34,20,,,,
NJ,840-34,21,,,,
NJ,840-34,22,,,,
NJ,840-34,23,,,,
NJ,840-34,24,,,,
NJ,840-34,25,,,,
NJ,840-34,26,,,,
NJ,840-34,27,,,,
NJ,840-34,28,,,,
NJ,840-34,29,,,,
NJ,840-34,30,,,,
NJ,840-34,31,,,,
NJ,840-34,32,,,,
NJ,840-34,33,,,,
NJ,840-34,34,,,,
NJ,840-34,35,,,,
NJ,840-34,36,,,,
NJ,840-34,37,,,,
NJ,840-34,38,,,,
NJ,840-34,39,,,,
NJ,840-34,40,,,,
NJ,840-34,41,,,,
NJ,840-34,42,,,,
NJ,840-34,43,,,,
NJ,840-34,44,,,,
NJ,840-34,45,,,,
NJ,840-34,46,,,,
NJ,840-34,47,,,,
NJ,840-34,48,,,,
NJ,840-34,49,,,,
NJ,840-34,50,,,,
NJ,840-34,51,,,,
NJ,840-34,52,,,,
NJ,840-34,53,,,,
NJ,840-34,54,,,,
NJ,840-34,55,,,,
NJ,840-34,56,,,,
NJ,840-34,57,,,,
NJ,840-34,58,,,,
NJ,840-34,59,,,,
NJ,840-34,60,,,,
NJ,840-34,61,,,,
NJ,840-34,62,,,,
NJ,840-34,63,,,,
NJ,840-34,64,,,,
NJ,840-34,65,,,,
NJ,840-34,66,,,,
NJ,840-34,67,,,,
NJ,840-34,68,,,,
NJ,840-34,69,,,,
NJ,840-34,70,,,,
NJ,840-34,71,,,,
NJ,840-34,72,,,,
NJ,840-34,73,,,,
NJ,840-34,74,,,,
NJ,840-34,75,,,,
NJ,840-34,76,,,,
NJ,840-34,77,,,,
NJ,840-34,78,,,,
NJ,840-34,79,,,,
NJ,840-34,80,,,,
NJ,840-34,81,,,,
NJ,840-34,82,,,,
NJ,840-34,83,,,,
NJ,840-34,84,,,,
NJ,840-34,85,,,,
NJ,840-34,86,,,,
NJ,840-34,87,,,,
NJ,840-34,88,,,,
NJ,840-34,89,,,,
NJ,840-34,90,,,,
NJ,840-34,91,,,,
NJ,840-34,92,,,,
NJ,840-34,93,,,,
NJ,840-34,94,,,,
NJ,840-34,95,,,,
NJ,840-34,96,,,,
NJ,840-34,97,,,,
NJ,840-34,98,,,,
NJ,840-34,99,,,,
NJ,840-34,100,,,,
