region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
MS,840-28,0,,,19600,20070,,
MS,840-28,1,,,20740,21240,,
MS,840-28,2,,,21520,21870,,
MS,840-28,3,,,21120,22660,,
MS,840-28,4,,,20600,21190,,
MS,840-28,5,,,20240,21510,,
MS,840-28,6,,,19580,20920,,
MS,840-28,7,,,19950,20610,,
MS,840-28,8,,,19820,20840,,
MS,840-28,9,,,20830,21560,,
MS,840-28,10,,,21020,22160,,
MS,840-28,11,,,20160,22180,,
MS,840-28,12,,,19860,21310,,
MS,840-28,13,,,20080,20710,,
MS,840-28,14,,,20210,20620,,
MS,840-28,15,,,21580,21430,,
MS,840-28,16,,,21590,22200,,
MS,840-28,17,,,22370,22950,,
MS,840-28,18,,,22410,23330,,
MS,840-28,19,,,23740,24420,,
MS,840-28,20,,,23350,22940,,
MS,840-28,21,,,22000,22370,,
MS,840-28,22,,,20800,20860,,
MS,840-28,23,,,20390,19110,,
MS,840-28,24,,,19390,19960,,
MS,840-28,25,,,20370,20070,,
MS,840-28,26,,,19590,19290,,
MS,840-28,27,,,19780,19020,,
MS,840-28,28,,,20350,19130,,
MS,840-28,29,,,21190,20450,,
MS,840-28,30,,,19670,19930,,
MS,840-28,31,,,19710,18900,,
MS,840-28,32,,,19040,18680,,
MS,840-28,33,,,18460,17630,,
MS,840-28,34,,,18600,18090,,
MS,840-28,35,,,18730,18180,,
MS,840-28,36,,,18470,16820,,
MS,840-28,37,,,18530,18070,,
MS,840-28,38,,,19450,18540,,
MS,840-28,39,,,21100,18710,,
MS,840-28,40,,,19550,19280,,
MS,840-28,41,,,18510,18000,,
MS,840-28,42,,,19190,17680,,
MS,840-28,43,,,18830,17720,,
MS,840-28,44,,,18940,18510,,
MS,840-28,45,,,20790,20160,,
MS,840-28,46,,,20660,21070,,
MS,840-28,47,,,21570,20480,,
MS,840-28,48,,,21350,19530,,
MS,840-28,49,,,22600,19920,,
MS,840-28,50,,,22630,21440,,
MS,840-28,51,,,21770,19530,,
MS,840-28,52,,,21370,20930,,
MS,840-28,53,,,21380,19560,,
MS,840-28,54,,,21060,19190,,
MS,840-28,55,,,21220,19380,,
MS,840-28,56,,,20420,18510,,
MS,840-28,57,,,18360,17750,,
MS,840-28,58,,,18930,18060,,
MS,840-28,59,,,19150,16440,,
MS,840-28,60,,,17890,17290,,
MS,840-28,61,,,16620,16170,,
MS,840-28,62,,,17740,16950,,
MS,840-28,63,,,17370,16570,,
MS,840-28,64,,,13610,11660,,
MS,840-28,65,,,13680,11570,,
MS,840-28,66,,,13360,11780,,
MS,840-28,67,,,12760,11560,,
MS,840-28,68,,,12280,10400,,
MS,840-28,69,,,11280,9830,,
MS,840-28,70,,,11030,9280,,
MS,840-28,71,,,10880,8730,,
MS,840-28,72,,,10510,8770,,
MS,840-28,73,,,9400,7570,,
MS,840-28,74,,,10650,7500,,
MS,840-28,75,,,9290,6430,,
MS,840-28,76,,,7890,6330,,
MS,840-28,77,,,7810,5580,,
MS,840-28,78,,,7750,5510,,
MS,840-28,79,,,7440,5010,,
MS,840-28,80,,,7480,4570,,
MS,840-28,81,,,6680,4110,,
MS,840-28,82,,,6770,4100,,
MS,840-28,83,,,6830,3330,,
MS,840-28,84,,,5500,2810,,
MS,840-28,85,,,4750,2600,,
MS,840-28,86,,,4460,2330,,
MS,840-28,87,,,3900,1940,,
MS,840-28,88,,,3740,1560,,
MS,840-28,89,,,2730,1250,,
MS,840-28,90,,,2579.441001,953.109798,,
MS,840-28,91,,,2018.240625,702.9991949,,
MS,840-28,92,,,1725.963644,562.585397,,
MS,840-28,93,,,1335.196547,405.6840492,,
MS,840-28,94,,,1066.869807,295.407551,,
MS,840-28,95,,,834.8465908,213.9202291,,
MS,840-28,96,,,631.4544178,148.4553543,,
MS,840-28,97,,,454.8192864,99.58587926,,
MS,840-28,98,,,315.4036705,64.04934512,,
MS,840-28,99,,,219.1152964,41.16494955,,
MS,840-28,100,,,378.6491151,63.03825253,,
