region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
NY,840-36,0,,,109240,115080,,
NY,840-36,1,,,111360,115980,,
NY,840-36,2,,,114630,119490,,
NY,840-36,3,,,114550,120280,,
NY,840-36,4,,,112490,115730,,
NY,840-36,5,,,113300,119310,,
NY,840-36,6,,,113100,118060,,
NY,840-36,7,,,112960,120200,,
NY,840-36,8,,,114450,118440,,
NY,840-36,9,,,115200,122080,,
NY,840-36,10,,,117840,122190,,
NY,840-36,11,,,115850,122170,,
NY,840-36,12,,,117470,123290,,
NY,840-36,13,,,118800,123870,,
NY,840-36,14,,,122350,128050,,
NY,840-36,15,,,126810,131930,,
NY,840-36,16,,,127550,134610,,
NY,840-36,17,,,131240,139070,,
NY,840-36,18,,,135740,140660,,
NY,840-36,19,,,144140,149740,,
NY,840-36,20,,,143770,151660,,
NY,840-36,21,,,137600,146030,,
NY,840-36,22,,,136450,140600,,
NY,840-36,23,,,140070,138170,,
NY,840-36,24,,,140310,140560,,
NY,840-36,25,,,144350,140850,,
NY,840-36,26,,,139150,134630,,
NY,840-36,27,,,140700,136240,,
NY,840-36,28,,,137690,133910,,
NY,840-36,29,,,138350,133360,,
NY,840-36,30,,,144000,137520,,
NY,840-36,31,,,129310,126770,,
NY,840-36,32,,,129160,124570,,
NY,840-36,33,,,125720,123640,,
NY,840-36,34,,,123680,117360,,
NY,840-36,35,,,127180,125350,,
NY,840-36,36,,,119110,113740,,
NY,840-36,37,,,124420,117910,,
NY,840-36,38,,,129490,122930,,
NY,840-36,39,,,139920,133850,,
NY,840-36,40,,,142800,141210,,
NY,840-36,41,,,135050,127980,,
NY,840-36,42,,,136410,130160,,
NY,840-36,43,,,136820,129150,,
NY,840-36,44,,,142360,133140,,
NY,840-36,45,,,152140,146070,,
NY,840-36,46,,,148710,141160,,
NY,840-36,47,,,148560,142870,,
NY,840-36,48,,,148430,140390,,
NY,840-36,49,,,150950,140890,,
NY,840-36,50,,,154220,144790,,
NY,840-36,51,,,146080,136700,,
NY,840-36,52,,,148760,137770,,
NY,840-36,53,,,144370,133000,,
NY,840-36,54,,,139720,131730,,
NY,840-36,55,,,140220,129720,,
NY,840-36,56,,,131210,119270,,
NY,840-36,57,,,130060,117350,,
NY,840-36,58,,,123800,115070,,
NY,840-36,59,,,121590,109850,,
NY,840-36,60,,,121450,110750,,
NY,840-36,61,,,117880,103930,,
NY,840-36,62,,,118520,105080,,
NY,840-36,63,,,115400,102090,,
NY,840-36,64,,,92480,77960,,
NY,840-36,65,,,89460,78040,,
NY,840-36,66,,,87970,74170,,
NY,840-36,67,,,91670,75420,,
NY,840-36,68,,,78860,65670,,
NY,840-36,69,,,73150,60310,,
NY,840-36,70,,,72390,57940,,
NY,840-36,71,,,68170,53480,,
NY,840-36,72,,,65460,53320,,
NY,840-36,73,,,60980,49150,,
NY,840-36,74,,,61590,45820,,
NY,840-36,75,,,59060,44520,,
NY,840-36,76,,,54250,40780,,
NY,840-36,77,,,53910,39780,,
NY,840-36,78,,,53460,38600,,
NY,840-36,79,,,53550,36820,,
NY,840-36,80,,,53200,35690,,
NY,840-36,81,,,50770,32150,,
NY,840-36,82,,,49690,30410,,
NY,840-36,83,,,45920,27910,,
NY,840-36,84,,,42340,25110,,
NY,840-36,85,,,40660,22110,,
NY,840-36,86,,,37100,19330,,
NY,840-36,87,,,32340,17570,,
NY,840-36,88,,,29830,14380,,
NY,840-36,89,,,25610,12430,,
NY,840-36,90,,,22748.61679,9756.622552,,
NY,840-36,91,,,17799.2761,7196.335421,,
NY,840-36,92,,,15221.62573,5758.972768,,
NY,840-36,93,,,11775.37093,4152.833338,,
NY,840-36,94,,,9408.94263,3023.974762,,
NY,840-36,95,,,7362.68252,2189.820035,,
NY,840-36,96,,,5568.925423,1519.681007,,
NY,840-36,97,,,4011.144139,1019.422775,,
NY,840-36,98,,,2781.609361,655.6487892,,
NY,840-36,99,,,1932.422532,421.3899343,,
NY,840-36,100,,,3339.383848,645.2986188,,
