region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
NM,840-35,0,,,13400,13840,,
NM,840-35,1,,,13720,14260,,
NM,840-35,2,,,14240,15330,,
NM,840-35,3,,,14610,15440,,
NM,840-35,4,,,14270,14900,,
NM,840-35,5,,,14210,14420,,
NM,840-35,6,,,14400,14710,,
NM,840-35,7,,,14130,14370,,
NM,840-35,8,,,13860,14630,,
NM,840-35,9,,,13870,15060,,
NM,840-35,10,,,14310,14840,,
NM,840-35,11,,,14460,15430,,
NM,840-35,12,,,13830,14500,,
NM,840-35,13,,,13930,13500,,
NM,840-35,14,,,13600,14130,,
NM,840-35,15,,,13350,14860,,
NM,840-35,16,,,14310,14890,,
NM,840-35,17,,,15070,16080,,
NM,840-35,18,,,14570,15300,,
NM,840-35,19,,,14280,14860,,
NM,840-35,20,,,14220,16080,,
NM,840-35,21,,,13370,14200,,
NM,840-35,22,,,13560,13710,,
NM,840-35,23,,,13570,13580,,
NM,840-35,24,,,13420,14480,,
NM,840-35,25,,,14400,15120,,
NM,840-35,26,,,13380,14170,,
NM,840-35,27,,,13950,13840,,
NM,840-35,28,,,13750,14140,,
NM,840-35,29,,,13880,13720,,
NM,840-35,30,,,13760,14540,,
NM,840-35,31,,,12520,12670,,
NM,840-35,32,,,12300,13000,,
NM,840-35,33,,,12270,13110,,
NM,840-35,34,,,12520,12000,,
NM,840-35,35,,,12120,12400,,
NM,840-35,36,,,12270,11900,,
NM,840-35,37,,,12770,12530,,
NM,840-35,38,,,12580,12980,,
NM,840-35,39,,,12510,13820,,
NM,840-35,40,,,13490,12950,,
NM,840-35,41,,,12600,12360,,
NM,840-35,42,,,11890,11840,,
NM,840-35,43,,,11650,11810,,
NM,840-35,44,,,12680,12560,,
NM,840-35,45,,,14220,13900,,
NM,840-35,46,,,14130,13200,,
NM,840-35,47,,,15070,13650,,
NM,840-35,48,,,14730,14630,,
NM,840-35,49,,,15650,14390,,
NM,840-35,50,,,15580,15000,,
NM,840-35,51,,,15070,13700,,
NM,840-35,52,,,14550,14350,,
NM,840-35,53,,,14600,13750,,
NM,840-35,54,,,15060,13830,,
NM,840-35,55,,,14980,14290,,
NM,840-35,56,,,14690,13680,,
NM,840-35,57,,,14610,13810,,
NM,840-35,58,,,13440,12830,,
NM,840-35,59,,,13540,12040,,
NM,840-35,60,,,12920,12820,,
NM,840-35,61,,,12850,12550,,
NM,840-35,62,,,13080,12290,,
NM,840-35,63,,,12710,11220,,
NM,840-35,64,,,9710,8890,,
NM,840-35,65,,,10150,9240,,
NM,840-35,66,,,9650,8950,,
NM,840-35,67,,,9730,9160,,
NM,840-35,68,,,9010,8010,,
NM,840-35,69,,,8840,6930,,
NM,840-35,70,,,7750,7170,,
NM,840-35,71,,,7130,6950,,
NM,840-35,72,,,7260,6370,,
NM,840-35,73,,,6420,5620,,
NM,840-35,74,,,6090,5400,,
NM,840-35,75,,,6120,5760,,
NM,840-35,76,,,5350,5070,,
NM,840-35,77,,,4800,4680,,
NM,840-35,78,,,5390,4430,,
NM,840-35,79,,,5120,3910,,
NM,840-35,80,,,4860,3960,,
NM,840-35,81,,,4190,3280,,
NM,840-35,82,,,4090,3060,,
NM,840-35,83,,,3770,3050,,
NM,840-35,84,,,3490,2170,,
NM,840-35,85,,,3360,2050,,
NM,840-35,86,,,3260,1640,,
NM,840-35,87,,,2740,1660,,
NM,840-35,88,,,2660,1370,,
NM,840-35,89,,,1850,770,,
NM,840-35,90,,,1640.042505,797.3904507,,
NM,840-35,91,,,1283.223927,588.1429884,,
NM,840-35,92,,,1097.390379,470.6700363,,
NM,840-35,93,,,848.9355206,339.403275,,
NM,840-35,94,,,678.3298512,247.1437821,,
NM,840-35,95,,,530.8064397,178.9698818,,
NM,840-35,96,,,401.4870217,124.2006767,,
NM,840-35,97,,,289.1800826,83.31551026,,
NM,840-35,98,,,200.5378009,53.58494507,,
NM,840-35,99,,,139.3163866,34.4394085,,
NM,840-35,100,,,240.7500861,52.73904507,,
