region,region.code,age,lx_rural_female,lx_rural_male,lx_urban_female,lx_urban_male,lx_national_female,lx_national_male,mx_rural_female,mx_rural_male,mx_urban_female,mx_urban_male,mx_national_female,mx_national_male
WA,840-53,0,1.00E+05,1.00E+05,1.00E+05,1.00E+05,NA,NA,0.004978233,0.005682442,0.004978233,0.005682442,NA,NA
WA,840-53,1,99504.36994,99434.58297,99504.36994,99434.58297,NA,NA,0.000296961,0.000337455,0.000296961,0.000337455,NA,NA
WA,840-53,2,99474.82519,99401.03376,99474.82519,99401.03376,NA,NA,0.000185131,0.000236833,0.000185131,0.000236833,NA,NA
WA,840-53,3,99456.41106,99377.49533,99456.41106,99377.49533,NA,NA,0.000132916,0.000176412,0.000132916,0.000176412,NA,NA
WA,840-53,4,99443.19263,99359.96558,99443.19263,99359.96558,NA,NA,0.000108737,0.000156623,0.000108737,0.000156623,NA,NA
WA,840-53,5,99432.38003,99344.40472,99432.38003,99344.40472,NA,NA,1.01E-04,0.000136873,1.01E-04,0.000136873,NA,NA
WA,840-53,6,99422.33819,99330.80806,99422.33819,99330.80806,NA,NA,8.90E-05,0.000121446,8.90E-05,0.000121446,NA,NA
WA,840-53,7,99413.49099,99318.74542,99413.49099,99318.74542,NA,NA,8.04E-05,0.000108613,8.04E-05,0.000108613,NA,NA
WA,840-53,8,99405.49433,99307.95867,99405.49433,99307.95867,NA,NA,7.36E-05,9.49E-05,7.36E-05,9.49E-05,NA,NA
WA,840-53,9,99398.17622,99298.52983,99398.17622,99298.52983,NA,NA,6.94E-05,8.39E-05,6.94E-05,8.39E-05,NA,NA
WA,840-53,10,99391.28142,99290.20199,99391.28142,99290.20199,NA,NA,6.85E-05,7.88E-05,6.85E-05,7.88E-05,NA,NA
WA,840-53,11,99384.47156,99282.38184,99384.47156,99282.38184,NA,NA,7.28E-05,8.73E-05,7.28E-05,8.73E-05,NA,NA
WA,840-53,12,99377.23961,99273.71714,99377.23961,99273.71714,NA,NA,8.47E-05,0.000117166,8.47E-05,0.000117166,NA,NA
WA,840-53,13,99368.82145,99262.08628,99368.82145,99262.08628,NA,NA,1.04E-04,0.000173828,1.04E-04,0.000173828,NA,NA
WA,840-53,14,99358.44441,99244.83324,99358.44441,99244.83324,NA,NA,0.000132051,0.000253273,0.000132051,0.000253273,NA,NA
WA,840-53,15,99345.325,99219.7003,99345.325,99219.7003,NA,NA,0.000162443,0.000338325,0.000162443,0.000338325,NA,NA
WA,840-53,16,99329.18826,99186.13733,99329.18826,99186.13733,NA,NA,0.000194754,0.000426333,0.000194754,0.000426333,NA,NA
WA,840-53,17,99309.84545,99143.86016,99309.84545,99143.86016,NA,NA,0.000228978,0.000530385,0.000228978,0.000530385,NA,NA
WA,840-53,18,99287.1084,99091.28991,99287.1084,99091.28991,NA,NA,2.62E-04,0.00064969,0.000261582,0.00064969,NA,NA
WA,840-53,19,99261.14006,99026.93219,99261.14006,99026.93219,NA,NA,0.000293419,0.000772871,0.000293419,0.000772871,NA,NA
WA,840-53,20,99232.01919,98950.42672,99232.01919,98950.42672,NA,NA,0.000325358,0.00089725,0.000325358,0.00089725,NA,NA
WA,840-53,21,99199.73866,98861.68322,99199.73866,98861.68322,NA,NA,0.000356495,0.001009521,0.000356495,0.001009521,NA,NA
WA,840-53,22,99164.38089,98761.93066,99164.38089,98761.93066,NA,NA,0.000384138,0.00109186,0.000384138,0.00109186,NA,NA
WA,840-53,23,99126.29537,98654.15482,99126.29537,98654.15482,NA,NA,0.000408261,0.001138833,0.000408261,0.001138833,NA,NA
WA,840-53,24,99085.83403,98541.86765,99085.83403,98541.86765,NA,NA,0.000431531,0.001161898,0.000431531,0.001161898,NA,NA
WA,840-53,25,99043.08441,98427.43899,99043.08441,98427.43899,NA,NA,0.000455741,0.001176085,0.000455741,0.001176085,NA,NA
WA,840-53,26,98997.95707,98311.74799,98997.95707,98311.74799,NA,NA,0.000481778,0.001194716,0.000481778,0.001194716,NA,NA
WA,840-53,27,98950.27377,98194.36352,98950.27377,98194.36352,NA,NA,0.000508759,0.001216901,0.000508759,0.001216901,NA,NA
WA,840-53,28,98899.94514,98074.94332,98899.94514,98074.94332,NA,NA,0.00053668,0.001245303,0.00053668,0.001245303,NA,NA
WA,840-53,29,98846.88204,97952.88572,98846.88204,97952.88572,NA,NA,0.000564642,0.001279051,0.000564642,0.001279051,NA,NA
WA,840-53,30,98791.08471,97827.6785,98791.08471,97827.6785,NA,NA,0.000595362,0.001314603,0.000595362,0.001314603,NA,NA
WA,840-53,31,98732.28602,97699.15902,98732.28602,97699.15902,NA,NA,0.000629748,0.001349264,0.000629748,0.001349264,NA,NA
WA,840-53,32,98670.12941,97567.42596,98670.12941,97567.42596,NA,NA,0.000666904,0.001383056,0.000666904,0.001383056,NA,NA
WA,840-53,33,98604.34751,97432.57799,98604.34751,97432.57799,NA,NA,0.000710488,0.001415966,0.000710488,0.001415966,NA,NA
WA,840-53,34,98534.31485,97294.71374,98534.31485,97294.71374,NA,NA,0.000760531,0.001451579,0.000760531,0.001451579,NA,NA
WA,840-53,35,98459.40527,97153.58585,98459.40527,97153.58585,NA,NA,0.00081979,0.001498758,0.00081979,0.001498758,NA,NA
WA,840-53,36,98378.72269,97008.08453,98378.72269,97008.08453,NA,NA,0.000888318,0.001558473,0.000888318,0.001558473,NA,NA
WA,840-53,37,98291.3699,96857.01915,98291.3699,96857.01915,NA,NA,0.000962508,0.001626226,0.000962508,0.001626226,NA,NA
WA,840-53,38,98196.80917,96699.63644,98196.80917,96699.63644,NA,NA,0.001039625,0.001700274,0.001039625,0.001700274,NA,NA
WA,840-53,39,98094.7743,96535.3602,98094.7743,96535.3602,NA,NA,0.001119677,0.001782433,0.001119677,0.001782433,NA,NA
WA,840-53,40,97985.00133,96363.4464,97985.00133,96363.4464,NA,NA,0.001209131,0.001880743,0.001209131,0.001880743,NA,NA
WA,840-53,41,97866.59625,96182.38266,97866.59625,96182.38266,NA,NA,0.001309887,0.002000622,0.001309887,0.002000622,NA,NA
