region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
NH,840-33,0,,,6500,6330,,
NH,840-33,1,,,6510,6910,,
NH,840-33,2,,,6690,6850,,
NH,840-33,3,,,7310,7630,,
NH,840-33,4,,,7420,7460,,
NH,840-33,5,,,7120,7690,,
NH,840-33,6,,,7850,7910,,
NH,840-33,7,,,7840,7680,,
NH,840-33,8,,,7800,8200,,
NH,840-33,9,,,7620,8500,,
NH,840-33,10,,,7650,8560,,
NH,840-33,11,,,8370,8370,,
NH,840-33,12,,,8470,8550,,
NH,840-33,13,,,8020,8780,,
NH,840-33,14,,,8270,8950,,
NH,840-33,15,,,8780,9670,,
NH,840-33,16,,,8310,9050,,
NH,840-33,17,,,9210,9800,,
NH,840-33,18,,,9410,9750,,
NH,840-33,19,,,9680,9910,,
NH,840-33,20,,,8620,9460,,
NH,840-33,21,,,9250,9140,,
NH,840-33,22,,,8150,8600,,
NH,840-33,23,,,7840,7850,,
NH,840-33,24,,,7660,7720,,
NH,840-33,25,,,7330,7260,,
NH,840-33,26,,,7310,7000,,
NH,840-33,27,,,7950,7030,,
NH,840-33,28,,,7370,7460,,
NH,840-33,29,,,7290,7030,,
NH,840-33,30,,,7670,7590,,
NH,840-33,31,,,7100,6870,,
NH,840-33,32,,,6910,7300,,
NH,840-33,33,,,6790,6920,,
NH,840-33,34,,,7160,7380,,
NH,840-33,35,,,7400,7400,,
NH,840-33,36,,,7530,7160,,
NH,840-33,37,,,7840,7680,,
NH,840-33,38,,,9170,8240,,
NH,840-33,39,,,9980,9660,,
NH,840-33,40,,,9310,9950,,
NH,840-33,41,,,9190,9220,,
NH,840-33,42,,,9830,9110,,
NH,840-33,43,,,9810,10070,,
NH,840-33,44,,,10570,9870,,
NH,840-33,45,,,11120,10990,,
NH,840-33,46,,,11190,10700,,
NH,840-33,47,,,11590,11010,,
NH,840-33,48,,,11280,11070,,
NH,840-33,49,,,11580,12220,,
NH,840-33,50,,,11930,12040,,
NH,840-33,51,,,11330,11080,,
NH,840-33,52,,,11770,10930,,
NH,840-33,53,,,11770,10780,,
NH,840-33,54,,,10350,10690,,
NH,840-33,55,,,11220,10380,,
NH,840-33,56,,,10150,9770,,
NH,840-33,57,,,9480,9770,,
NH,840-33,58,,,9160,9600,,
NH,840-33,59,,,8820,8550,,
NH,840-33,60,,,8930,8940,,
NH,840-33,61,,,8630,8460,,
NH,840-33,62,,,9490,8760,,
NH,840-33,63,,,8720,8390,,
NH,840-33,64,,,6480,6210,,
NH,840-33,65,,,6090,6120,,
NH,840-33,66,,,6400,6380,,
NH,840-33,67,,,6010,5910,,
NH,840-33,68,,,5580,4930,,
NH,840-33,69,,,4590,4380,,
NH,840-33,70,,,4450,4330,,
NH,840-33,71,,,4020,4050,,
NH,840-33,72,,,4160,3490,,
NH,840-33,73,,,3740,3330,,
NH,840-33,74,,,3970,3260,,
NH,840-33,75,,,3530,3230,,
NH,840-33,76,,,3870,3050,,
NH,840-33,77,,,3380,2880,,
NH,840-33,78,,,3390,2390,,
NH,840-33,79,,,3280,2570,,
NH,840-33,80,,,3360,2420,,
NH,840-33,81,,,3090,1770,,
NH,840-33,82,,,3140,1910,,
NH,840-33,83,,,3240,1660,,
NH,840-33,84,,,2810,1530,,
NH,840-33,85,,,2650,1530,,
NH,840-33,86,,,2300,1190,,
NH,840-33,87,,,2080,1150,,
NH,840-33,88,,,1880,1070,,
NH,840-33,89,,,1580,810,,
NH,840-33,90,,,1416.90747,614.8229401,,
NH,840-33,91,,,1108.635637,453.4839877,,
NH,840-33,92,,,948.0855654,362.9071997,,
NH,840-33,93,,,733.4340892,261.6947811,,
NH,840-33,94,,,586.0400755,190.5586738,,
NH,840-33,95,,,458.5878764,137.9936126,,
NH,840-33,96,,,346.8629371,95.76415814,,
NH,840-33,97,,,249.8358537,64.23990521,,
NH,840-33,98,,,173.2537464,41.31633812,,
NH,840-33,99,,,120.3617762,26.5542914,,
NH,840-33,100,,,207.9949724,40.66411219,,
