region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
CA,840-06,0,,,,
CA,840-06,1,,,,
CA,840-06,2,,,,
CA,840-06,3,,,,
CA,840-06,4,,,,
CA,840-06,5,,,,
CA,840-06,6,,,,
CA,840-06,7,,,,
CA,840-06,8,,,,
CA,840-06,9,,,,
CA,840-06,10,,,,
CA,840-06,11,,,,
CA,840-06,12,,,,
CA,840-06,13,,,,
CA,840-06,14,,,,
CA,840-06,15,,,,
CA,840-06,16,,,,
CA,840-06,17,,,,
CA,840-06,18,,,,
CA,840-06,19,,,,
CA,840-06,20,,,,
CA,840-06,21,,,,
CA,840-06,22,,,,
CA,840-06,23,,,,
CA,840-06,24,,,,
CA,840-06,25,,,,
CA,840-06,26,,,,
CA,840-06,27,,,,
CA,840-06,28,,,,
CA,840-06,29,,,,
CA,840-06,30,,,,
CA,840-06,31,,,,
CA,840-06,32,,,,
CA,840-06,33,,,,
CA,840-06,34,,,,
CA,840-06,35,,,,
CA,840-06,36,,,,
CA,840-06,37,,,,
CA,840-06,38,,,,
CA,840-06,39,,,,
CA,840-06,40,,,,
CA,840-06,41,,,,
CA,840-06,42,,,,
CA,840-06,43,,,,
CA,840-06,44,,,,
CA,840-06,45,,,,
CA,840-06,46,,,,
CA,840-06,47,,,,
CA,840-06,48,,,,
CA,840-06,49,,,,
CA,840-06,50,,,,
CA,840-06,51,,,,
CA,840-06,52,,,,
CA,840-06,53,,,,
CA,840-06,54,,,,
CA,840-06,55,,,,
CA,840-06,56,,,,
CA,840-06,57,,,,
CA,840-06,58,,,,
CA,840-06,59,,,,
CA,840-06,60,,,,
CA,840-06,61,,,,
CA,840-06,62,,,,
CA,840-06,63,,,,
CA,840-06,64,,,,
CA,840-06,65,,,,
CA,840-06,66,,,,
CA,840-06,67,,,,
CA,840-06,68,,,,
CA,840-06,69,,,,
CA,840-06,70,,,,
CA,840-06,71,,,,
CA,840-06,72,,,,
CA,840-06,73,,,,
CA,840-06,74,,,,
CA,840-06,75,,,,
CA,840-06,76,,,,
CA,840-06,77,,,,
CA,840-06,78,,,,
CA,840-06,79,,,,
CA,840-06,80,,,,
CA,840-06,81,,,,
CA,840-06,82,,,,
CA,840-06,83,,,,
CA,840-06,84,,,,
CA,840-06,85,,,,
CA,840-06,86,,,,
CA,840-06,87,,,,
CA,840-06,88,,,,
CA,840-06,89,,,,
CA,840-06,90,,,,
CA,840-06,91,,,,
CA,840-06,92,,,,
CA,840-06,93,,,,
CA,840-06,94,,,,
CA,840-06,95,,,,
CA,840-06,96,,,,
CA,840-06,97,,,,
CA,840-06,98,,,,
CA,840-06,99,,,,
CA,840-06,100,,,,
