from,to,gender,age,rate,ratemavg
PR,TN,f,80-84,0,0
PR,TN,f,85-89,0.000473358,9.44666E-05
PR,TN,f,90-94,0,9.44666E-05
PR,TN,f,95-99,0,9.44666E-05
PR,TX,m,00-04,0.000779308,0.000779308
PR,TX,m,05-09,0.00081704,0.000798174
PR,TX,m,10-14,0.000357849,0.000651399
PR,TX,m,15-19,0.000716441,0.000630443
PR,TX,m,20-24,0.001412597,0.000828962
PR,TX,m,25-29,0.003281182,0.001803406
PR,TX,m,30-34,0.001914774,0.002202851
PR,TX,m,35-39,0.001482065,0.002226007
PR,TX,m,40-44,0.0012483,0.00154838
PR,TX,m,45-49,0.000708305,0.001146223
PR,TX,m,50-54,0.000321604,0.000759403
PR,TX,m,55-59,0.00044717,0.00049236
PR,TX,m,60-64,0.000188829,0.000319201
PR,TX,m,65-69,0.000376037,0.000337345
PR,TX,m,70-74,0.000405847,0.000323571
PR,TX,m,75-79,0.000665761,0.000482548
PR,TX,m,80-84,0.000542348,0.000537985
PR,TX,m,85-89,0,0.000402703
PR,TX,m,90-94,0,0.000180783
PR,TX,m,95-99,0,0
PR,TX,f,00-04,0.000564952,0.000564952
PR,TX,f,05-09,0.001417444,0.000991198
PR,TX,f,10-14,0.001096408,0.001026268
PR,TX,f,15-19,0.000883181,0.001132344
PR,TX,f,20-24,0.001092246,0.001023945
PR,TX,f,25-29,0.002547461,0.00150763
PR,TX,f,30-34,0.000560875,0.001400194
PR,TX,f,35-39,0.000946009,0.001351448
PR,TX,f,40-44,0.000903366,0.000803417
PR,TX,f,45-49,0.000202889,0.000684088
PR,TX,f,50-54,0.000265335,0.000457196
PR,TX,f,55-59,0.000419932,0.000296052
PR,TX,f,60-64,0.000375391,0.000353553
PR,TX,f,65-69,0.000566122,0.000453815
PR,TX,f,70-74,0.000132487,0.000358
PR,TX,f,75-79,0.000176799,0.000291802
PR,TX,f,80-84,0.000527961,0.000279082
PR,TX,f,85-89,0,0.00023492
PR,TX,f,90-94,0,0.000175987
PR,TX,f,95-99,0,0
PR,UT,m,00-04,0,0
PR,UT,m,05-09,0,0
PR,UT,m,10-14,0,0
PR,UT,m,15-19,0,0
PR,UT,m,20-24,0.000168107,5.60E-05
PR,UT,m,25-29,0,5.60E-05
PR,UT,m,30-34,0,5.60E-05
PR,UT,m,35-39,0,0
PR,UT,m,40-44,4.34E-05,1.45E-05
PR,UT,m,45-49,0.000419626,0.000154357
PR,UT,m,50-54,0,0.000154357
PR,UT,m,55-59,0,0.000139875
PR,UT,m,60-64,0,0
PR,UT,m,65-69,0,0
PR,UT,m,70-74,0,0
PR,UT,m,75-79,0,0
PR,UT,m,80-84,0,0
PR,UT,m,85-89,0,0
PR,UT,m,90-94,0,0
PR,UT,m,95-99,0,0
PR,UT,f,00-04,0,0
PR,UT,f,05-09,4.50E-05,2.25E-05
PR,UT,f,10-14,0.000177171,7.40407E-05
PR,UT,f,15-19,1.98E-05,8.06563E-05
PR,UT,f,20-24,7.1123E-05,8.93804E-05
PR,UT,f,25-29,0,3.03E-05
PR,UT,f,30-34,0,2.37E-05
PR,UT,f,35-39,0,0
PR,UT,f,40-44,7.04939E-05,2.35E-05
PR,UT,f,45-49,0,2.35E-05
PR,UT,f,50-54,7.88123E-05,4.98E-05
PR,UT,f,55-59,0,2.63E-05
PR,UT,f,60-64,0,2.63E-05
PR,UT,f,65-69,0,0
PR,UT,f,70-74,0,0
PR,UT,f,75-79,0,0
PR,UT,f,80-84,0,0
PR,UT,f,85-89,0,0
PR,UT,f,90-94,0,0
PR,UT,f,95-99,0,0
PR,VA,m,00-04,0.000117802,0.000117802
PR,VA,m,05-09,0.000180638,0.00014922
PR,VA,m,10-14,0.00036779,0.000222077
PR,VA,m,15-19,0.000239604,0.000262677
PR,VA,m,20-24,0.000572064,0.000393153
PR,VA,m,25-29,0.000833766,0.000548478
PR,VA,m,30-34,0.000597999,0.000667943
PR,VA,m,35-39,0.000399827,0.000610531
PR,VA,m,40-44,0,0.000332609
PR,VA,m,45-49,0.000648783,0.000349537
PR,VA,m,50-54,0,0.000216261
PR,VA,m,55-59,8.9434E-05,0.000246072
PR,VA,m,60-64,0,2.98E-05
PR,VA,m,65-69,8.89549E-05,5.95E-05
PR,VA,m,70-74,0.000128162,7.23724E-05
PR,VA,m,75-79,0,7.23724E-05
PR,VA,m,80-84,0.000158185,9.5449E-05
PR,VA,m,85-89,0,5.27E-05
PR,VA,m,90-94,0,5.27E-05
PR,VA,m,95-99,0,0
PR,VA,f,00-04,3.51E-05,3.51E-05
PR,VA,f,05-09,0.000128859,8.19843E-05
PR,VA,f,10-14,0.000179739,0.000114569
PR,VA,f,15-19,0.000354761,0.00022112
PR,VA,f,20-24,0.000210829,0.000248443
PR,VA,f,25-29,0.000640922,0.000402171
PR,VA,f,30-34,0.00078249,0.000544747
PR,VA,f,35-39,0.000274205,0.000565872
PR,VA,f,40-44,0.000172318,0.000409671
PR,VA,f,45-49,0.000444794,0.000297106
PR,VA,f,50-54,0.000307368,0.00030816
PR,VA,f,55-59,1.97E-05,0.000257297
PR,VA,f,60-64,0.000133662,0.000153586
PR,VA,f,65-69,3.80E-05,6.38E-05
PR,VA,f,70-74,0.000141034,0.000104223
PR,VA,f,75-79,0.000410629,0.000196545
PR,VA,f,80-84,0.000626954,0.000392872
PR,VA,f,85-89,0.000297539,0.00040524
PR,VA,f,90-94,0.000731832,0.000379302
PR,VA,f,95-99,0,0.000170318
PR,VT,m,00-04,0,0
PR,VT,m,05-09,0,0
PR,VT,m,10-14,0,0
PR,VT,m,15-19,0,0
PR,VT,m,20-24,0,0
PR,VT,m,25-29,0,0
PR,VT,m,30-34,0,0
PR,VT,m,35-39,0,0
PR,VT,m,40-44,0,0
PR,VT,m,45-49,0,0
PR,VT,m,50-54,0,0
PR,VT,m,55-59,0,0
PR,VT,m,60-64,0,0
PR,VT,m,65-69,0,0
PR,VT,m,70-74,0,0
PR,VT,m,75-79,0,0
PR,VT,m,80-84,0,0
PR,VT,m,85-89,0,0
PR,VT,m,90-94,0,0
PR,VT,m,95-99,0,0
PR,VT,f,00-04,0,0
PR,VT,f,05-09,0,0
PR,VT,f,10-14,0,0
PR,VT,f,15-19,0,0
PR,VT,f,20-24,0,0
PR,VT,f,25-29,0,0
PR,VT,f,30-34,0,0
PR,VT,f,35-39,0,0
PR,VT,f,40-44,0,0
PR,VT,f,45-49,0,0
PR,VT,f,50-54,0,0
PR,VT,f,55-59,0,0
PR,VT,f,60-64,0,0
PR,VT,f,65-69,0,0
PR,VT,f,70-74,0,0
PR,VT,f,75-79,0,0
PR,VT,f,80-84,0,0
PR,VT,f,85-89,0,0
PR,VT,f,90-94,0,0
PR,VT,f,95-99,0,0
PR,WA,m,00-04,6.34E-05,6.34E-05
PR,WA,m,05-09,0.000102825,8.31284E-05
PR,WA,m,10-14,8.44922E-05,8.3583E-05
PR,WA,m,15-19,0.000111499,9.96053E-05
PR,WA,m,20-24,4.52E-05,8.03847E-05
PR,WA,m,25-29,0.000414047,0.000190236
PR,WA,m,30-34,5.89E-05,0.000172709
PR,WA,m,35-39,0.000102211,0.000191725
PR,WA,m,40-44,0.000373621,0.00017825
PR,WA,m,45-49,3.87E-05,0.000171507
PR,WA,m,50-54,4.59E-05,0.000152751
PR,WA,m,55-59,8.9434E-05,5.80E-05
PR,WA,m,60-64,0,4.51E-05
PR,WA,m,65-69,0,2.98E-05
PR,WA,m,70-74,0,0
PR,WA,m,75-79,0,0
PR,WA,m,80-84,0,0
PR,WA,m,85-89,0,0
PR,WA,m,90-94,0,0
PR,WA,m,95-99,0,0
PR,WA,f,00-04,5.11E-05,5.11E-05
PR,WA,f,05-09,0.000371592,0.000211331
PR,WA,f,10-14,0.000382587,0.000268416
PR,WA,f,15-19,4.47E-05,0.000266278
PR,WA,f,20-24,0,0.000142414
PR,WA,f,25-29,7.8425E-05,4.10E-05
PR,WA,f,30-34,0.000355677,0.000144701
PR,WA,f,35-39,0.000435987,0.00029003
PR,WA,f,40-44,0.000211482,0.000334382
PR,WA,f,45-49,4.68E-05,0.00023143
PR,WA,f,50-54,0,8.61007E-05
PR,WA,f,55-59,0.000160645,6.91552E-05
PR,WA,f,60-64,0,5.35E-05
PR,WA,f,65-69,0,5.35E-05
PR,WA,f,70-74,0,0
PR,WA,f,75-79,0,0
PR,WA,f,80-84,0.00014024,4.67E-05
PR,WA,f,85-89,0,4.67E-05
PR,WA,f,90-94,0,4.67E-05
PR,WA,f,95-99,0,0
PR,WI,m,00-04,0,0
PR,WI,m,05-09,0.000480775,0.000240388
PR,WI,m,10-14,0.000323058,0.000267945
PR,WI,m,15-19,9.72651E-05,0.000300366
PR,WI,m,20-24,0.000190688,0.00020367
PR,WI,m,25-29,0.000246727,0.000178227
PR,WI,m,30-34,7.36451E-05,0.000170353
PR,WI,m,35-39,0.000189392,0.000169921
PR,WI,m,40-44,6.37E-05,0.000108918
PR,WI,m,45-49,0.000113091,0.000122067
PR,WI,m,50-54,0,5.89E-05
PR,WI,m,55-59,0.000324612,0.000145901
PR,WI,m,60-64,0,0.000108204
PR,WI,m,65-69,7.68247E-05,0.000133812
PR,WI,m,70-74,0,2.56E-05
PR,WI,m,75-79,3.83E-05,3.84E-05
PR,WI,m,80-84,0,1.28E-05
PR,WI,m,85-89,0,1.28E-05
PR,WI,m,90-94,0,0
PR,WI,m,95-99,0,0
PR,WI,f,00-04,0.000300031,0.000300031
PR,WI,f,05-09,0,0.000150015
PR,WI,f,10-14,0,0.00010001
PR,WI,f,15-19,0.000230719,7.69062E-05
PR,WI,f,20-24,0.000561364,0.000264028
PR,WI,f,25-29,0,0.000264028
PR,WI,f,30-34,0.000259918,0.000273761
PR,WI,f,35-39,0,8.66393E-05
PR,WI,f,40-44,0,8.66393E-05
PR,WI,f,45-49,4.16E-05,1.39E-05
PR,WI,f,50-54,0.000333639,0.000125086
PR,WI,f,55-59,0,0.000125086
PR,WI,f,60-64,0,0.000111213
PR,WI,f,65-69,6.56E-05,2.19E-05
PR,WI,f,70-74,0,2.19E-05
PR,WI,f,75-79,0,2.19E-05
PR,WI,f,80-84,0,0
PR,WI,f,85-89,0,0
PR,WI,f,90-94,0,0
PR,WI,f,95-99,0,0
PR,WV,m,00-04,0,0
PR,WV,m,05-09,0,0
PR,WV,m,10-14,0,0
PR,WV,m,15-19,6.64E-05,2.21E-05
PR,WV,m,20-24,0,2.21E-05
PR,WV,m,25-29,0.0001815,8.26417E-05
PR,WV,m,30-34,0.000176748,0.000119416
PR,WV,m,35-39,0,0.000119416
PR,WV,m,40-44,7.24072E-05,8.30518E-05
PR,WV,m,45-49,3.27E-05,3.50E-05
PR,WV,m,50-54,0,3.50E-05
PR,WV,m,55-59,0,1.09E-05
PR,WV,m,60-64,0,0
PR,WV,m,65-69,0,0
PR,WV,m,70-74,0,0
PR,WV,m,75-79,0,0
PR,WV,m,80-84,0,0
PR,WV,m,85-89,0,0
PR,WV,m,90-94,0,0
PR,WV,m,95-99,0,0
PR,WV,f,00-04,0,0
PR,WV,f,05-09,0,0
PR,WV,f,10-14,0,0
PR,WV,f,15-19,0,0
PR,WV,f,20-24,0.000327674,0.000109225
PR,WV,f,25-29,5.68E-05,0.000128155
PR,WV,f,30-34,5.20E-05,0.000145483
PR,WV,f,35-39,0,3.63E-05
PR,WV,f,40-44,0,1.73E-05
PR,WV,f,45-49,0,0
PR,WV,f,50-54,0,0
PR,WV,f,55-59,0,0
PR,WV,f,60-64,0.000122286,4.08E-05
PR,WV,f,65-69,0,4.08E-05
PR,WV,f,70-74,0,4.08E-05
PR,WV,f,75-79,0,0
PR,WV,f,80-84,0,0
PR,WV,f,85-89,0,0
PR,WV,f,90-94,0,0
PR,WV,f,95-99,0,0
PR,WY,m,00-04,0,0
PR,WY,m,05-09,0,0
PR,WY,m,10-14,0,0
PR,WY,m,15-19,0,0
PR,WY,m,20-24,0,0
PR,WY,m,25-29,0,0
PR,WY,m,30-34,0,0
PR,WY,m,35-39,0,0
PR,WY,m,40-44,0,0
PR,WY,m,45-49,0,0
PR,WY,m,50-54,0,0
PR,WY,m,55-59,0,0
PR,WY,m,60-64,0,0
PR,WY,m,65-69,0,0
PR,WY,m,70-74,0,0
PR,WY,m,75-79,0,0
PR,WY,m,80-84,0,0
PR,WY,m,85-89,0,0
PR,WY,m,90-94,0,0
PR,WY,m,95-99,0,0
PR,WY,f,00-04,0,0
PR,WY,f,05-09,0,0
PR,WY,f,10-14,0,0
PR,WY,f,15-19,0,0
PR,WY,f,20-24,0,0
PR,WY,f,25-29,0,0
PR,WY,f,30-34,0,0
PR,WY,f,35-39,0,0
PR,WY,f,40-44,0,0
PR,WY,f,45-49,0,0
PR,WY,f,50-54,0,0
PR,WY,f,55-59,0,0
PR,WY,f,60-64,0,0
PR,WY,f,65-69,0,0
PR,WY,f,70-74,0,0
PR,WY,f,75-79,0,0
PR,WY,f,80-84,0,0
PR,WY,f,85-89,0,0
PR,WY,f,90-94,0,0
PR,WY,f,95-99,0,0
RI,AK,m,00-04,0,0
RI,AK,m,05-09,0,0
RI,AK,m,10-14,6.26E-05,2.09E-05
RI,AK,m,15-19,3.39E-05,3.22E-05
RI,AK,m,20-24,0,3.22E-05
RI,AK,m,25-29,0,1.13E-05
RI,AK,m,30-34,0.000482351,0.000160784
RI,AK,m,35-39,0,0.000160784
RI,AK,m,40-44,0.000255671,0.000246007
RI,AK,m,45-49,0,8.52237E-05
RI,AK,m,50-54,0,8.52237E-05
RI,AK,m,55-59,0,0
RI,AK,m,60-64,0,0
RI,AK,m,65-69,0,0
RI,AK,m,70-74,0,0
RI,AK,m,75-79,0,0
RI,AK,m,80-84,0,0
RI,AK,m,85-89,0,0
RI,AK,m,90-94,0,0
RI,AK,m,95-99,0,0
RI,AK,f,00-04,0.000347064,0.000347064
RI,AK,f,05-09,0,0.000173532
RI,AK,f,10-14,0,0.000115688
RI,AK,f,15-19,0,0
RI,AK,f,20-24,0,0
RI,AK,f,25-29,5.93E-05,1.98E-05
RI,AK,f,30-34,0,1.98E-05
RI,AK,f,35-39,0.000191543,8.36036E-05
RI,AK,f,40-44,7.2237E-05,8.79268E-05
RI,AK,f,45-49,0,8.79268E-05
RI,AK,f,50-54,0,2.41E-05
RI,AK,f,55-59,0,0
RI,AK,f,60-64,0,0
RI,AK,f,65-69,0,0
RI,AK,f,70-74,0,0
RI,AK,f,75-79,0,0
RI,AK,f,80-84,0,0
RI,AK,f,85-89,0,0
RI,AK,f,90-94,0,0
RI,AK,f,95-99,0,0
RI,AL,m,00-04,0,0
RI,AL,m,05-09,0,0
RI,AL,m,10-14,0,0
RI,AL,m,15-19,0,0
RI,AL,m,20-24,0,0
RI,AL,m,25-29,0,0
RI,AL,m,30-34,0.000343005,0.000114335
RI,AL,m,35-39,0,0.000114335
RI,AL,m,40-44,0,0.000114335
RI,AL,m,45-49,0,0
RI,AL,m,50-54,0,0
RI,AL,m,55-59,0.000163908,5.46E-05
RI,AL,m,60-64,0,5.46E-05
RI,AL,m,65-69,0,5.46E-05
RI,AL,m,70-74,0,0
RI,AL,m,75-79,0,0
RI,AL,m,80-84,0,0
RI,AL,m,85-89,0,0
RI,AL,m,90-94,0,0
RI,AL,m,95-99,0,0
RI,AL,f,00-04,0,0
RI,AL,f,05-09,0,0
RI,AL,f,10-14,0,0
RI,AL,f,15-19,0,0
RI,AL,f,20-24,0,0
RI,AL,f,25-29,0.000158046,5.27E-05
RI,AL,f,30-34,0,5.27E-05
RI,AL,f,35-39,0,5.27E-05
RI,AL,f,40-44,0,0
RI,AL,f,45-49,0,0
RI,AL,f,50-54,0,0
RI,AL,f,55-59,0,0
RI,AL,f,60-64,0.000313347,0.000104449
RI,AL,f,65-69,0,0.000104449
RI,AL,f,70-74,0,0.000104449
RI,AL,f,75-79,0,0
RI,AL,f,80-84,0,0
RI,AL,f,85-89,0,0
RI,AL,f,90-94,0,0
RI,AL,f,95-99,0,0
RI,AR,m,00-04,0,0
RI,AR,m,05-09,0,0
RI,AR,m,10-14,0,0
RI,AR,m,15-19,0,0
RI,AR,m,20-24,0,0
RI,AR,m,25-29,0,0
RI,AR,m,30-34,0,0
RI,AR,m,35-39,0,0
RI,AR,m,40-44,0,0
RI,AR,m,45-49,0,0
RI,AR,m,50-54,0,0
RI,AR,m,55-59,0,0
RI,AR,m,60-64,0.000232523,7.75075E-05
RI,AR,m,65-69,0,7.75075E-05
RI,AR,m,70-74,0,7.75075E-05
RI,AR,m,75-79,0,0
RI,AR,m,80-84,0,0
RI,AR,m,85-89,0,0
RI,AR,m,90-94,0,0
RI,AR,m,95-99,0,0
RI,AR,f,00-04,0,0
RI,AR,f,05-09,0,0
RI,AR,f,10-14,0,0
RI,AR,f,15-19,0,0
RI,AR,f,20-24,0,0
RI,AR,f,25-29,0,0
RI,AR,f,30-34,0,0
RI,AR,f,35-39,0,0
RI,AR,f,40-44,0,0
RI,AR,f,45-49,0,0
RI,AR,f,50-54,0,0
RI,AR,f,55-59,0,0
RI,AR,f,60-64,0,0
RI,AR,f,65-69,0,0
RI,AR,f,70-74,0,0
RI,AR,f,75-79,0,0
RI,AR,f,80-84,0,0
RI,AR,f,85-89,0,0
RI,AR,f,90-94,0,0
RI,AR,f,95-99,0,0
RI,AZ,m,00-04,0.000264524,0.000264524
RI,AZ,m,05-09,0.000158716,0.00021162
RI,AZ,m,10-14,0.001001034,0.000474758
RI,AZ,m,15-19,0.000144025,0.000434591
RI,AZ,m,20-24,0.000964648,0.000703236
RI,AZ,m,25-29,0.001823306,0.000977326
RI,AZ,m,30-34,0,0.000929318
RI,AZ,m,35-39,0.001202873,0.001008726
RI,AZ,m,40-44,0.000189386,0.000464087
RI,AZ,m,45-49,0.00021831,0.000536857
RI,AZ,m,50-54,0.000366383,0.000258026
RI,AZ,m,55-59,0.000269966,0.000284886
RI,AZ,m,60-64,0.000127887,0.000254745
RI,AZ,m,65-69,0,0.000132618
RI,AZ,m,70-74,0,4.26E-05
RI,AZ,m,75-79,0,0
RI,AZ,m,80-84,0.000453593,0.000151198
RI,AZ,m,85-89,0,0.000151198
RI,AZ,m,90-94,0,0.000151198
RI,AZ,m,95-99,0,0
RI,AZ,f,00-04,0.00052658,0.00052658
RI,AZ,f,05-09,0.001026135,0.000776358
RI,AZ,f,10-14,3.20E-05,0.000528243
RI,AZ,f,15-19,0.000370447,0.000476199
RI,AZ,f,20-24,0.000718522,0.000373661
RI,AZ,f,25-29,0.001155714,0.000748228
RI,AZ,f,30-34,0.000871504,0.000915247
RI,AZ,f,35-39,0.000231868,0.000753029
RI,AZ,f,40-44,0.000153504,0.000418959
RI,AZ,f,45-49,0,0.000128457
RI,AZ,f,50-54,0.000241901,0.000131802
RI,AZ,f,55-59,0.000779798,0.000340567
RI,AZ,f,60-64,0.000208898,0.000410199
RI,AZ,f,65-69,0,0.000329565
RI,AZ,f,70-74,0,6.96326E-05
RI,AZ,f,75-79,0,0
RI,AZ,f,80-84,0,0
RI,AZ,f,85-89,0,0
RI,AZ,f,90-94,0,0
RI,AZ,f,95-99,0,0
RI,CA,m,00-04,0.000379534,0.000379534
RI,CA,m,05-09,0.000243364,0.000311449
RI,CA,m,10-14,0.000615219,0.000412706
RI,CA,m,15-19,0.000398185,0.000418923
RI,CA,m,20-24,0.00298387,0.001332425
RI,CA,m,25-29,0.002184067,0.001855374
RI,CA,m,30-34,0.003494366,0.002887434
RI,CA,m,35-39,0.002750919,0.002809784
RI,CA,m,40-44,0.000463996,0.002236427
RI,CA,m,45-49,0.000986762,0.001400559
RI,CA,m,50-54,6.97872E-05,0.000506848
RI,CA,m,55-59,0.000501366,0.000519305
RI,CA,m,60-64,0.000255775,0.000275643
RI,CA,m,65-69,0,0.00025238
RI,CA,m,70-74,0,8.52583E-05
RI,CA,m,75-79,0,0
RI,CA,m,80-84,0,0
RI,CA,m,85-89,0.002251464,0.000419807
RI,CA,m,90-94,0,0.000419807
RI,CA,m,95-99,0,0.000419807
RI,CA,f,00-04,0.000323129,0.000323129
RI,CA,f,05-09,0.000855113,0.000589121
RI,CA,f,10-14,0.0009924,0.000723547
RI,CA,f,15-19,0.000534133,0.000793882
RI,CA,f,20-24,0.002510698,0.001345744
RI,CA,f,25-29,0.00168912,0.001577984
RI,CA,f,30-34,0.001102505,0.001767441
RI,CA,f,35-39,0.001663403,0.00148501
RI,CA,f,40-44,0.000180593,0.000982167
RI,CA,f,45-49,0.000422467,0.000755488
RI,CA,f,50-54,0.000145141,0.0002494
RI,CA,f,55-59,0,0.000189203
RI,CA,f,60-64,0.000198453,0.000114531
RI,CA,f,65-69,0.000340695,0.000179716
RI,CA,f,70-74,0,0.000179716
RI,CA,f,75-79,0,0.000113565
RI,CA,f,80-84,0,0
RI,CA,f,85-89,0.000701212,0.000198223
RI,CA,f,90-94,0.001213185,0.000403024
RI,CA,f,95-99,0,0.000403024
RI,CO,m,00-04,0.000184016,0.000184016
RI,CO,m,05-09,0.000677187,0.000430602
RI,CO,m,10-14,0.000271113,0.000377439
RI,CO,m,15-19,0.000372769,0.000440357
RI,CO,m,20-24,0.000621299,0.000421727
RI,CO,m,25-29,0.000760523,0.000584864
RI,CO,m,30-34,0.000150065,0.000510629
RI,CO,m,35-39,0.000627586,0.000512725
RI,CO,m,40-44,0.000293548,0.000357066
RI,CO,m,45-49,0,0.000307045
RI,CO,m,50-54,0.000375106,0.000222885
RI,CO,m,55-59,0,0.000125035
RI,CO,m,60-64,0,0.000125035
RI,CO,m,65-69,0,0
RI,CO,m,70-74,0,0
RI,CO,m,75-79,0,0
RI,CO,m,80-84,0,0
RI,CO,m,85-89,0,0
RI,CO,m,90-94,0,0
RI,CO,m,95-99,0,0
RI,CO,f,00-04,0.00015558,0.00015558
RI,CO,f,05-09,0.000627083,0.000391332
RI,CO,f,10-14,0.000288116,0.000356926
RI,CO,f,15-19,0,0.000305066
RI,CO,f,20-24,0.000924994,0.00040437
RI,CO,f,25-29,0.000651941,0.000525645
RI,CO,f,30-34,0.000556503,0.000711146
RI,CO,f,35-39,0,0.000402815
RI,CO,f,40-44,0.0002438,0.000266768
RI,CO,f,45-49,0.000414183,0.000219328
RI,CO,f,50-54,0.000225775,0.000294586
RI,CO,f,55-59,0,0.000213319
RI,CO,f,60-64,0,7.52582E-05
RI,CO,f,65-69,0.001206627,0.000402209
RI,CO,f,70-74,0,0.000402209
RI,CO,f,75-79,0,0.000402209
RI,CO,f,80-84,0,0
RI,CO,f,85-89,0.000617067,0.000174436
RI,CO,f,90-94,0,0.000174436
RI,CO,f,95-99,0,0.000174436
RI,CT,m,00-04,0.004312885,0.004312885
RI,CT,m,05-09,0.000698349,0.002505617
RI,CT,m,10-14,0.00211677,0.002376002
RI,CT,m,15-19,0.001990927,0.001602016
RI,CT,m,20-24,0.005493591,0.003200429
RI,CT,m,25-29,0.003461356,0.003648625
RI,CT,m,30-34,0.003773057,0.004242668
RI,CT,m,35-39,0.001945517,0.003059977
RI,CT,m,40-44,0.000710198,0.002142924
RI,CT,m,45-49,0.001606762,0.001420826
RI,CT,m,50-54,0.001570211,0.001295724
RI,CT,m,55-59,0.000491724,0.001222899
RI,CT,m,60-64,0.000930091,0.000997342
RI,CT,m,65-69,0,0.000473938
RI,CT,m,70-74,0.001336139,0.00075541
RI,CT,m,75-79,0,0.00044538
RI,CT,m,80-84,0.000942077,0.000759405
RI,CT,m,85-89,0,0.000314026
RI,CT,m,90-94,0,0.000314026
RI,CT,m,95-99,0,0
RI,CT,f,00-04,0.002202062,0.002202062
RI,CT,f,05-09,0.001003332,0.001602697
RI,CT,f,10-14,0.001291187,0.001498861
RI,CT,f,15-19,0.003601093,0.001965204
RI,CT,f,20-24,0.003666941,0.002853074
RI,CT,f,25-29,0.002410207,0.00322608
RI,CT,f,30-34,0.002530512,0.00286922
RI,CT,f,35-39,0.002258196,0.002399638
RI,CT,f,40-44,0.001787866,0.002192191
RI,CT,f,45-49,0.001747852,0.001931305
RI,CT,f,50-54,0.000516056,0.001350592
RI,CT,f,55-59,0.00020183,0.000821913
RI,CT,f,60-64,0.00047002,0.000395969
RI,CT,f,65-69,0.000425868,0.000365906
RI,CT,f,70-74,0.000792924,0.000562937
RI,CT,f,75-79,0.00088833,0.000702374
RI,CT,f,80-84,0.00053255,0.000737935
RI,CT,f,85-89,0.00221583,0.00110001
RI,CT,f,90-94,0.000924331,0.000959939
RI,CT,f,95-99,0,0.000782423
RI,DC,m,00-04,0,0
RI,DC,m,05-09,0,0
RI,DC,m,10-14,0,0
RI,DC,m,15-19,0.00054221,0.000180737
RI,DC,m,20-24,0.000989173,0.000510461
RI,DC,m,25-29,0.000780024,0.000770469
RI,DC,m,30-34,0,0.000589732
RI,DC,m,35-39,0,0.000260008
RI,DC,m,40-44,0,0
RI,DC,m,45-49,0.000235775,7.85916E-05
RI,DC,m,50-54,0,7.85916E-05
RI,DC,m,55-59,0,7.85916E-05
RI,DC,m,60-64,0,0
RI,DC,m,65-69,0,0
RI,DC,m,70-74,0,0
RI,DC,m,75-79,0,0
RI,DC,m,80-84,0,0
RI,DC,m,85-89,0,0
RI,DC,m,90-94,0,0
RI,DC,m,95-99,0,0
RI,DC,f,00-04,0,0
RI,DC,f,05-09,0,0
RI,DC,f,10-14,0,0
RI,DC,f,15-19,0.000370447,0.000123482
RI,DC,f,20-24,0.001081913,0.00048412
RI,DC,f,25-29,0.000691453,0.000714604
RI,DC,f,30-34,0.000388502,0.000720622
RI,DC,f,35-39,0.000554468,0.000544807
RI,DC,f,40-44,0,0.000314323
RI,DC,f,45-49,0,0.000184823
RI,DC,f,50-54,0,0
RI,DC,f,55-59,0,0
RI,DC,f,60-64,0.00047002,0.000156673
RI,DC,f,65-69,0,0.000156673
RI,DC,f,70-74,0,0.000156673
RI,DC,f,75-79,0,0
RI,DC,f,80-84,0,0
RI,DC,f,85-89,0,0
RI,DC,f,90-94,0,0
RI,DC,f,95-99,0,0
RI,DE,m,00-04,0,0
RI,DE,m,05-09,0,0
RI,DE,m,10-14,0,0
RI,DE,m,15-19,0.000194857,6.50E-05
RI,DE,m,20-24,0.000515024,0.000236627
RI,DE,m,25-29,0,0.000236627
RI,DE,m,30-34,0,0.000171675
RI,DE,m,35-39,0,0
RI,DE,m,40-44,0,0
RI,DE,m,45-49,0,0
RI,DE,m,50-54,0,0
RI,DE,m,55-59,0,0
RI,DE,m,60-64,0.000186018,6.20E-05
RI,DE,m,65-69,0,6.20E-05
RI,DE,m,70-74,0,6.20E-05
RI,DE,m,75-79,0,0
RI,DE,m,80-84,0,0
RI,DE,m,85-89,0,0
RI,DE,m,90-94,0,0
RI,DE,m,95-99,0,0
RI,DE,f,00-04,0,0
RI,DE,f,05-09,0,0
RI,DE,f,10-14,0,0
RI,DE,f,15-19,0.000740895,0.000246965
RI,DE,f,20-24,0.000115624,0.000285506
RI,DE,f,25-29,0,0.000285506
RI,DE,f,30-34,0,3.85E-05
RI,DE,f,35-39,0,0
RI,DE,f,40-44,0.000144474,4.82E-05
RI,DE,f,45-49,0,4.82E-05
RI,DE,f,50-54,0,4.82E-05
RI,DE,f,55-59,0,0
RI,DE,f,60-64,0,0
RI,DE,f,65-69,0.000255521,8.51736E-05
RI,DE,f,70-74,0,8.51736E-05
RI,DE,f,75-79,0,8.51736E-05
RI,DE,f,80-84,0,0
RI,DE,f,85-89,0,0
RI,DE,f,90-94,0,0
RI,DE,f,95-99,0,0
RI,FL,m,00-04,0.002725743,0.002725743
RI,FL,m,05-09,0.001534252,0.002129998
RI,FL,m,10-14,0.001824802,0.002028266
RI,FL,m,15-19,0.002118008,0.001825687
RI,FL,m,20-24,0.001994697,0.001979169
RI,FL,m,25-29,0.003334602,0.002482435
RI,FL,m,30-34,0.00236888,0.002566059
