region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
NV,840-32,0,,,17000,17950,,
NV,840-32,1,,,18720,18090,,
NV,840-32,2,,,18240,20550,,
NV,840-32,3,,,18670,19710,,
NV,840-32,4,,,19170,20130,,
NV,840-32,5,,,18640,17910,,
NV,840-32,6,,,18240,18990,,
NV,840-32,7,,,17920,18810,,
NV,840-32,8,,,18500,19180,,
NV,840-32,9,,,18150,19020,,
NV,840-32,10,,,17770,19580,,
NV,840-32,11,,,18980,18540,,
NV,840-32,12,,,17500,18390,,
NV,840-32,13,,,17130,18330,,
NV,840-32,14,,,18340,18280,,
NV,840-32,15,,,17710,19070,,
NV,840-32,16,,,17840,18390,,
NV,840-32,17,,,17530,19130,,
NV,840-32,18,,,17430,18360,,
NV,840-32,19,,,16890,18110,,
NV,840-32,20,,,17190,18260,,
NV,840-32,21,,,16880,18150,,
NV,840-32,22,,,17000,17380,,
NV,840-32,23,,,17490,18230,,
NV,840-32,24,,,17690,19750,,
NV,840-32,25,,,19020,19130,,
NV,840-32,26,,,18880,19520,,
NV,840-32,27,,,20270,20440,,
NV,840-32,28,,,20130,19930,,
NV,840-32,29,,,19470,20130,,
NV,840-32,30,,,19670,21560,,
NV,840-32,31,,,19380,19690,,
NV,840-32,32,,,18660,19930,,
NV,840-32,33,,,18880,19790,,
NV,840-32,34,,,17700,18280,,
NV,840-32,35,,,17630,18730,,
NV,840-32,36,,,18330,19380,,
NV,840-32,37,,,19210,19870,,
NV,840-32,38,,,18890,19680,,
NV,840-32,39,,,19670,21910,,
NV,840-32,40,,,19560,21450,,
NV,840-32,41,,,18330,19530,,
NV,840-32,42,,,17780,19510,,
NV,840-32,43,,,17620,18960,,
NV,840-32,44,,,18620,20240,,
NV,840-32,45,,,19310,20370,,
NV,840-32,46,,,19080,19570,,
NV,840-32,47,,,19130,19830,,
NV,840-32,48,,,18230,20060,,
NV,840-32,49,,,17970,19200,,
NV,840-32,50,,,18950,19390,,
NV,840-32,51,,,18160,17840,,
NV,840-32,52,,,18030,17950,,
NV,840-32,53,,,18500,17860,,
NV,840-32,54,,,17400,17420,,
NV,840-32,55,,,18510,17210,,
NV,840-32,56,,,17030,16320,,
NV,840-32,57,,,16140,16130,,
NV,840-32,58,,,16360,15860,,
NV,840-32,59,,,15730,15130,,
NV,840-32,60,,,16210,15790,,
NV,840-32,61,,,14660,15470,,
NV,840-32,62,,,17050,15880,,
NV,840-32,63,,,16200,15490,,
NV,840-32,64,,,11940,12900,,
NV,840-32,65,,,12760,12490,,
NV,840-32,66,,,12340,11780,,
NV,840-32,67,,,12420,12130,,
NV,840-32,68,,,10380,10730,,
NV,840-32,69,,,10050,9520,,
NV,840-32,70,,,10100,9200,,
NV,840-32,71,,,8650,8450,,
NV,840-32,72,,,7940,7940,,
NV,840-32,73,,,7940,7470,,
NV,840-32,74,,,7300,6860,,
NV,840-32,75,,,6740,6700,,
NV,840-32,76,,,6210,6390,,
NV,840-32,77,,,5930,5260,,
NV,840-32,78,,,5720,5090,,
NV,840-32,79,,,5330,4460,,
NV,840-32,80,,,5450,4350,,
NV,840-32,81,,,4140,3700,,
NV,840-32,82,,,4540,3320,,
NV,840-32,83,,,3970,2870,,
NV,840-32,84,,,3580,2730,,
NV,840-32,85,,,3520,2030,,
NV,840-32,86,,,3050,1930,,
NV,840-32,87,,,2480,1490,,
NV,840-32,88,,,2030.506537,1152.144412,,
NV,840-32,89,,,1766.335636,961.6229458,,
NV,840-32,90,,,1482.321252,753.421923,,
NV,840-32,91,,,1159.817561,555.7124756,,
NV,840-32,92,,,991.8554401,444.7170437,,
NV,840-32,93,,,767.2942378,320.6884004,,
NV,840-32,94,,,613.0955456,233.5161443,,
NV,840-32,95,,,479.7593135,169.1013886,,
NV,840-32,96,,,362.876415,117.3521863,,
NV,840-32,97,,,261.3699223,78.72144932,,
NV,840-32,98,,,181.2522805,50.63024309,,
NV,840-32,99,,,125.9184685,32.54040145,,
NV,840-32,100,,,217.5973903,49.83098646,,
