region,region.code,age,lx_rural_female,lx_rural_male,lx_urban_female,lx_urban_male,lx_national_female,lx_national_male,mx_rural_female,mx_rural_male,mx_urban_female,mx_urban_male,mx_national_female,mx_national_male
ND,840-38,0,1.00E+05,1.00E+05,1.00E+05,1.00E+05,NA,NA,0.005096255,0.006385184,0.005096255,0.006385184,NA,NA
ND,840-38,1,99492.67274,99365.04913,99492.67274,99365.04913,NA,NA,0.000347459,0.000422078,0.000347459,0.000422078,NA,NA
ND,840-38,2,99458.1088,99323.11799,99458.1088,99323.11799,NA,NA,0.000221509,0.000300223,0.000221509,0.000300223,NA,NA
ND,840-38,3,99436.08038,99293.30374,99436.08038,99293.30374,NA,NA,0.000161546,0.000226137,0.000161546,0.000226137,NA,NA
ND,840-38,4,99420.01821,99270.85248,99420.01821,99270.85248,NA,NA,0.000133419,0.000201677,0.000133419,0.000201677,NA,NA
ND,840-38,5,99406.75448,99250.83388,99406.75448,99250.83388,NA,NA,1.24E-04,0.000177147,1.24E-04,0.000177147,NA,NA
ND,840-38,6,99394.39343,99233.25346,99394.39343,99233.25346,NA,NA,1.10E-04,0.000157894,1.10E-04,0.000157894,NA,NA
ND,840-38,7,99383.43781,99217.58635,99383.43781,99217.58635,NA,NA,1.00E-04,0.000141807,1.00E-04,0.000141807,NA,NA
ND,840-38,8,99373.48823,99203.51754,99373.48823,99203.51754,NA,NA,9.20E-05,1.25E-04,9.20E-05,1.25E-04,NA,NA
ND,840-38,9,99364.34487,99191.15748,99364.34487,99191.15748,NA,NA,8.69E-05,1.11E-04,8.69E-05,1.11E-04,NA,NA
ND,840-38,10,99355.70628,99180.18963,99355.70628,99180.18963,NA,NA,8.59E-05,1.04E-04,8.59E-05,1.04E-04,NA,NA
ND,840-38,11,99347.16929,99169.86616,99347.16929,99169.86616,NA,NA,9.10E-05,1.15E-04,9.10E-05,1.15E-04,NA,NA
ND,840-38,12,99338.12908,99158.47243,99338.12908,99158.47243,NA,NA,1.05E-04,0.000152536,1.05E-04,0.000152536,NA,NA
ND,840-38,13,99327.6816,99143.3483,99327.6816,99143.3483,NA,NA,1.28E-04,0.000222949,1.28E-04,0.000222949,NA,NA
ND,840-38,14,99314.93015,99121.24682,99314.93015,99121.24682,NA,NA,0.000160544,0.000320247,0.000160544,0.000320247,NA,NA
ND,840-38,15,99298.98712,99089.50847,99298.98712,99089.50847,NA,NA,0.000195569,0.000423124,0.000195569,0.000423124,NA,NA
ND,840-38,16,99279.56912,99047.58994,99279.56912,99047.58994,NA,NA,0.000232466,0.000528542,0.000232466,0.000528542,NA,NA
ND,840-38,17,99256.49279,98995.25323,99256.49279,98995.25323,NA,NA,0.000271232,0.000652119,0.000271232,0.000652119,NA,NA
ND,840-38,18,99229.57508,98930.71796,99229.57508,98930.71796,NA,NA,3.08E-04,0.000792684,0.000307907,0.000792684,NA,NA
ND,840-38,19,99199.02629,98852.32828,99199.02629,98852.32828,NA,NA,0.000343511,0.000936785,0.000343511,0.000936785,NA,NA
ND,840-38,20,99164.95621,98759.7682,99164.95621,98759.7682,NA,NA,0.000379045,0.001081402,0.000379045,0.001081402,NA,NA
ND,840-38,21,99127.37559,98653.02687,99127.37559,98653.02687,NA,NA,0.000413527,0.001211281,0.000413527,0.001211281,NA,NA
ND,840-38,22,99086.39238,98533.60271,99086.39238,98533.60271,NA,NA,0.00044402,0.001306179,0.00044402,0.001306179,NA,NA
ND,840-38,23,99042.40576,98404.98351,99042.40576,98404.98351,NA,NA,0.000470545,0.001360194,0.000470545,0.001360194,NA,NA
ND,840-38,24,98995.81255,98271.22391,98995.81255,98271.22391,NA,NA,0.000496062,0.001386689,0.000496062,0.001386689,NA,NA
ND,840-38,25,98946.71639,98135.04745,98946.71639,98135.04745,NA,NA,0.000522542,0.001402971,0.000522542,0.001402971,NA,NA
ND,840-38,26,98895.02661,97997.46331,98895.02661,97997.46331,NA,NA,0.000550943,0.001424345,0.000550943,0.001424345,NA,NA
ND,840-38,27,98840.55632,97857.98041,98840.55632,97857.98041,NA,NA,0.0005803,0.001449781,0.0005803,0.001449781,NA,NA
ND,840-38,28,98783.21633,97716.21052,98783.21633,97716.21052,NA,NA,0.0006106,0.001482317,0.0006106,0.001482317,NA,NA
ND,840-38,29,98722.91804,97571.47067,98722.91804,97571.47067,NA,NA,0.00064087,0.001520941,0.00064087,0.001520941,NA,NA
ND,840-38,30,98659.66975,97423.18222,98659.66975,97423.18222,NA,NA,0.000674045,0.001561591,0.000674045,0.001561591,NA,NA
ND,840-38,31,98593.19143,97271.16659,98593.19143,97271.16659,NA,NA,0.000711082,0.001601177,0.000711082,0.001601177,NA,NA
ND,840-38,32,98523.10881,97115.54279,98523.10881,97115.54279,NA,NA,0.000750995,0.001639736,0.000750995,0.001639736,NA,NA
ND,840-38,33,98449.14585,96956.4294,98449.14585,96956.4294,NA,NA,0.000797679,0.001677252,0.000797679,0.001677252,NA,NA
ND,840-38,34,98370.64594,96793.94448,98370.64594,96793.94448,NA,NA,0.000851116,0.001717816,0.000851116,0.001717816,NA,NA
ND,840-38,35,98286.95712,96627.81389,98286.95712,96627.81389,NA,NA,0.000914178,0.001771488,0.000914178,0.001771488,NA,NA
ND,840-38,36,98197.14685,96456.78945,98197.14685,96456.78945,NA,NA,0.000986835,0.001839339,0.000986835,0.001839339,NA,NA
ND,840-38,37,98100.29027,96279.53762,98100.29027,96279.53762,NA,NA,0.001065196,0.001916195,0.001065196,0.001916195,NA,NA
ND,840-38,38,97995.84981,96095.22481,97995.84981,96095.22481,NA,NA,0.001146346,0.002000053,0.001146346,0.002000053,NA,NA
ND,840-38,39,97883.57698,95903.22129,97883.57698,95903.22129,NA,NA,0.001230282,0.002092936,0.001230282,0.002092936,NA,NA
ND,840-38,40,97763.22665,95702.71288,97763.22665,95702.71288,NA,NA,0.00132374,0.002203862,0.00132374,0.002203862,NA,NA
ND,840-38,41,97633.89921,95492.03064,97633.89921,95492.03064,NA,NA,0.001428614,0.002338826,0.001428614,0.002338826,NA,NA
ND,840-38,42,97494.51758,95268.95351,97494.51758,95268.95351,NA,NA,0.001540061,0.002497733,0.001540061,0.002497733,NA,NA
ND,840-38,43,97344.48481,95031.29387,97344.48481,95031.29387,NA,NA,0.001662884,0.002687536,0.001662884,0.002687536,NA,NA
ND,840-38,44,97182.74674,94776.23519,97182.74674,94776.23519,NA,NA,0.001801802,0.002913154,0.001801802,0.002913154,NA,NA
ND,840-38,45,97007.79936,94500.53901,97007.79936,94500.53901,NA,NA,0.001950108,0.003162377,0.001950108,0.003162377,NA,NA
ND,840-38,46,96818.80794,94202.16289,96818.80794,94202.16289,NA,NA,0.002119198,0.003447187,0.002119198,0.003447187,NA,NA
ND,840-38,47,96613.84585,93877.99087,96613.84585,93877.99087,NA,NA,0.00232619,0.003792251,0.00232619,0.003792251,NA,NA
ND,840-38,48,96389.36367,93522.65575,96389.36367,93522.65575,NA,NA,0.002570937,0.004198336,0.002570937,0.004198336,NA,NA
ND,840-38,49,96141.87081,93130.83662,96141.87081,93130.83662,NA,NA,0.002837122,0.004642421,0.002837122,0.004642421,NA,NA
ND,840-38,50,95869.49099,92699.48766,95869.49099,92699.48766,NA,NA,0.003104782,0.005088555,0.003104782,0.005088555,NA,NA
ND,840-38,51,95572.29847,92228.97576,95572.29847,92228.97576,NA,NA,0.003369218,0.005539934,0.003369218,0.005539934,NA,NA
ND,840-38,52,95250.8361,91719.44189,95250.8361,91719.44189,NA,NA,0.003642776,0.006029185,0.003642776,0.006029185,NA,NA
