region,region_code,age,rural,urban,all
ND,840-38,0,,0,0
ND,840-38,1,,0,0
ND,840-38,2,,0,0
ND,840-38,3,,0,0
ND,840-38,4,,0,0
ND,840-38,5,,0,0
ND,840-38,6,,0,0
ND,840-38,7,,0,0
ND,840-38,8,,0,0
ND,840-38,9,,0,0
ND,840-38,10,,0,0
ND,840-38,11,,0,0
ND,840-38,12,,0,0
ND,840-38,13,,0,0
ND,840-38,14,,0,0
ND,840-38,15,,0.003770028,0.003770028
ND,840-38,16,,0.001680672,0.001680672
ND,840-38,17,,0.000735655,0.000735655
ND,840-38,18,,0.036567963,0.036567963
ND,840-38,19,,0.026679281,0.026679281
ND,840-38,20,,0.066348098,0.066348098
ND,840-38,21,,0.048316664,0.048316664
ND,840-38,22,,0.076029567,0.076029567
ND,840-38,23,,0.080206296,0.080206296
ND,840-38,24,,0.196020942,0.196020942
ND,840-38,25,,0.106551476,0.106551476
ND,840-38,26,,0.098674201,0.098674201
ND,840-38,27,,0.149636804,0.149636804
ND,840-38,28,,0.113399441,0.113399441
ND,840-38,29,,0.132081281,0.132081281
ND,840-38,30,,0.104662698,0.104662698
ND,840-38,31,,0.189382642,0.189382642
ND,840-38,32,,0.079249218,0.079249218
ND,840-38,33,,0.103466667,0.103466667
ND,840-38,34,,0.106698281,0.106698281
ND,840-38,35,,0.074562584,0.074562584
ND,840-38,36,,0.070635721,0.070635721
ND,840-38,37,,0.030369443,0.030369443
ND,840-38,38,,0.026870229,0.026870229
ND,840-38,39,,0.041001192,0.041001192
ND,840-38,40,,0.011007155,0.011007155
ND,840-38,41,,0.000892326,0.000892326
ND,840-38,42,,0.00636219,0.00636219
ND,840-38,43,,0.017014139,0.017014139
ND,840-38,44,,0,0
ND,840-38,45,,0.001838235,0.001838235
ND,840-38,46,,0,0
ND,840-38,47,,0.004120622,0.004120622
ND,840-38,48,,0.00139165,0.00139165
ND,840-38,49,,0.001423343,0.001423343
ND,840-38,50,,0,0
ND,840-38,51,,0,0
ND,840-38,52,,0,0
ND,840-38,53,,0,0
ND,840-38,54,,0,0
ND,840-38,55,,0,0
ND,840-38,56,,0,0
ND,840-38,57,,0,0
ND,840-38,58,,0,0
ND,840-38,59,,0,0
ND,840-38,60,,0,0
ND,840-38,61,,0,0
ND,840-38,62,,0,0
ND,840-38,63,,0,0
ND,840-38,64,,0,0
ND,840-38,65,,0,0
ND,840-38,66,,0,0
ND,840-38,67,,0,0
ND,840-38,68,,0,0
ND,840-38,69,,0,0
ND,840-38,70,,0,0
ND,840-38,71,,0,0
ND,840-38,72,,0,0
ND,840-38,73,,0,0
ND,840-38,74,,0,0
ND,840-38,75,,0,0
ND,840-38,76,,0,0
ND,840-38,77,,0,0
ND,840-38,78,,0,0
ND,840-38,79,,0,0
ND,840-38,80,,0,0
ND,840-38,81,,0,0
ND,840-38,82,,0,0
ND,840-38,83,,0,0
ND,840-38,84,,0,0
ND,840-38,85,,0,0
ND,840-38,86,,0,0
ND,840-38,87,,0,0
ND,840-38,88,,0,0
ND,840-38,89,,0,0
ND,840-38,90,,0,0
ND,840-38,91,,0,0
ND,840-38,92,,0,0
ND,840-38,93,,0,0
ND,840-38,94,,0,0
ND,840-38,95,,0,0
ND,840-38,96,,0,0
ND,840-38,97,,0,0
ND,840-38,98,,0,0
ND,840-38,99,,0,0
ND,840-38,100,,0,0
