"from","to","gender","age","mrate"
"AL","ND","m","0","5.80659e-06"
"AL","ND","m","1","5.80659e-06"
"AL","ND","m","2","5.80659e-06"
"AL","ND","m","3","5.80659e-06"
"AL","ND","m","4","5.80659e-06"
"AL","ND","m","5","5.22128e-06"
"AL","ND","m","6","5.22128e-06"
"AL","ND","m","7","5.22128e-06"
"AL","ND","m","8","5.22128e-06"
"AL","ND","m","9","5.22128e-06"
"AL","ND","m","10","6.83343e-06"
"AL","ND","m","11","6.83343e-06"
"AL","ND","m","12","6.83343e-06"
"AL","ND","m","13","6.83343e-06"
"AL","ND","m","14","6.83343e-06"
"AL","ND","m","15","1.1609e-05"
"AL","ND","m","16","1.1609e-05"
"AL","ND","m","17","1.1609e-05"
"AL","ND","m","18","1.1609e-05"
"AL","ND","m","19","1.1609e-05"
"AL","ND","m","20","1.87834e-05"
"AL","ND","m","21","1.87834e-05"
"AL","ND","m","22","1.87834e-05"
"AL","ND","m","23","1.87834e-05"
"AL","ND","m","24","1.87834e-05"
"AL","ND","m","25","1.93363e-05"
"AL","ND","m","26","1.93363e-05"
"AL","ND","m","27","1.93363e-05"
"AL","ND","m","28","1.93363e-05"
"AL","ND","m","29","1.93363e-05"
"AL","ND","m","30","1.42118e-05"
"AL","ND","m","31","1.42118e-05"
"AL","ND","m","32","1.42118e-05"
"AL","ND","m","33","1.42118e-05"
"AL","ND","m","34","1.42118e-05"
"AL","ND","m","35","8.08312e-06"
"AL","ND","m","36","8.08312e-06"
"AL","ND","m","37","8.08312e-06"
"AL","ND","m","38","8.08312e-06"
"AL","ND","m","39","8.08312e-06"
"AL","ND","m","40","4.84104e-06"
"AL","ND","m","41","4.84104e-06"
"AL","ND","m","42","4.84104e-06"
"AL","ND","m","43","4.84104e-06"
"AL","ND","m","44","4.84104e-06"
"AL","ND","m","45","6.29582e-06"
"AL","ND","m","46","6.29582e-06"
"AL","ND","m","47","6.29582e-06"
"AL","ND","m","48","6.29582e-06"
"AL","ND","m","49","6.29582e-06"
"AL","ND","m","50","5.25636e-06"
"AL","ND","m","51","5.25636e-06"
"AL","ND","m","52","5.25636e-06"
"AL","ND","m","53","5.25636e-06"
"AL","ND","m","54","5.25636e-06"
"AL","ND","m","55","5.78213e-06"
