region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
CA,840-06,0,,,228510,233830,,
CA,840-06,1,,,243620,254240,,
CA,840-06,2,,,253810,266850,,
CA,840-06,3,,,257440,271950,,
CA,840-06,4,,,252100,263290,,
CA,840-06,5,,,248760,259100,,
CA,840-06,6,,,245110,254950,,
CA,840-06,7,,,243110,253440,,
CA,840-06,8,,,243480,252830,,
CA,840-06,9,,,246740,260760,,
CA,840-06,10,,,249770,260040,,
CA,840-06,11,,,253590,261820,,
CA,840-06,12,,,251670,262090,,
CA,840-06,13,,,252470,267110,,
CA,840-06,14,,,257630,269960,,
CA,840-06,15,,,265290,278840,,
CA,840-06,16,,,270990,286830,,
CA,840-06,17,,,270430,289000,,
CA,840-06,18,,,270460,294000,,
CA,840-06,19,,,276100,294790,,
CA,840-06,20,,,277040,302210,,
CA,840-06,21,,,269740,292200,,
CA,840-06,22,,,263570,287060,,
CA,840-06,23,,,257540,283640,,
CA,840-06,24,,,264200,283540,,
CA,840-06,25,,,265350,289630,,
CA,840-06,26,,,260960,280270,,
CA,840-06,27,,,267780,282850,,
CA,840-06,28,,,266620,280330,,
CA,840-06,29,,,268110,277600,,
CA,840-06,30,,,272910,287150,,
CA,840-06,31,,,250300,258160,,
CA,840-06,32,,,254210,258310,,
CA,840-06,33,,,248000,254480,,
CA,840-06,34,,,248700,252720,,
CA,840-06,35,,,257310,259450,,
CA,840-06,36,,,243830,248770,,
CA,840-06,37,,,249770,254000,,
CA,840-06,38,,,256920,257260,,
CA,840-06,39,,,271370,272200,,
CA,840-06,40,,,280140,287620,,
CA,840-06,41,,,259530,261270,,
CA,840-06,42,,,253580,260760,,
CA,840-06,43,,,251520,251700,,
CA,840-06,44,,,256930,257080,,
CA,840-06,45,,,269010,275060,,
CA,840-06,46,,,270920,267080,,
CA,840-06,47,,,265940,266330,,
CA,840-06,48,,,265510,263980,,
CA,840-06,49,,,270260,265280,,
CA,840-06,50,,,273780,272280,,
CA,840-06,51,,,258570,252030,,
CA,840-06,52,,,264070,256130,,
CA,840-06,53,,,254810,245200,,
CA,840-06,54,,,249730,242870,,
CA,840-06,55,,,245040,237170,,
CA,840-06,56,,,233640,221810,,
CA,840-06,57,,,229260,212700,,
CA,840-06,58,,,214080,202520,,
CA,840-06,59,,,208830,193930,,
CA,840-06,60,,,207500,197050,,
CA,840-06,61,,,199140,180950,,
CA,840-06,62,,,198740,184710,,
CA,840-06,63,,,192010,178030,,
CA,840-06,64,,,154700,140470,,
CA,840-06,65,,,154020,138500,,
CA,840-06,66,,,145240,128510,,
CA,840-06,67,,,145670,127150,,
CA,840-06,68,,,128540,111970,,
CA,840-06,69,,,121420,103320,,
CA,840-06,70,,,115490,98620,,
CA,840-06,71,,,110310,92160,,
CA,840-06,72,,,105210,89610,,
CA,840-06,73,,,100850,81560,,
CA,840-06,74,,,95410,77910,,
CA,840-06,75,,,93790,76880,,
CA,840-06,76,,,86160,70060,,
CA,840-06,77,,,85990,66180,,
CA,840-06,78,,,82980,64000,,
CA,840-06,79,,,82630,61070,,
CA,840-06,80,,,80610,59030,,
CA,840-06,81,,,74160,52050,,
CA,840-06,82,,,70180,47870,,
CA,840-06,83,,,67990,45100,,
CA,840-06,84,,,65190,40320,,
CA,840-06,85,,,60600,37290,,
CA,840-06,86,,,55100,32960,,
CA,840-06,87,,,49850,29120,,
CA,840-06,88,,,43580,25710,,
CA,840-06,89,,,39460,21660,,
CA,840-06,90,,,31232.21081,17067.37743,,
CA,840-06,91,,,24437.12286,12588.63629,,
CA,840-06,92,,,20898.19474,10074.24047,,
CA,840-06,93,,,16166.73535,7264.601411,,
CA,840-06,94,,,12917.7999,5289.875498,,
CA,840-06,95,,,10108.43229,3830.678581,,
CA,840-06,96,,,7645.733119,2658.396303,,
CA,840-06,97,,,5507.011723,1783.288548,,
CA,840-06,98,,,3818.949115,1146.934329,,
CA,840-06,99,,,2653.07682,737.142491,,
CA,840-06,100,,,4584.733273,1128.828652,,
