region,region.code,age,lx_rural_female,lx_rural_male,lx_urban_female,lx_urban_male,lx_national_female,lx_national_male,mx_rural_female,mx_rural_male,mx_urban_female,mx_urban_male,mx_national_female,mx_national_male
CA,840-06,0,1.00E+05,1.00E+05,1.00E+05,1.00E+05,NA,NA,0.004563294,0.005390179,0.004563294,0.005390179,NA,NA
CA,840-06,1,99545.51413,99463.52656,99545.51413,99463.52656,NA,NA,0.000272741,0.000319371,0.000272741,0.000319371,NA,NA
CA,840-06,2,99518.3675,99431.76575,99518.3675,99431.76575,NA,NA,0.000170087,0.000224077,0.000170087,0.000224077,NA,NA
CA,840-06,3,99501.4422,99409.4881,99501.4422,99409.4881,NA,NA,0.000122143,0.000166871,0.000122143,0.000166871,NA,NA
CA,840-06,4,99489.28957,99392.90102,99489.28957,99392.90102,NA,NA,9.99374E-05,0.000148138,9.99374E-05,0.000148138,NA,NA
CA,840-06,5,99479.34733,99378.17823,99479.34733,99378.17823,NA,NA,9.28E-05,0.000129444,9.28E-05,0.000129444,NA,NA
CA,840-06,6,99470.11325,99365.31515,99470.11325,99365.31515,NA,NA,8.18E-05,0.000114844,8.18E-05,0.000114844,NA,NA
CA,840-06,7,99461.97694,99353.90433,99461.97694,99353.90433,NA,NA,7.39E-05,0.000102699,7.39E-05,0.000102699,NA,NA
CA,840-06,8,99454.62226,99343.70131,99454.62226,99343.70131,NA,NA,6.77E-05,8.98E-05,6.77E-05,8.98E-05,NA,NA
CA,840-06,9,99447.89121,99334.78362,99447.89121,99334.78362,NA,NA,6.38E-05,7.93E-05,6.38E-05,7.93E-05,NA,NA
CA,840-06,10,99441.54921,99326.908,99441.54921,99326.908,NA,NA,6.30E-05,7.45E-05,6.30E-05,7.45E-05,NA,NA
CA,840-06,11,99435.28525,99319.51284,99435.28525,99319.51284,NA,NA,6.69E-05,8.25E-05,6.69E-05,8.25E-05,NA,NA
CA,840-06,12,99428.63327,99311.31831,99428.63327,99311.31831,NA,NA,7.79E-05,0.000110793,7.79E-05,0.000110793,NA,NA
CA,840-06,13,99420.89098,99300.31591,99420.89098,99300.31591,NA,NA,9.60E-05,0.000164425,9.60E-05,0.000164425,NA,NA
CA,840-06,14,99411.34839,99283.98983,99411.34839,99283.98983,NA,NA,0.000121348,0.000239644,0.000121348,0.000239644,NA,NA
CA,840-06,15,99399.28581,99260.19974,99399.28581,99260.19974,NA,NA,0.000149256,0.000320195,0.000149256,0.000320195,NA,NA
CA,840-06,16,99384.45088,99228.42212,99384.45088,99228.42212,NA,NA,0.000178922,0.000403562,0.000178922,0.000403562,NA,NA
CA,840-06,17,99366.67049,99188.38553,99366.67049,99188.38553,NA,NA,0.00021034,0.000502145,0.00021034,0.000502145,NA,NA
CA,840-06,18,99345.772,99138.59129,99345.772,99138.59129,NA,NA,2.40E-04,0.000615199,0.000240268,0.000615199,NA,NA
CA,840-06,19,99321.90521,99077.62004,99321.90521,99077.62004,NA,NA,0.00026949,0.000731945,0.00026949,0.000731945,NA,NA
CA,840-06,20,99295.14252,99005.12724,99295.14252,99005.12724,NA,NA,0.000298803,0.000849842,0.000298803,0.000849842,NA,NA
CA,840-06,21,99265.47738,98921.02427,99265.47738,98921.02427,NA,NA,0.000327379,0.000956273,0.000327379,0.000956273,NA,NA
CA,840-06,22,99232.98544,98826.474,99232.98544,98826.474,NA,NA,0.000352746,0.001034336,0.000352746,0.001034336,NA,NA
CA,840-06,23,99197.98757,98724.30661,99197.98757,98724.30661,NA,NA,0.000374882,0.001078872,0.000374882,0.001078872,NA,NA
CA,840-06,24,99160.80683,98617.85268,99160.80683,98617.85268,NA,NA,0.000396235,0.001100741,0.000396235,0.001100741,NA,NA
CA,840-06,25,99121.52347,98509.36014,99121.52347,98509.36014,NA,NA,0.000418449,0.001114192,0.000418449,0.001114192,NA,NA
CA,840-06,26,99080.05522,98399.6629,99080.05522,98399.6629,NA,NA,0.000442338,0.001131857,0.000442338,0.001131857,NA,NA
CA,840-06,27,99036.23822,98288.35153,99036.23822,98288.35153,NA,NA,0.000467093,0.001152893,0.000467093,0.001152893,NA,NA
CA,840-06,28,98989.99022,98175.10084,98989.99022,98175.10084,NA,NA,0.000492709,0.001179824,0.000492709,0.001179824,NA,NA
CA,840-06,29,98941.22913,98059.33929,98941.22913,98059.33929,NA,NA,0.000518363,0.001211824,0.000518363,0.001211824,NA,NA
CA,840-06,30,98889.95493,97940.58006,98889.95493,97940.58006,NA,NA,0.000546546,0.001245535,0.000546546,0.001245535,NA,NA
CA,840-06,31,98835.92204,97818.66807,98835.92204,97818.66807,NA,NA,0.00057809,0.001278403,0.00057809,0.001278403,NA,NA
CA,840-06,32,98778.80268,97693.69627,98778.80268,97693.69627,NA,NA,0.000612176,0.001310448,0.000612176,0.001310448,NA,NA
CA,840-06,33,98718.35093,97565.75761,98718.35093,97565.75761,NA,NA,0.000652155,0.001341657,0.000652155,0.001341657,NA,NA
CA,840-06,34,98653.99196,97434.94504,98653.99196,97434.94504,NA,NA,0.000698057,0.001375428,0.000698057,0.001375428,NA,NA
CA,840-06,35,98585.15014,97301.02292,98585.15014,97301.02292,NA,NA,0.000752411,0.001420171,0.000752411,0.001420171,NA,NA
CA,840-06,36,98511.00184,97162.93629,98511.00184,97162.93629,NA,NA,0.000815263,0.001476802,0.000815263,0.001476802,NA,NA
CA,840-06,37,98430.72218,97019.55296,98430.72218,97019.55296,NA,NA,0.000883305,0.00154106,0.000883305,0.00154106,NA,NA
CA,840-06,38,98343.81621,96870.15576,98343.81621,96870.15576,NA,NA,0.000954028,0.001611291,0.000954028,0.001611291,NA,NA
CA,840-06,39,98250.0382,96714.19538,98250.0382,96714.19538,NA,NA,0.001027438,0.001689217,0.001027438,0.001689217,NA,NA
CA,840-06,40,98149.14419,96550.9627,98149.14419,96550.9627,NA,NA,0.001109467,0.001782466,0.001109467,0.001782466,NA,NA
CA,840-06,41,98040.31132,96379.01787,98040.31132,96379.01787,NA,NA,0.001201856,0.001896181,0.001201856,0.001896181,NA,NA
CA,840-06,42,97922.5517,96196.43972,97922.5517,96196.43972,NA,NA,0.001300404,0.002030415,0.001300404,0.002030415,NA,NA
CA,840-06,43,97795.29503,96001.31914,97795.29503,96001.31914,NA,NA,0.001409414,0.002191202,0.001409414,0.002191202,NA,NA
CA,840-06,44,97657.55799,95791.19012,97657.55799,95791.19012,NA,NA,0.001533193,0.002382927,0.001533193,0.002382927,NA,NA
CA,840-06,45,97507.94413,95563.19839,97507.94413,95563.19839,NA,NA,0.001665854,0.002595423,0.001665854,0.002595423,NA,NA
CA,840-06,46,97345.64535,95315.49186,97345.64535,95315.49186,NA,NA,0.001817717,0.002839092,0.001817717,0.002839092,NA,NA
CA,840-06,47,97168.85843,95045.26721,97168.85843,95045.26721,NA,NA,0.002004433,0.003135426,0.002004433,0.003135426,NA,NA
CA,840-06,48,96974.28416,94747.72626,96974.28416,94747.72626,NA,NA,0.002226263,0.003485583,0.002226263,0.003485583,NA,NA
CA,840-06,49,96758.63392,94418.04828,96758.63392,94418.04828,NA,NA,0.002468715,0.003870094,0.002468715,0.003870094,NA,NA
CA,840-06,50,96520.05889,94053.34895,96520.05889,94053.34895,NA,NA,0.002713653,0.004257932,0.002713653,0.004257932,NA,NA
CA,840-06,51,96258.49182,93653.72518,96258.49182,93653.72518,NA,NA,0.002956675,0.004651758,0.002956675,0.004651758,NA,NA
CA,840-06,52,95974.30691,93219.07965,95974.30691,93219.07965,NA,NA,0.003209079,0.005080128,0.003209079,0.005080128,NA,NA
CA,840-06,53,95666.81116,92746.71464,95666.81116,92746.71464,NA,NA,0.00347706,0.0055614,0.00347706,0.0055614,NA,NA
CA,840-06,54,95334.75217,92232.34575,95334.75217,92232.34575,NA,NA,0.003766766,0.006094944,0.003766766,0.006094944,NA,NA
CA,840-06,55,94976.32513,91671.9053,94976.32513,91671.9053,NA,NA,0.004079257,0.00666707,0.004079257,0.00666707,NA,NA
CA,840-06,56,94589.68265,91062.7529,94589.68265,91062.7529,NA,NA,0.004406687,0.007254427,0.004406687,0.007254427,NA,NA
CA,840-06,57,94173.77382,90404.53233,94173.77382,90404.53233,NA,NA,0.004739349,0.007857926,0.004739349,0.007857926,NA,NA
CA,840-06,58,93728.50661,89696.92382,93728.50661,89696.92382,NA,NA,0.005075495,0.008470513,0.005075495,0.008470513,NA,NA
CA,840-06,59,93253.99222,88940.35286,93253.99222,88940.35286,NA,NA,0.00542396,0.009102767,0.00542396,0.009102767,NA,NA
CA,840-06,60,92749.552,88134.42161,92749.552,88134.42161,NA,NA,0.005802701,0.009793506,0.005802701,0.009793506,NA,NA
CA,840-06,61,92212.91107,87275.48693,92212.91107,87275.48693,NA,NA,0.006227878,0.010541213,0.006227878,0.010541213,NA,NA
CA,840-06,62,91640.40036,86360.32087,91640.40036,86360.32087,NA,NA,0.006706142,0.01130035,0.006706142,0.01130035,NA,NA
CA,840-06,63,91027.89763,85389.907,91027.89763,85389.907,NA,NA,0.007245984,0.012040564,0.007245984,0.012040564,NA,NA
CA,840-06,64,90370.69519,84367.91705,90370.69519,84367.91705,NA,NA,0.007846763,0.012775185,0.007846763,0.012775185,NA,NA
CA,840-06,65,89664.349,83296.94229,89664.349,83296.94229,NA,NA,0.008505481,0.013532476,0.008505481,0.013532476,NA,NA
CA,840-06,66,88904.94389,82177.29818,88904.94389,82177.29818,NA,NA,0.009235052,0.014387714,0.009235052,0.014387714,NA,NA
CA,840-06,67,88087.67174,81003.40596,88087.67174,81003.40596,NA,NA,0.010062657,0.015385778,0.010062657,0.015385778,NA,NA
CA,840-06,68,87205.70868,79766.62685,87205.70868,79766.62685,NA,NA,0.011011109,0.016603041,0.011011109,0.016603041,NA,NA
CA,840-06,69,86250.7397,78453.16946,86250.7397,78453.16946,NA,NA,0.012129002,0.018109573,0.012129002,0.018109573,NA,NA
CA,840-06,70,85210.91035,77045.17332,85210.91035,77045.17332,NA,NA,0.013455251,0.019898164,0.013455251,0.019898164,NA,NA
CA,840-06,71,84072.03803,75527.22707,84072.03803,75527.22707,NA,NA,0.014950452,0.021890963,0.014950452,0.021890963,NA,NA
CA,840-06,72,82824.4423,73891.76425,82824.4423,73891.76425,NA,NA,0.016552531,0.024063258,0.016552531,0.024063258,NA,NA
CA,840-06,73,81464.74141,72134.8374,81464.74141,72134.8374,NA,NA,0.018301611,0.026357002,0.018301611,0.026357002,NA,NA
CA,840-06,74,79987.32493,70258.30921,79987.32493,70258.30921,NA,NA,0.020196621,0.028786952,0.020196621,0.028786952,NA,NA
CA,840-06,75,78388.00171,68264.49784,78388.00171,68264.49784,NA,NA,0.022278965,0.031417111,0.022278965,0.031417111,NA,NA
CA,840-06,76,76660.8379,66152.96435,76660.8379,66152.96435,NA,NA,0.024715772,0.034506329,0.024715772,0.034506329,NA,NA
CA,840-06,77,74789.24662,63909.00009,74789.24662,63909.00009,NA,NA,0.027524518,0.038147381,0.027524518,0.038147381,NA,NA
CA,840-06,78,72758.65422,61516.68742,72758.65422,61516.68742,NA,NA,0.030890335,0.042176255,0.030890335,0.042176255,NA,NA
CA,840-06,79,70545.30061,58975.728,70545.30061,58975.728,NA,NA,0.034921955,0.046910794,0.034921955,0.046910794,NA,NA
CA,840-06,80,68123.98272,56272.51225,68123.98272,56272.51225,NA,NA,0.039197991,0.052259028,0.039197991,0.052259028,NA,NA
CA,840-06,81,65504.98913,53406.64905,65504.98913,53406.64905,NA,NA,0.043906267,0.058071354,0.043906267,0.058071354,NA,NA
CA,840-06,82,62690.71304,50392.73522,62690.71304,50392.73522,NA,NA,0.049030727,0.064590657,0.049030727,0.064590657,NA,NA
CA,840-06,83,59690.51663,47239.63385,59690.51663,47239.63385,NA,NA,0.055185815,0.072324228,0.055185815,0.072324228,NA,NA
CA,840-06,84,56484.89916,43942.30228,56484.89916,43942.30228,NA,NA,0.062446383,0.08065544,0.062446383,0.08065544,NA,NA
CA,840-06,85,53064.38968,40535.54414,53064.38968,40535.54414,NA,NA,0.070022835,0.090525763,0.070022835,0.090525763,NA,NA
CA,840-06,86,49474.32867,37024.88905,49474.32867,37024.88905,NA,NA,0.079462635,0.101834956,0.079462635,0.101834956,NA,NA
CA,840-06,87,45693.19746,33437.08987,45693.19746,33437.08987,NA,NA,0.090054078,0.1143769,0.090054078,0.1143769,NA,NA
CA,840-06,88,41755.67957,29819.59828,41755.67957,29819.59828,NA,NA,0.101902217,0.128227856,0.101902217,0.128227856,NA,NA
CA,840-06,89,37706.96951,26226.21242,37706.96951,26226.21242,NA,NA,0.115113778,0.143479665,0.115113778,0.143479665,NA,NA
CA,840-06,90,33602.49798,22715.09301,33602.49798,22715.09301,NA,NA,0.129804674,0.160202222,0.129804674,0.160202222,NA,NA
CA,840-06,91,29506.57186,19345.87369,29506.57186,19345.87369,NA,NA,0.146062224,0.178466542,0.146062224,0.178466542,NA,NA
CA,840-06,92,25490.03067,16176.22222,25490.03067,16176.22222,NA,NA,0.163989357,0.198280957,0.163989357,0.198280957,NA,NA
CA,840-06,93,21626.70876,13257.98572,21626.70876,13257.98572,NA,NA,0.183655967,0.219713639,0.183655967,0.219713639,NA,NA
