"from","to","gender","age","mrate"
"AL","CA","m","0","0.001179926"
"AL","CA","m","1","0.001179926"
"AL","CA","m","2","0.001179926"
"AL","CA","m","3","0.001179926"
"AL","CA","m","4","0.001179926"
"AL","CA","m","5","0.001199713"
"AL","CA","m","6","0.001199713"
"AL","CA","m","7","0.001199713"
"AL","CA","m","8","0.001199713"
"AL","CA","m","9","0.001199713"
"AL","CA","m","10","0.001054833"
"AL","CA","m","11","0.001054833"
"AL","CA","m","12","0.001054833"
"AL","CA","m","13","0.001054833"
"AL","CA","m","14","0.001054833"
"AL","CA","m","15","0.001332285"
"AL","CA","m","16","0.001332285"
"AL","CA","m","17","0.001332285"
"AL","CA","m","18","0.001332285"
"AL","CA","m","19","0.001332285"
"AL","CA","m","20","0.001636559"
"AL","CA","m","21","0.001636559"
"AL","CA","m","22","0.001636559"
"AL","CA","m","23","0.001636559"
"AL","CA","m","24","0.001636559"
"AL","CA","m","25","0.001669392"
"AL","CA","m","26","0.001669392"
"AL","CA","m","27","0.001669392"
"AL","CA","m","28","0.001669392"
"AL","CA","m","29","0.001669392"
"AL","CA","m","30","0.001093906"
"AL","CA","m","31","0.001093906"
"AL","CA","m","32","0.001093906"
"AL","CA","m","33","0.001093906"
"AL","CA","m","34","0.001093906"
"AL","CA","m","35","0.000785755"
"AL","CA","m","36","0.000785755"
"AL","CA","m","37","0.000785755"
"AL","CA","m","38","0.000785755"
"AL","CA","m","39","0.000785755"
"AL","CA","m","40","0.000701069"
"AL","CA","m","41","0.000701069"
"AL","CA","m","42","0.000701069"
"AL","CA","m","43","0.000701069"
"AL","CA","m","44","0.000701069"
"AL","CA","m","45","0.000672177"
"AL","CA","m","46","0.000672177"
"AL","CA","m","47","0.000672177"
"AL","CA","m","48","0.000672177"
"AL","CA","m","49","0.000672177"
"AL","CA","m","50","0.00039551"
"AL","CA","m","51","0.00039551"
"AL","CA","m","52","0.00039551"
"AL","CA","m","53","0.00039551"
"AL","CA","m","54","0.00039551"
"AL","CA","m","55","0.000351983"
"AL","CA","m","56","0.000351983"
"AL","CA","m","57","0.000351983"
"AL","CA","m","58","0.000351983"
"AL","CA","m","59","0.000351983"
"AL","CA","m","60","0.000265664"
"AL","CA","m","61","0.000265664"
"AL","CA","m","62","0.000265664"
"AL","CA","m","63","0.000265664"
"AL","CA","m","64","0.000265664"
"AL","CA","m","65","0.000242223"
"AL","CA","m","66","0.000242223"
"AL","CA","m","67","0.000242223"
"AL","CA","m","68","0.000242223"
"AL","CA","m","69","0.000242223"
"AL","CA","m","70","0.000109111"
"AL","CA","m","71","0.000109111"
"AL","CA","m","72","0.000109111"
"AL","CA","m","73","0.000109111"
"AL","CA","m","74","0.000109111"
"AL","CA","m","75","0.000109111"
"AL","CA","m","76","0.000109111"
"AL","CA","m","77","0.000109111"
"AL","CA","m","78","0.000109111"
"AL","CA","m","79","0.000109111"
"AL","CA","m","80","0"
"AL","CA","m","81","0"
"AL","CA","m","82","0"
"AL","CA","m","83","0"
"AL","CA","m","84","0"
"AL","CA","m","85","0"
"AL","CA","m","86","0"
"AL","CA","m","87","0"
"AL","CA","m","88","0"
"AL","CA","m","89","0"
"AL","CA","m","90","0"
"AL","CA","m","91","0"
"AL","CA","m","92","0"
"AL","CA","m","93","0"
"AL","CA","m","94","0"
"AL","CA","m","95","0"
"AL","CA","m","96","0"
"AL","CA","m","97","0"
"AL","CA","m","98","0"
"AL","CA","m","99","0"
"AL","CA","m","100","0"
"AL","CA","f","0","0.000692308"
"AL","CA","f","1","0.000692308"
"AL","CA","f","2","0.000692308"
"AL","CA","f","3","0.000692308"
"AL","CA","f","4","0.000692308"
"AL","CA","f","5","0.000714688"
"AL","CA","f","6","0.000714688"
"AL","CA","f","7","0.000714688"
"AL","CA","f","8","0.000714688"
"AL","CA","f","9","0.000714688"
"AL","CA","f","10","0.000833007"
"AL","CA","f","11","0.000833007"
"AL","CA","f","12","0.000833007"
"AL","CA","f","13","0.000833007"
"AL","CA","f","14","0.000833007"
"AL","CA","f","15","0.001779897"
"AL","CA","f","16","0.001779897"
"AL","CA","f","17","0.001779897"
"AL","CA","f","18","0.001779897"
"AL","CA","f","19","0.001779897"
"AL","CA","f","20","0.00228179"
"AL","CA","f","21","0.00228179"
"AL","CA","f","22","0.00228179"
"AL","CA","f","23","0.00228179"
"AL","CA","f","24","0.00228179"
"AL","CA","f","25","0.002250467"
"AL","CA","f","26","0.002250467"
"AL","CA","f","27","0.002250467"
"AL","CA","f","28","0.002250467"
"AL","CA","f","29","0.002250467"
"AL","CA","f","30","0.001351568"
"AL","CA","f","31","0.001351568"
"AL","CA","f","32","0.001351568"
"AL","CA","f","33","0.001351568"
"AL","CA","f","34","0.001351568"
"AL","CA","f","35","0.000794721"
"AL","CA","f","36","0.000794721"
"AL","CA","f","37","0.000794721"
"AL","CA","f","38","0.000794721"
"AL","CA","f","39","0.000794721"
"AL","CA","f","40","0.000740092"
"AL","CA","f","41","0.000740092"
"AL","CA","f","42","0.000740092"
"AL","CA","f","43","0.000740092"
"AL","CA","f","44","0.000740092"
"AL","CA","f","45","0.000577929"
"AL","CA","f","46","0.000577929"
"AL","CA","f","47","0.000577929"
"AL","CA","f","48","0.000577929"
"AL","CA","f","49","0.000577929"
"AL","CA","f","50","0.00044188"
"AL","CA","f","51","0.00044188"
"AL","CA","f","52","0.00044188"
"AL","CA","f","53","0.00044188"
"AL","CA","f","54","0.00044188"
"AL","CA","f","55","0.000223157"
"AL","CA","f","56","0.000223157"
"AL","CA","f","57","0.000223157"
"AL","CA","f","58","0.000223157"
"AL","CA","f","59","0.000223157"
"AL","CA","f","60","0.000143983"
"AL","CA","f","61","0.000143983"
"AL","CA","f","62","0.000143983"
"AL","CA","f","63","0.000143983"
"AL","CA","f","64","0.000143983"
"AL","CA","f","65","8.18361e-05"
"AL","CA","f","66","8.18361e-05"
"AL","CA","f","67","8.18361e-05"
"AL","CA","f","68","8.18361e-05"
"AL","CA","f","69","8.18361e-05"
"AL","CA","f","70","0.000123831"
"AL","CA","f","71","0.000123831"
"AL","CA","f","72","0.000123831"
"AL","CA","f","73","0.000123831"
"AL","CA","f","74","0.000123831"
"AL","CA","f","75","0.000219063"
"AL","CA","f","76","0.000219063"
"AL","CA","f","77","0.000219063"
"AL","CA","f","78","0.000219063"
"AL","CA","f","79","0.000219063"
"AL","CA","f","80","0.000219063"
"AL","CA","f","81","0.000219063"
"AL","CA","f","82","0.000219063"
"AL","CA","f","83","0.000219063"
"AL","CA","f","84","0.000219063"
"AL","CA","f","85","0.00032378"
"AL","CA","f","86","0.00032378"
"AL","CA","f","87","0.00032378"
"AL","CA","f","88","0.00032378"
"AL","CA","f","89","0.00032378"
"AL","CA","f","90","0.000228548"
"AL","CA","f","91","0.000228548"
"AL","CA","f","92","0.000228548"
"AL","CA","f","93","0.000228548"
"AL","CA","f","94","0.000228548"
"AL","CA","f","95","0.000342822"
"AL","CA","f","96","0.000342822"
"AL","CA","f","97","0.000342822"
"AL","CA","f","98","0.000342822"
"AL","CA","f","99","0.000342822"
"AL","CA","f","100","0.000342822"
"AK","CA","m","0","0.007865712"
"AK","CA","m","1","0.007865712"
"AK","CA","m","2","0.007865712"
"AK","CA","m","3","0.007865712"
"AK","CA","m","4","0.007865712"
"AK","CA","m","5","0.007726219"
"AK","CA","m","6","0.007726219"
"AK","CA","m","7","0.007726219"
"AK","CA","m","8","0.007726219"
"AK","CA","m","9","0.007726219"
"AK","CA","m","10","0.008458264"
"AK","CA","m","11","0.008458264"
"AK","CA","m","12","0.008458264"
"AK","CA","m","13","0.008458264"
"AK","CA","m","14","0.008458264"
"AK","CA","m","15","0.010556877"
"AK","CA","m","16","0.010556877"
"AK","CA","m","17","0.010556877"
"AK","CA","m","18","0.010556877"
"AK","CA","m","19","0.010556877"
"AK","CA","m","20","0.014280537"
"AK","CA","m","21","0.014280537"
"AK","CA","m","22","0.014280537"
"AK","CA","m","23","0.014280537"
"AK","CA","m","24","0.014280537"
"AK","CA","m","25","0.015761833"
"AK","CA","m","26","0.015761833"
"AK","CA","m","27","0.015761833"
"AK","CA","m","28","0.015761833"
"AK","CA","m","29","0.015761833"
"AK","CA","m","30","0.016072169"
"AK","CA","m","31","0.016072169"
"AK","CA","m","32","0.016072169"
"AK","CA","m","33","0.016072169"
"AK","CA","m","34","0.016072169"
"AK","CA","m","35","0.013369843"
"AK","CA","m","36","0.013369843"
"AK","CA","m","37","0.013369843"
"AK","CA","m","38","0.013369843"
"AK","CA","m","39","0.013369843"
"AK","CA","m","40","0.009569362"
"AK","CA","m","41","0.009569362"
"AK","CA","m","42","0.009569362"
"AK","CA","m","43","0.009569362"
"AK","CA","m","44","0.009569362"
"AK","CA","m","45","0.007084807"
"AK","CA","m","46","0.007084807"
"AK","CA","m","47","0.007084807"
"AK","CA","m","48","0.007084807"
"AK","CA","m","49","0.007084807"
"AK","CA","m","50","0.00544344"
"AK","CA","m","51","0.00544344"
"AK","CA","m","52","0.00544344"
"AK","CA","m","53","0.00544344"
"AK","CA","m","54","0.00544344"
"AK","CA","m","55","0.005800178"
"AK","CA","m","56","0.005800178"
"AK","CA","m","57","0.005800178"
"AK","CA","m","58","0.005800178"
"AK","CA","m","59","0.005800178"
"AK","CA","m","60","0.004744798"
"AK","CA","m","61","0.004744798"
"AK","CA","m","62","0.004744798"
"AK","CA","m","63","0.004744798"
"AK","CA","m","64","0.004744798"
"AK","CA","m","65","0.005031136"
"AK","CA","m","66","0.005031136"
"AK","CA","m","67","0.005031136"
"AK","CA","m","68","0.005031136"
"AK","CA","m","69","0.005031136"
"AK","CA","m","70","0.003638731"
"AK","CA","m","71","0.003638731"
"AK","CA","m","72","0.003638731"
"AK","CA","m","73","0.003638731"
"AK","CA","m","74","0.003638731"
"AK","CA","m","75","0.002148717"
"AK","CA","m","76","0.002148717"
"AK","CA","m","77","0.002148717"
"AK","CA","m","78","0.002148717"
"AK","CA","m","79","0.002148717"
"AK","CA","m","80","0.021380846"
"AK","CA","m","81","0.021380846"
"AK","CA","m","82","0.021380846"
"AK","CA","m","83","0.021380846"
"AK","CA","m","84","0.021380846"
"AK","CA","m","85","0.021380846"
"AK","CA","m","86","0.021380846"
