region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
MD,840-24,0,,,34410,36140,,
MD,840-24,1,,,33880,36230,,
MD,840-24,2,,,36540,37910,,
MD,840-24,3,,,35500,39730,,
MD,840-24,4,,,35830,37010,,
MD,840-24,5,,,35550,36560,,
MD,840-24,6,,,35030,38570,,
MD,840-24,7,,,35850,37000,,
MD,840-24,8,,,35820,37420,,
MD,840-24,9,,,36070,37980,,
MD,840-24,10,,,36910,38270,,
MD,840-24,11,,,36500,38450,,
MD,840-24,12,,,36280,38710,,
MD,840-24,13,,,37820,37830,,
MD,840-24,14,,,37160,39150,,
MD,840-24,15,,,38290,41040,,
MD,840-24,16,,,38250,41760,,
MD,840-24,17,,,40670,42840,,
MD,840-24,18,,,39300,41180,,
MD,840-24,19,,,40120,42340,,
MD,840-24,20,,,40050,41920,,
MD,840-24,21,,,37550,39720,,
MD,840-24,22,,,38940,40300,,
MD,840-24,23,,,39570,38050,,
MD,840-24,24,,,39420,40840,,
MD,840-24,25,,,40070,39740,,
MD,840-24,26,,,38350,38180,,
MD,840-24,27,,,40550,39860,,
MD,840-24,28,,,39820,37990,,
MD,840-24,29,,,39350,38360,,
MD,840-24,30,,,39860,38570,,
MD,840-24,31,,,38180,35010,,
MD,840-24,32,,,36320,36450,,
MD,840-24,33,,,36770,33400,,
MD,840-24,34,,,37280,34860,,
MD,840-24,35,,,36810,34580,,
MD,840-24,36,,,36890,33050,,
MD,840-24,37,,,38950,35480,,
MD,840-24,38,,,41030,37760,,
MD,840-24,39,,,43790,40300,,
MD,840-24,40,,,43520,41400,,
MD,840-24,41,,,41560,38610,,
MD,840-24,42,,,42790,38570,,
MD,840-24,43,,,42900,40220,,
MD,840-24,44,,,44960,42250,,
MD,840-24,45,,,48060,44260,,
MD,840-24,46,,,47780,43460,,
MD,840-24,47,,,48420,43540,,
MD,840-24,48,,,47850,44330,,
MD,840-24,49,,,48760,45150,,
MD,840-24,50,,,48460,44810,,
MD,840-24,51,,,46700,42610,,
MD,840-24,52,,,46000,43170,,
MD,840-24,53,,,45190,39410,,
MD,840-24,54,,,42980,39620,,
MD,840-24,55,,,43480,39780,,
MD,840-24,56,,,40560,37110,,
MD,840-24,57,,,40670,35650,,
MD,840-24,58,,,37290,34580,,
MD,840-24,59,,,37140,33930,,
MD,840-24,60,,,35550,31920,,
MD,840-24,61,,,35110,31430,,
MD,840-24,62,,,36180,32430,,
MD,840-24,63,,,34130,32230,,
MD,840-24,64,,,26110,22870,,
MD,840-24,65,,,26850,23000,,
MD,840-24,66,,,26750,23020,,
MD,840-24,67,,,25110,22170,,
MD,840-24,68,,,23180,19410,,
MD,840-24,69,,,20960,17380,,
MD,840-24,70,,,18740,16400,,
MD,840-24,71,,,18060,15130,,
MD,840-24,72,,,17910,14710,,
MD,840-24,73,,,16320,14260,,
MD,840-24,74,,,15030,12500,,
MD,840-24,75,,,16120,11690,,
MD,840-24,76,,,14830,10190,,
MD,840-24,77,,,14700,10930,,
MD,840-24,78,,,13900,9750,,
MD,840-24,79,,,13410,9760,,
MD,840-24,80,,,13280,9600,,
MD,840-24,81,,,12170,8020,,
MD,840-24,82,,,11770,7250,,
MD,840-24,83,,,12430,7220,,
MD,840-24,84,,,11040,6230,,
MD,840-24,85,,,10290,5960,,
MD,840-24,86,,,9260,4920,,
MD,840-24,87,,,8310,4490,,
MD,840-24,88,,,7670,3820,,
MD,840-24,89,,,6920,2860,,
MD,840-24,90,,,5417.718642,2429.758781,,
MD,840-24,91,,,4239.003665,1792.152877,,
MD,840-24,92,,,3625.120871,1434.196575,,
MD,840-24,93,,,2804.374754,1034.208633,,
MD,840-24,94,,,2240.795753,753.0812216,,
MD,840-24,95,,,1753.466715,545.3459361,,
MD,840-24,96,,,1326.272774,378.4566075,,
MD,840-24,97,,,955.2778783,253.8738612,,
MD,840-24,98,,,662.4568443,163.2807249,,
MD,840-24,99,,,460.2179409,104.941632,,
MD,840-24,100,,,795.2941621,160.7031508,,
