region,region_code,age,net_male,net_female,net_all
IL,840-17,0,-0.005855036,-0.006091179,NA
IL,840-17,1,-0.005855036,-0.006091179,NA
IL,840-17,2,-0.005855036,-0.006091179,NA
IL,840-17,3,-0.005855036,-0.006091179,NA
IL,840-17,4,-0.005855036,-0.006091179,NA
IL,840-17,5,-0.006832277,-0.007490337,NA
IL,840-17,6,-0.006832277,-0.007490337,NA
IL,840-17,7,-0.006832277,-0.007490337,NA
IL,840-17,8,-0.006832277,-0.007490337,NA
IL,840-17,9,-0.006832277,-0.007490337,NA
IL,840-17,10,-0.004665043,-0.006034268,NA
IL,840-17,11,-0.004665043,-0.006034268,NA
IL,840-17,12,-0.004665043,-0.006034268,NA
IL,840-17,13,-0.004665043,-0.006034268,NA
IL,840-17,14,-0.004665043,-0.006034268,NA
IL,840-17,15,-0.017670244,-0.025661483,NA
IL,840-17,16,-0.017670244,-0.025661483,NA
IL,840-17,17,-0.017670244,-0.025661483,NA
IL,840-17,18,-0.017670244,-0.025661483,NA
IL,840-17,19,-0.017670244,-0.025661483,NA
IL,840-17,20,-0.009638719,-0.005691278,NA
IL,840-17,21,-0.009638719,-0.005691278,NA
IL,840-17,22,-0.009638719,-0.005691278,NA
IL,840-17,23,-0.009638719,-0.005691278,NA
IL,840-17,24,-0.009638719,-0.005691278,NA
IL,840-17,25,-0.001527601,-0.004899063,NA
IL,840-17,26,-0.001527601,-0.004899063,NA
IL,840-17,27,-0.001527601,-0.004899063,NA
IL,840-17,28,-0.001527601,-0.004899063,NA
IL,840-17,29,-0.001527601,-0.004899063,NA
IL,840-17,30,-0.005835773,-0.008707236,NA
IL,840-17,31,-0.005835773,-0.008707236,NA
IL,840-17,32,-0.005835773,-0.008707236,NA
IL,840-17,33,-0.005835773,-0.008707236,NA
IL,840-17,34,-0.005835773,-0.008707236,NA
IL,840-17,35,-0.006340956,-0.005822896,NA
IL,840-17,36,-0.006340956,-0.005822896,NA
IL,840-17,37,-0.006340956,-0.005822896,NA
IL,840-17,38,-0.006340956,-0.005822896,NA
IL,840-17,39,-0.006340956,-0.005822896,NA
IL,840-17,40,-0.004938201,-0.004114418,NA
IL,840-17,41,-0.004938201,-0.004114418,NA
IL,840-17,42,-0.004938201,-0.004114418,NA
IL,840-17,43,-0.004938201,-0.004114418,NA
IL,840-17,44,-0.004938201,-0.004114418,NA
IL,840-17,45,-0.00272962,-0.004356335,NA
IL,840-17,46,-0.00272962,-0.004356335,NA
IL,840-17,47,-0.00272962,-0.004356335,NA
IL,840-17,48,-0.00272962,-0.004356335,NA
IL,840-17,49,-0.00272962,-0.004356335,NA
IL,840-17,50,-0.003373364,-0.004518675,NA
IL,840-17,51,-0.003373364,-0.004518675,NA
IL,840-17,52,-0.003373364,-0.004518675,NA
IL,840-17,53,-0.003373364,-0.004518675,NA
IL,840-17,54,-0.003373364,-0.004518675,NA
IL,840-17,55,-0.006277792,-0.005937408,NA
IL,840-17,56,-0.006277792,-0.005937408,NA
IL,840-17,57,-0.006277792,-0.005937408,NA
IL,840-17,58,-0.006277792,-0.005937408,NA
IL,840-17,59,-0.006277792,-0.005937408,NA
IL,840-17,60,-0.006242022,-0.007684706,NA
IL,840-17,61,-0.006242022,-0.007684706,NA
IL,840-17,62,-0.006242022,-0.007684706,NA
IL,840-17,63,-0.006242022,-0.007684706,NA
IL,840-17,64,-0.006242022,-0.007684706,NA
IL,840-17,65,-0.008029756,-0.006901044,NA
IL,840-17,66,-0.008029756,-0.006901044,NA
IL,840-17,67,-0.008029756,-0.006901044,NA
IL,840-17,68,-0.008029756,-0.006901044,NA
IL,840-17,69,-0.008029756,-0.006901044,NA
IL,840-17,70,-0.006808081,-0.005398535,NA
IL,840-17,71,-0.006808081,-0.005398535,NA
IL,840-17,72,-0.006808081,-0.005398535,NA
IL,840-17,73,-0.006808081,-0.005398535,NA
IL,840-17,74,-0.006808081,-0.005398535,NA
IL,840-17,75,-0.004696199,-0.002753832,NA
IL,840-17,76,-0.004696199,-0.002753832,NA
IL,840-17,77,-0.004696199,-0.002753832,NA
IL,840-17,78,-0.004696199,-0.002753832,NA
IL,840-17,79,-0.004696199,-0.002753832,NA
IL,840-17,80,-0.002951666,-0.000696211,NA
IL,840-17,81,-0.002951666,-0.000696211,NA
IL,840-17,82,-0.002951666,-0.000696211,NA
IL,840-17,83,-0.002951666,-0.000696211,NA
IL,840-17,84,-0.002951666,-0.000696211,NA
IL,840-17,85,0.000444161,-0.001930773,NA
IL,840-17,86,0.000444161,-0.001930773,NA
IL,840-17,87,0.000444161,-0.001930773,NA
IL,840-17,88,0.000444161,-0.001930773,NA
IL,840-17,89,0.000444161,-0.001930773,NA
IL,840-17,90,-0.003289779,-0.00408421,NA
IL,840-17,91,-0.003289779,-0.00408421,NA
IL,840-17,92,-0.003289779,-0.00408421,NA
IL,840-17,93,-0.003289779,-0.00408421,NA
IL,840-17,94,-0.003289779,-0.00408421,NA
IL,840-17,95,0,0,NA
IL,840-17,96,0,0,NA
IL,840-17,97,0,0,NA
IL,840-17,98,0,0,NA
IL,840-17,99,0,0,NA
IL,840-17,100,0,0,NA
