region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
OK,840-40,0,,,,
OK,840-40,1,,,,
OK,840-40,2,,,,
OK,840-40,3,,,,
OK,840-40,4,,,,
OK,840-40,5,,,,
OK,840-40,6,,,,
OK,840-40,7,,,,
OK,840-40,8,,,,
OK,840-40,9,,,,
OK,840-40,10,,,,
OK,840-40,11,,,,
OK,840-40,12,,,,
OK,840-40,13,,,,
OK,840-40,14,,,,
OK,840-40,15,,,,
OK,840-40,16,,,,
OK,840-40,17,,,,
OK,840-40,18,,,,
OK,840-40,19,,,,
OK,840-40,20,,,,
OK,840-40,21,,,,
OK,840-40,22,,,,
OK,840-40,23,,,,
OK,840-40,24,,,,
OK,840-40,25,,,,
OK,840-40,26,,,,
OK,840-40,27,,,,
OK,840-40,28,,,,
OK,840-40,29,,,,
OK,840-40,30,,,,
OK,840-40,31,,,,
OK,840-40,32,,,,
OK,840-40,33,,,,
OK,840-40,34,,,,
OK,840-40,35,,,,
OK,840-40,36,,,,
OK,840-40,37,,,,
OK,840-40,38,,,,
OK,840-40,39,,,,
OK,840-40,40,,,,
OK,840-40,41,,,,
OK,840-40,42,,,,
OK,840-40,43,,,,
OK,840-40,44,,,,
OK,840-40,45,,,,
OK,840-40,46,,,,
OK,840-40,47,,,,
OK,840-40,48,,,,
OK,840-40,49,,,,
OK,840-40,50,,,,
OK,840-40,51,,,,
OK,840-40,52,,,,
OK,840-40,53,,,,
OK,840-40,54,,,,
OK,840-40,55,,,,
OK,840-40,56,,,,
OK,840-40,57,,,,
OK,840-40,58,,,,
OK,840-40,59,,,,
OK,840-40,60,,,,
OK,840-40,61,,,,
OK,840-40,62,,,,
OK,840-40,63,,,,
OK,840-40,64,,,,
OK,840-40,65,,,,
OK,840-40,66,,,,
OK,840-40,67,,,,
OK,840-40,68,,,,
OK,840-40,69,,,,
OK,840-40,70,,,,
OK,840-40,71,,,,
OK,840-40,72,,,,
OK,840-40,73,,,,
OK,840-40,74,,,,
OK,840-40,75,,,,
OK,840-40,76,,,,
OK,840-40,77,,,,
OK,840-40,78,,,,
OK,840-40,79,,,,
OK,840-40,80,,,,
OK,840-40,81,,,,
OK,840-40,82,,,,
OK,840-40,83,,,,
OK,840-40,84,,,,
OK,840-40,85,,,,
OK,840-40,86,,,,
OK,840-40,87,,,,
OK,840-40,88,,,,
OK,840-40,89,,,,
OK,840-40,90,,,,
OK,840-40,91,,,,
OK,840-40,92,,,,
OK,840-40,93,,,,
OK,840-40,94,,,,
OK,840-40,95,,,,
OK,840-40,96,,,,
OK,840-40,97,,,,
OK,840-40,98,,,,
OK,840-40,99,,,,
OK,840-40,100,,,,
