"from","to","gender","age","mrate"
"DC","AL","m","0","0.000345291"
"DC","AL","m","1","0.000345291"
"DC","AL","m","2","0.000345291"
"DC","AL","m","3","0.000345291"
"DC","AL","m","4","0.000345291"
"DC","AL","m","5","0.000230194"
"DC","AL","m","6","0.000230194"
"DC","AL","m","7","0.000230194"
"DC","AL","m","8","0.000230194"
"DC","AL","m","9","0.000230194"
"DC","AL","m","10","0.000956712"
"DC","AL","m","11","0.000956712"
"DC","AL","m","12","0.000956712"
"DC","AL","m","13","0.000956712"
"DC","AL","m","14","0.000956712"
"DC","AL","m","15","0.000858891"
"DC","AL","m","16","0.000858891"
"DC","AL","m","17","0.000858891"
"DC","AL","m","18","0.000858891"
"DC","AL","m","19","0.000858891"
"DC","AL","m","20","0.000858891"
"DC","AL","m","21","0.000858891"
"DC","AL","m","22","0.000858891"
"DC","AL","m","23","0.000858891"
"DC","AL","m","24","0.000858891"
"DC","AL","m","25","0.000464604"
"DC","AL","m","26","0.000464604"
"DC","AL","m","27","0.000464604"
"DC","AL","m","28","0.000464604"
"DC","AL","m","29","0.000464604"
"DC","AL","m","30","0.000421424"
"DC","AL","m","31","0.000421424"
"DC","AL","m","32","0.000421424"
"DC","AL","m","33","0.000421424"
"DC","AL","m","34","0.000421424"
"DC","AL","m","35","0.000469138"
"DC","AL","m","36","0.000469138"
"DC","AL","m","37","0.000469138"
"DC","AL","m","38","0.000469138"
"DC","AL","m","39","0.000469138"
"DC","AL","m","40","0.000136907"
"DC","AL","m","41","0.000136907"
"DC","AL","m","42","0.000136907"
"DC","AL","m","43","0.000136907"
"DC","AL","m","44","0.000136907"
"DC","AL","m","45","0.000247348"
"DC","AL","m","46","0.000247348"
"DC","AL","m","47","0.000247348"
"DC","AL","m","48","0.000247348"
"DC","AL","m","49","0.000247348"
"DC","AL","m","50","0.000199633"
"DC","AL","m","51","0.000199633"
"DC","AL","m","52","0.000199633"
"DC","AL","m","53","0.000199633"
"DC","AL","m","54","0.000199633"
"DC","AL","m","55","0.000199633"
"DC","AL","m","56","0.000199633"
"DC","AL","m","57","0.000199633"
"DC","AL","m","58","0.000199633"
"DC","AL","m","59","0.000199633"
"DC","AL","m","60","0.000484245"
"DC","AL","m","61","0.000484245"
"DC","AL","m","62","0.000484245"
"DC","AL","m","63","0.000484245"
"DC","AL","m","64","0.000484245"
"DC","AL","m","65","0.000484245"
"DC","AL","m","66","0.000484245"
"DC","AL","m","67","0.000484245"
"DC","AL","m","68","0.000484245"
"DC","AL","m","69","0.000484245"
"DC","AL","m","70","0.000484245"
"DC","AL","m","71","0.000484245"
"DC","AL","m","72","0.000484245"
"DC","AL","m","73","0.000484245"
"DC","AL","m","74","0.000484245"
"DC","AL","m","75","0"
"DC","AL","m","76","0"
"DC","AL","m","77","0"
"DC","AL","m","78","0"
"DC","AL","m","79","0"
"DC","AL","m","80","0"
"DC","AL","m","81","0"
"DC","AL","m","82","0"
"DC","AL","m","83","0"
"DC","AL","m","84","0"
"DC","AL","m","85","0"
"DC","AL","m","86","0"
"DC","AL","m","87","0"
"DC","AL","m","88","0"
"DC","AL","m","89","0"
"DC","AL","m","90","0"
"DC","AL","m","91","0"
"DC","AL","m","92","0"
"DC","AL","m","93","0"
"DC","AL","m","94","0"
"DC","AL","m","95","0"
"DC","AL","m","96","0"
"DC","AL","m","97","0"
"DC","AL","m","98","0"
"DC","AL","m","99","0"
"DC","AL","m","100","0"
"DC","AL","f","0","0"
"DC","AL","f","1","0"
"DC","AL","f","2","0"
"DC","AL","f","3","0"
"DC","AL","f","4","0"
"DC","AL","f","5","0.000800416"
"DC","AL","f","6","0.000800416"
"DC","AL","f","7","0.000800416"
"DC","AL","f","8","0.000800416"
"DC","AL","f","9","0.000800416"
"DC","AL","f","10","0.000800416"
"DC","AL","f","11","0.000800416"
"DC","AL","f","12","0.000800416"
"DC","AL","f","13","0.000800416"
"DC","AL","f","14","0.000800416"
"DC","AL","f","15","0.000800416"
"DC","AL","f","16","0.000800416"
"DC","AL","f","17","0.000800416"
"DC","AL","f","18","0.000800416"
"DC","AL","f","19","0.000800416"
"DC","AL","f","20","0.000260918"
"DC","AL","f","21","0.000260918"
"DC","AL","f","22","0.000260918"
"DC","AL","f","23","0.000260918"
"DC","AL","f","24","0.000260918"
"DC","AL","f","25","0.000472837"
"DC","AL","f","26","0.000472837"
"DC","AL","f","27","0.000472837"
"DC","AL","f","28","0.000472837"
"DC","AL","f","29","0.000472837"
"DC","AL","f","30","0.00049428"
"DC","AL","f","31","0.00049428"
"DC","AL","f","32","0.00049428"
"DC","AL","f","33","0.00049428"
"DC","AL","f","34","0.00049428"
"DC","AL","f","35","0.000233362"
"DC","AL","f","36","0.000233362"
"DC","AL","f","37","0.000233362"
"DC","AL","f","38","0.000233362"
"DC","AL","f","39","0.000233362"
"DC","AL","f","40","2.14427e-05"
"DC","AL","f","41","2.14427e-05"
"DC","AL","f","42","2.14427e-05"
"DC","AL","f","43","2.14427e-05"
"DC","AL","f","44","2.14427e-05"
"DC","AL","f","45","0"
"DC","AL","f","46","0"
"DC","AL","f","47","0"
"DC","AL","f","48","0"
"DC","AL","f","49","0"
"DC","AL","f","50","5.35275e-05"
"DC","AL","f","51","5.35275e-05"
"DC","AL","f","52","5.35275e-05"
"DC","AL","f","53","5.35275e-05"
"DC","AL","f","54","5.35275e-05"
"DC","AL","f","55","5.35275e-05"
"DC","AL","f","56","5.35275e-05"
"DC","AL","f","57","5.35275e-05"
"DC","AL","f","58","5.35275e-05"
"DC","AL","f","59","5.35275e-05"
