region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
AZ,840-04,0,,,41510,42070,,
AZ,840-04,1,,,43210,45140,,
AZ,840-04,2,,,46160,47810,,
AZ,840-04,3,,,47290,49260,,
AZ,840-04,4,,,44790,46300,,
AZ,840-04,5,,,44840,45720,,
AZ,840-04,6,,,45230,46360,,
AZ,840-04,7,,,43770,45480,,
AZ,840-04,8,,,43850,44240,,
AZ,840-04,9,,,44150,47230,,
AZ,840-04,10,,,46600,47960,,
AZ,840-04,11,,,43740,46170,,
AZ,840-04,12,,,43350,45550,,
AZ,840-04,13,,,42760,45680,,
AZ,840-04,14,,,42430,45900,,
AZ,840-04,15,,,42620,45790,,
AZ,840-04,16,,,45620,46020,,
AZ,840-04,17,,,44110,47070,,
AZ,840-04,18,,,44880,48130,,
AZ,840-04,19,,,45620,50740,,
AZ,840-04,20,,,44620,48560,,
AZ,840-04,21,,,42800,46370,,
AZ,840-04,22,,,42120,45400,,
AZ,840-04,23,,,40500,43700,,
AZ,840-04,24,,,41410,45330,,
AZ,840-04,25,,,42600,45500,,
AZ,840-04,26,,,42350,43970,,
AZ,840-04,27,,,43360,45900,,
AZ,840-04,28,,,42810,45030,,
AZ,840-04,29,,,43650,45010,,
AZ,840-04,30,,,43110,46050,,
AZ,840-04,31,,,41110,41600,,
AZ,840-04,32,,,40400,41780,,
AZ,840-04,33,,,40610,41400,,
AZ,840-04,34,,,39030,40660,,
AZ,840-04,35,,,41380,42880,,
AZ,840-04,36,,,40140,40850,,
AZ,840-04,37,,,40170,41630,,
AZ,840-04,38,,,41820,41460,,
AZ,840-04,39,,,42260,45290,,
AZ,840-04,40,,,42700,45420,,
AZ,840-04,41,,,39640,41440,,
AZ,840-04,42,,,40550,40180,,
AZ,840-04,43,,,37200,40070,,
AZ,840-04,44,,,39960,40070,,
AZ,840-04,45,,,43660,42140,,
AZ,840-04,46,,,42730,42760,,
AZ,840-04,47,,,41270,42840,,
AZ,840-04,48,,,42380,42360,,
AZ,840-04,49,,,45080,42460,,
AZ,840-04,50,,,44790,43230,,
AZ,840-04,51,,,43330,39530,,
AZ,840-04,52,,,42950,41130,,
AZ,840-04,53,,,42870,40080,,
AZ,840-04,54,,,40570,39390,,
AZ,840-04,55,,,40610,38320,,
AZ,840-04,56,,,40600,35870,,
AZ,840-04,57,,,38570,35270,,
AZ,840-04,58,,,38400,34860,,
AZ,840-04,59,,,37600,32610,,
AZ,840-04,60,,,37750,34350,,
AZ,840-04,61,,,37170,33410,,
AZ,840-04,62,,,39910,35280,,
AZ,840-04,63,,,39030,35980,,
AZ,840-04,64,,,29630,27640,,
AZ,840-04,65,,,32010,28310,,
AZ,840-04,66,,,30920,27770,,
AZ,840-04,67,,,30630,29540,,
AZ,840-04,68,,,28940,25170,,
AZ,840-04,69,,,26540,22930,,
AZ,840-04,70,,,24670,23470,,
AZ,840-04,71,,,23790,21320,,
AZ,840-04,72,,,22550,20890,,
AZ,840-04,73,,,20770,19710,,
AZ,840-04,74,,,20800,17840,,
AZ,840-04,75,,,19080,17340,,
AZ,840-04,76,,,18210,15600,,
AZ,840-04,77,,,17780,14880,,
AZ,840-04,78,,,16000,14170,,
AZ,840-04,79,,,15760,13810,,
AZ,840-04,80,,,15390,12720,,
AZ,840-04,81,,,14280,11040,,
AZ,840-04,82,,,12640,10200,,
AZ,840-04,83,,,12160,9600,,
AZ,840-04,84,,,12010,8140,,
AZ,840-04,85,,,10280,7290,,
AZ,840-04,86,,,10210,6090,,
AZ,840-04,87,,,8500,5070,,
AZ,840-04,88,,,7470,4240,,
AZ,840-04,89,,,6770,3900,,
AZ,840-04,90,,,5029.463682,2832.481231,,
AZ,840-04,91,,,3935.220042,2089.194791,,
AZ,840-04,92,,,3365.330495,1671.908715,,
AZ,840-04,93,,,2603.402263,1205.624428,,
AZ,840-04,94,,,2080.211544,877.9013136,,
AZ,840-04,95,,,1627.806415,635.7347653,,
AZ,840-04,96,,,1231.226866,441.184222,,
AZ,840-04,97,,,886.81892,295.9524017,,
AZ,840-04,98,,,614.9825894,190.3438284,,
AZ,840-04,99,,,427.2369188,122.3352726,,
AZ,840-04,100,,,738.3002642,187.3390322,,
