region,region_code,age,rural,urban,all
TX,840-48,0,,0,0
TX,840-48,1,,0,0
TX,840-48,2,,0,0
TX,840-48,3,,0,0
TX,840-48,4,,0,0
TX,840-48,5,,0,0
TX,840-48,6,,0,0
TX,840-48,7,,0,0
TX,840-48,8,,0,0
TX,840-48,9,,0,0
TX,840-48,10,,0,0
TX,840-48,11,,0,0
TX,840-48,12,,0,0
TX,840-48,13,,0,0
TX,840-48,14,,0,0
TX,840-48,15,,0.007440618,0.007440618
TX,840-48,16,,0.025907051,0.025907051
TX,840-48,17,,0.039095256,0.039095256
TX,840-48,18,,0.061997278,0.061997278
TX,840-48,19,,0.09261149,0.09261149
TX,840-48,20,,0.108647647,0.108647647
TX,840-48,21,,0.115800014,0.115800014
TX,840-48,22,,0.123459163,0.123459163
TX,840-48,23,,0.120587802,0.120587802
TX,840-48,24,,0.121153375,0.121153375
TX,840-48,25,,0.121894323,0.121894323
TX,840-48,26,,0.130999881,0.130999881
TX,840-48,27,,0.128605555,0.128605555
TX,840-48,28,,0.123889831,0.123889831
TX,840-48,29,,0.128640045,0.128640045
TX,840-48,30,,0.121395139,0.121395139
TX,840-48,31,,0.114061174,0.114061174
TX,840-48,32,,0.105988901,0.105988901
TX,840-48,33,,0.100228201,0.100228201
TX,840-48,34,,0.085988068,0.085988068
TX,840-48,35,,0.075132556,0.075132556
TX,840-48,36,,0.067388975,0.067388975
TX,840-48,37,,0.050343301,0.050343301
TX,840-48,38,,0.040626337,0.040626337
TX,840-48,39,,0.037627982,0.037627982
TX,840-48,40,,0.02563058,0.02563058
TX,840-48,41,,0.020892026,0.020892026
TX,840-48,42,,0.016256551,0.016256551
TX,840-48,43,,0.011788389,0.011788389
TX,840-48,44,,0.007825505,0.007825505
TX,840-48,45,,0.008540661,0.008540661
TX,840-48,46,,0.005504954,0.005504954
TX,840-48,47,,0.003869769,0.003869769
TX,840-48,48,,0.005573742,0.005573742
TX,840-48,49,,0.003174603,0.003174603
TX,840-48,50,,0.003727183,0.003727183
TX,840-48,51,,0,0
TX,840-48,52,,0,0
TX,840-48,53,,0,0
TX,840-48,54,,0,0
TX,840-48,55,,0,0
TX,840-48,56,,0,0
TX,840-48,57,,0,0
TX,840-48,58,,0,0
TX,840-48,59,,0,0
TX,840-48,60,,0,0
TX,840-48,61,,0,0
TX,840-48,62,,0,0
TX,840-48,63,,0,0
TX,840-48,64,,0,0
TX,840-48,65,,0,0
TX,840-48,66,,0,0
TX,840-48,67,,0,0
TX,840-48,68,,0,0
TX,840-48,69,,0,0
TX,840-48,70,,0,0
TX,840-48,71,,0,0
TX,840-48,72,,0,0
TX,840-48,73,,0,0
TX,840-48,74,,0,0
TX,840-48,75,,0,0
TX,840-48,76,,0,0
TX,840-48,77,,0,0
TX,840-48,78,,0,0
TX,840-48,79,,0,0
TX,840-48,80,,0,0
TX,840-48,81,,0,0
TX,840-48,82,,0,0
TX,840-48,83,,0,0
TX,840-48,84,,0,0
TX,840-48,85,,0,0
TX,840-48,86,,0,0
TX,840-48,87,,0,0
TX,840-48,88,,0,0
TX,840-48,89,,0,0
TX,840-48,90,,0,0
TX,840-48,91,,0,0
TX,840-48,92,,0,0
TX,840-48,93,,0,0
TX,840-48,94,,0,0
TX,840-48,95,,0,0
TX,840-48,96,,0,0
TX,840-48,97,,0,0
TX,840-48,98,,0,0
TX,840-48,99,,0,0
TX,840-48,100,,0,0
