region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
ID,840-16,0,,,11400,11230,,
ID,840-16,1,,,12310,12970,,
ID,840-16,2,,,12260,12910,,
ID,840-16,3,,,11710,12620,,
ID,840-16,4,,,12250,13000,,
ID,840-16,5,,,11970,12720,,
ID,840-16,6,,,11960,12810,,
ID,840-16,7,,,11640,12090,,
ID,840-16,8,,,11320,12250,,
ID,840-16,9,,,11900,12180,,
ID,840-16,10,,,11680,12390,,
ID,840-16,11,,,11230,11740,,
ID,840-16,12,,,10880,12190,,
ID,840-16,13,,,11430,11740,,
ID,840-16,14,,,11750,12270,,
ID,840-16,15,,,10940,12150,,
ID,840-16,16,,,11450,12010,,
ID,840-16,17,,,10760,12220,,
ID,840-16,18,,,11150,12190,,
ID,840-16,19,,,11640,11300,,
ID,840-16,20,,,11690,10650,,
ID,840-16,21,,,10910,10640,,
ID,840-16,22,,,10140,11150,,
ID,840-16,23,,,10380,10990,,
ID,840-16,24,,,10380,11190,,
ID,840-16,25,,,10790,11570,,
ID,840-16,26,,,9980,10350,,
ID,840-16,27,,,10440,11100,,
ID,840-16,28,,,10140,10720,,
ID,840-16,29,,,10910,10980,,
ID,840-16,30,,,10520,11510,,
ID,840-16,31,,,10420,10400,,
ID,840-16,32,,,10170,10530,,
ID,840-16,33,,,10120,10270,,
ID,840-16,34,,,9590,10320,,
ID,840-16,35,,,9070,9970,,
ID,840-16,36,,,9180,9670,,
ID,840-16,37,,,9350,9830,,
ID,840-16,38,,,9040,9630,,
ID,840-16,39,,,10130,9630,,
ID,840-16,40,,,10190,10150,,
ID,840-16,41,,,9150,9320,,
ID,840-16,42,,,9020,9200,,
ID,840-16,43,,,9410,10170,,
ID,840-16,44,,,9620,9370,,
ID,840-16,45,,,9330,9760,,
ID,840-16,46,,,9930,10120,,
ID,840-16,47,,,10300,10770,,
ID,840-16,48,,,10290,10330,,
ID,840-16,49,,,11170,10950,,
ID,840-16,50,,,10090,10930,,
ID,840-16,51,,,10800,10220,,
ID,840-16,52,,,10790,10270,,
ID,840-16,53,,,10900,9850,,
ID,840-16,54,,,9960,9940,,
ID,840-16,55,,,10270,10170,,
ID,840-16,56,,,10160,10200,,
ID,840-16,57,,,10580,9670,,
ID,840-16,58,,,9000,9650,,
ID,840-16,59,,,8780,8790,,
ID,840-16,60,,,9030,8670,,
ID,840-16,61,,,8810,8470,,
ID,840-16,62,,,9160,8600,,
ID,840-16,63,,,8280,8740,,
ID,840-16,64,,,6600,6480,,
ID,840-16,65,,,6910,6790,,
ID,840-16,66,,,7080,6710,,
ID,840-16,67,,,6700,7000,,
ID,840-16,68,,,5570,6240,,
ID,840-16,69,,,5720,5680,,
ID,840-16,70,,,5380,5120,,
ID,840-16,71,,,5260,4890,,
ID,840-16,72,,,4670,4330,,
ID,840-16,73,,,4250,4270,,
ID,840-16,74,,,4130,3730,,
ID,840-16,75,,,4240,3890,,
ID,840-16,76,,,3660,3260,,
ID,840-16,77,,,3750,3310,,
ID,840-16,78,,,3310,3240,,
ID,840-16,79,,,3190,2560,,
ID,840-16,80,,,3290,2560,,
ID,840-16,81,,,3050,2320,,
ID,840-16,82,,,2980,2270,,
ID,840-16,83,,,2530,1820,,
ID,840-16,84,,,2910,1790,,
ID,840-16,85,,,2320,1530,,
ID,840-16,86,,,2230,1400,,
ID,840-16,87,,,2050,1130,,
ID,840-16,88,,,2050,1100,,
ID,840-16,89,,,1330,1120,,
ID,840-16,90,,,1325.422106,757.1182057,,
ID,840-16,91,,,1037.054439,558.4387971,,
ID,840-16,92,,,886.8705919,446.8988224,,
ID,840-16,93,,,686.0785024,322.2616954,,
ID,840-16,94,,,548.2012675,234.6617729,,
ID,840-16,95,,,428.9782655,169.9309989,,
ID,840-16,96,,,324.4670624,117.9279153,,
ID,840-16,97,,,233.7047198,79.1076562,,
ID,840-16,98,,,162.067284,50.87863471,,
ID,840-16,99,,,112.5903859,32.70004443,,
ID,840-16,100,,,194.5653757,50.07545694,,
