region,region_code,age,rural,urban,all
PA,840-42,0,,0,0
PA,840-42,1,,0,0
PA,840-42,2,,0,0
PA,840-42,3,,0,0
PA,840-42,4,,0,0
PA,840-42,5,,0,0
PA,840-42,6,,0,0
PA,840-42,7,,0,0
PA,840-42,8,,0,0
PA,840-42,9,,0,0
PA,840-42,10,,0,0
PA,840-42,11,,0,0
PA,840-42,12,,0,0
PA,840-42,13,,0,0
PA,840-42,14,,0,0
PA,840-42,15,,0.005804009,0.005804009
PA,840-42,16,,0.007648515,0.007648515
PA,840-42,17,,0.017872081,0.017872081
PA,840-42,18,,0.025173375,0.025173375
PA,840-42,19,,0.040417293,0.040417293
PA,840-42,20,,0.050666864,0.050666864
PA,840-42,21,,0.06322991,0.06322991
PA,840-42,22,,0.076396612,0.076396612
PA,840-42,23,,0.074731847,0.074731847
PA,840-42,24,,0.092512267,0.092512267
PA,840-42,25,,0.099127676,0.099127676
PA,840-42,26,,0.111139002,0.111139002
PA,840-42,27,,0.108414365,0.108414365
PA,840-42,28,,0.12407577,0.12407577
PA,840-42,29,,0.128688668,0.128688668
PA,840-42,30,,0.113531618,0.113531618
PA,840-42,31,,0.119674113,0.119674113
PA,840-42,32,,0.121351482,0.121351482
PA,840-42,33,,0.110026594,0.110026594
PA,840-42,34,,0.088337974,0.088337974
PA,840-42,35,,0.084970893,0.084970893
PA,840-42,36,,0.068665874,0.068665874
PA,840-42,37,,0.058271654,0.058271654
PA,840-42,38,,0.04434128,0.04434128
PA,840-42,39,,0.035384834,0.035384834
PA,840-42,40,,0.024503671,0.024503671
PA,840-42,41,,0.018045237,0.018045237
PA,840-42,42,,0.010916453,0.010916453
PA,840-42,43,,0.010951254,0.010951254
PA,840-42,44,,0.008701927,0.008701927
PA,840-42,45,,0.004412922,0.004412922
PA,840-42,46,,0.00357074,0.00357074
PA,840-42,47,,0.004255748,0.004255748
PA,840-42,48,,0.006022572,0.006022572
PA,840-42,49,,0.002782507,0.002782507
PA,840-42,50,,0.003125831,0.003125831
PA,840-42,51,,0,0
PA,840-42,52,,0,0
PA,840-42,53,,0,0
PA,840-42,54,,0,0
PA,840-42,55,,0,0
PA,840-42,56,,0,0
PA,840-42,57,,0,0
PA,840-42,58,,0,0
PA,840-42,59,,0,0
PA,840-42,60,,0,0
PA,840-42,61,,0,0
PA,840-42,62,,0,0
PA,840-42,63,,0,0
PA,840-42,64,,0,0
PA,840-42,65,,0,0
PA,840-42,66,,0,0
PA,840-42,67,,0,0
PA,840-42,68,,0,0
PA,840-42,69,,0,0
PA,840-42,70,,0,0
PA,840-42,71,,0,0
PA,840-42,72,,0,0
PA,840-42,73,,0,0
PA,840-42,74,,0,0
PA,840-42,75,,0,0
PA,840-42,76,,0,0
PA,840-42,77,,0,0
PA,840-42,78,,0,0
PA,840-42,79,,0,0
PA,840-42,80,,0,0
PA,840-42,81,,0,0
PA,840-42,82,,0,0
PA,840-42,83,,0,0
PA,840-42,84,,0,0
PA,840-42,85,,0,0
PA,840-42,86,,0,0
PA,840-42,87,,0,0
PA,840-42,88,,0,0
PA,840-42,89,,0,0
PA,840-42,90,,0,0
PA,840-42,91,,0,0
PA,840-42,92,,0,0
PA,840-42,93,,0,0
PA,840-42,94,,0,0
PA,840-42,95,,0,0
PA,840-42,96,,0,0
PA,840-42,97,,0,0
PA,840-42,98,,0,0
PA,840-42,99,,0,0
PA,840-42,100,,0,0
