region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
MT,840-30,0,,,,
MT,840-30,1,,,,
MT,840-30,2,,,,
MT,840-30,3,,,,
MT,840-30,4,,,,
MT,840-30,5,,,,
MT,840-30,6,,,,
MT,840-30,7,,,,
MT,840-30,8,,,,
MT,840-30,9,,,,
MT,840-30,10,,,,
MT,840-30,11,,,,
MT,840-30,12,,,,
MT,840-30,13,,,,
MT,840-30,14,,,,
MT,840-30,15,,,,
MT,840-30,16,,,,
MT,840-30,17,,,,
MT,840-30,18,,,,
MT,840-30,19,,,,
MT,840-30,20,,,,
MT,840-30,21,,,,
MT,840-30,22,,,,
MT,840-30,23,,,,
MT,840-30,24,,,,
MT,840-30,25,,,,
MT,840-30,26,,,,
MT,840-30,27,,,,
MT,840-30,28,,,,
MT,840-30,29,,,,
MT,840-30,30,,,,
MT,840-30,31,,,,
MT,840-30,32,,,,
MT,840-30,33,,,,
MT,840-30,34,,,,
MT,840-30,35,,,,
MT,840-30,36,,,,
MT,840-30,37,,,,
MT,840-30,38,,,,
MT,840-30,39,,,,
MT,840-30,40,,,,
MT,840-30,41,,,,
MT,840-30,42,,,,
MT,840-30,43,,,,
MT,840-30,44,,,,
MT,840-30,45,,,,
MT,840-30,46,,,,
MT,840-30,47,,,,
MT,840-30,48,,,,
MT,840-30,49,,,,
MT,840-30,50,,,,
MT,840-30,51,,,,
MT,840-30,52,,,,
MT,840-30,53,,,,
MT,840-30,54,,,,
MT,840-30,55,,,,
MT,840-30,56,,,,
MT,840-30,57,,,,
MT,840-30,58,,,,
MT,840-30,59,,,,
MT,840-30,60,,,,
MT,840-30,61,,,,
MT,840-30,62,,,,
MT,840-30,63,,,,
MT,840-30,64,,,,
MT,840-30,65,,,,
MT,840-30,66,,,,
MT,840-30,67,,,,
MT,840-30,68,,,,
MT,840-30,69,,,,
MT,840-30,70,,,,
MT,840-30,71,,,,
MT,840-30,72,,,,
MT,840-30,73,,,,
MT,840-30,74,,,,
MT,840-30,75,,,,
MT,840-30,76,,,,
MT,840-30,77,,,,
MT,840-30,78,,,,
MT,840-30,79,,,,
MT,840-30,80,,,,
MT,840-30,81,,,,
MT,840-30,82,,,,
MT,840-30,83,,,,
MT,840-30,84,,,,
MT,840-30,85,,,,
MT,840-30,86,,,,
MT,840-30,87,,,,
MT,840-30,88,,,,
MT,840-30,89,,,,
MT,840-30,90,,,,
MT,840-30,91,,,,
MT,840-30,92,,,,
MT,840-30,93,,,,
MT,840-30,94,,,,
MT,840-30,95,,,,
MT,840-30,96,,,,
MT,840-30,97,,,,
MT,840-30,98,,,,
MT,840-30,99,,,,
MT,840-30,100,,,,
