region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
VT,840-50,0,,,2870,3270,,
VT,840-50,1,,,3220,3290,,
VT,840-50,2,,,3190,3320,,
VT,840-50,3,,,3490,3290,,
VT,840-50,4,,,3370,3360,,
VT,840-50,5,,,3280,3750,,
VT,840-50,6,,,3430,3490,,
VT,840-50,7,,,3590,3880,,
VT,840-50,8,,,3200,3650,,
VT,840-50,9,,,3510,3620,,
VT,840-50,10,,,3470,3830,,
VT,840-50,11,,,3570,3920,,
VT,840-50,12,,,3500,3600,,
VT,840-50,13,,,3820,3740,,
VT,840-50,14,,,3380,3910,,
VT,840-50,15,,,3710,4470,,
VT,840-50,16,,,4120,3910,,
VT,840-50,17,,,4370,4280,,
VT,840-50,18,,,4740,5060,,
VT,840-50,19,,,5730,5540,,
VT,840-50,20,,,4610,5000,,
VT,840-50,21,,,4030,5180,,
VT,840-50,22,,,4180,4960,,
VT,840-50,23,,,3630,3970,,
VT,840-50,24,,,3660,3540,,
VT,840-50,25,,,3740,3890,,
VT,840-50,26,,,3260,3400,,
VT,840-50,27,,,3930,3360,,
VT,840-50,28,,,3310,3610,,
VT,840-50,29,,,3590,3740,,
VT,840-50,30,,,3620,3390,,
VT,840-50,31,,,3460,3060,,
VT,840-50,32,,,3360,3400,,
VT,840-50,33,,,3370,3490,,
VT,840-50,34,,,3650,3230,,
VT,840-50,35,,,3870,3540,,
VT,840-50,36,,,3400,3190,,
VT,840-50,37,,,3370,3870,,
VT,840-50,38,,,3630,3630,,
VT,840-50,39,,,4250,3970,,
VT,840-50,40,,,4180,3960,,
VT,840-50,41,,,4010,4110,,
VT,840-50,42,,,3800,3790,,
VT,840-50,43,,,4280,4420,,
VT,840-50,44,,,4780,4150,,
VT,840-50,45,,,4900,4960,,
VT,840-50,46,,,5110,4550,,
VT,840-50,47,,,5180,4700,,
VT,840-50,48,,,5020,4860,,
VT,840-50,49,,,5470,5130,,
VT,840-50,50,,,5080,5240,,
VT,840-50,51,,,5110,5120,,
VT,840-50,52,,,5520,5040,,
VT,840-50,53,,,5130,4980,,
VT,840-50,54,,,5270,5240,,
VT,840-50,55,,,5060,5250,,
VT,840-50,56,,,5430,4740,,
VT,840-50,57,,,5170,4730,,
VT,840-50,58,,,4580,4670,,
VT,840-50,59,,,4870,4580,,
VT,840-50,60,,,4260,4830,,
VT,840-50,61,,,4560,4350,,
VT,840-50,62,,,4400,4680,,
VT,840-50,63,,,4230,4480,,
VT,840-50,64,,,3250,2690,,
VT,840-50,65,,,3500,3150,,
VT,840-50,66,,,3280,3410,,
VT,840-50,67,,,3150,3100,,
VT,840-50,68,,,2750,2390,,
VT,840-50,69,,,2520,2170,,
VT,840-50,70,,,2100,2120,,
VT,840-50,71,,,2280,1940,,
VT,840-50,72,,,2050,1830,,
VT,840-50,73,,,1960,1590,,
VT,840-50,74,,,1850,1590,,
VT,840-50,75,,,2070,1690,,
VT,840-50,76,,,1750,1540,,
VT,840-50,77,,,1920,1550,,
VT,840-50,78,,,1840,1210,,
VT,840-50,79,,,1880,1380,,
VT,840-50,80,,,1760,1130,,
VT,840-50,81,,,1440,1190,,
VT,840-50,82,,,1450,1050,,
VT,840-50,83,,,1290,1010,,
VT,840-50,84,,,1300,660,,
VT,840-50,85,,,1280,720,,
VT,840-50,86,,,1190,730,,
VT,840-50,87,,,1100,430,,
VT,840-50,88,,,840,390,,
VT,840-50,89,,,860,400,,
VT,840-50,90,,,747.5023662,343.6564905,,
VT,840-50,91,,,584.8707693,253.4757661,,
VT,840-50,92,,,500.1711251,202.8476924,,
VT,840-50,93,,,386.9297951,146.2748121,,
VT,840-50,94,,,309.1707485,106.5131452,,
VT,840-50,95,,,241.9321868,77.1318009,,
VT,840-50,96,,,182.9906834,53.52756438,,
VT,840-50,97,,,131.8031669,35.90702125,,
VT,840-50,98,,,91.40158273,23.09384838,,
VT,840-50,99,,,63.4979449,14.84257336,,
VT,840-50,100,,,109.7296311,22.72928542,,
