region,region.code,age,lx_rural_female,lx_rural_male,lx_urban_female,lx_urban_male,lx_national_female,lx_national_male,mx_rural_female,mx_rural_male,mx_urban_female,mx_urban_male,mx_national_female,mx_national_male
WV,840-54,0,1.00E+05,1.00E+05,1.00E+05,1.00E+05,NA,NA,0.007732825,0.009203453,0.007732825,0.009203453,NA,NA
WV,840-54,1,99231.99647,99087.04818,99231.99647,99087.04818,NA,NA,0.000669861,0.000752238,0.000669861,0.000752238,NA,NA
WV,840-54,2,99165.54577,99012.53849,99165.54577,99012.53849,NA,NA,0.000444551,0.000549508,0.000444551,0.000549508,NA,NA
WV,840-54,3,99121.4714,98958.14634,99121.4714,98958.14634,NA,NA,0.000333467,0.000423169,0.000333467,0.000423169,NA,NA
WV,840-54,4,99088.42316,98916.2796,99088.42316,98916.2796,NA,NA,0.000280145,0.000380783,0.000280145,0.000380783,NA,NA
WV,840-54,5,99060.66766,98878.62111,99060.66766,98878.62111,NA,NA,2.63E-04,0.000337873,2.63E-04,0.000337873,NA,NA
WV,840-54,6,99034.64206,98845.21833,99034.64206,98845.21833,NA,NA,2.35E-04,0.000303869,2.35E-04,0.000303869,NA,NA
WV,840-54,7,99011.32926,98815.18685,99011.32926,98815.18685,NA,NA,2.16E-04,0.000275207,2.16E-04,0.000275207,NA,NA
WV,840-54,8,98989.97742,98787.99568,98989.97742,98787.99568,NA,NA,2.00E-04,2.44E-04,2.00E-04,2.44E-04,NA,NA
WV,840-54,9,98970.20973,98763.86765,98970.20973,98763.86765,NA,NA,1.90E-04,2.19E-04,1.90E-04,2.19E-04,NA,NA
WV,840-54,10,98951.44067,98742.25937,98951.44067,98742.25937,NA,NA,1.88E-04,2.07E-04,1.88E-04,2.07E-04,NA,NA
WV,840-54,11,98932.87483,98721.8266,98932.87483,98721.8266,NA,NA,1.98E-04,2.27E-04,1.98E-04,2.27E-04,NA,NA
WV,840-54,12,98913.31691,98699.45106,98913.31691,98699.45106,NA,NA,2.26E-04,0.000294351,2.26E-04,0.000294351,NA,NA
WV,840-54,13,98891.00688,98670.40307,98891.00688,98670.40307,NA,NA,2.71E-04,0.000417664,2.71E-04,0.000417664,NA,NA
WV,840-54,14,98864.26014,98629.20058,98864.26014,98629.20058,NA,NA,0.000331588,0.000583201,0.000331588,0.000583201,NA,NA
WV,840-54,15,98831.48403,98571.69616,98831.48403,98571.69616,NA,NA,0.000396874,0.000753957,0.000396874,0.000753957,NA,NA
WV,840-54,16,98792.26776,98497.40465,98792.26776,98497.40465,NA,NA,0.000464539,0.000925569,0.000464539,0.000925569,NA,NA
WV,840-54,17,98746.38604,98406.28153,98746.38604,98406.28153,NA,NA,0.000534598,0.001123359,0.000534598,0.001123359,NA,NA
WV,840-54,18,98693.6111,98295.79905,98693.6111,98295.79905,NA,NA,6.00E-04,0.001344793,0.000600053,0.001344793,NA,NA
WV,840-54,19,98634.40748,98163.70033,98634.40748,98163.70033,NA,NA,0.000662933,0.001568614,0.000662933,0.001568614,NA,NA
WV,840-54,20,98569.04117,98009.84008,98569.04117,98009.84008,NA,NA,0.000725114,0.001790519,0.000725114,0.001790519,NA,NA
WV,840-54,21,98497.59403,97834.5086,98497.59403,97834.5086,NA,NA,0.000784955,0.001987813,0.000784955,0.001987813,NA,NA
WV,840-54,22,98420.30897,97640.22496,98420.30897,97640.22496,NA,NA,0.000837496,0.002130902,0.000837496,0.002130902,NA,NA
WV,840-54,23,98337.9169,97432.38288,98337.9169,97432.38288,NA,NA,0.000882935,0.002211981,0.000882935,0.002211981,NA,NA
WV,840-54,24,98251.12838,97217.10052,98251.12838,97217.10052,NA,NA,0.000926437,0.002251675,0.000926437,0.002251675,NA,NA
WV,840-54,25,98160.14619,96998.44726,98160.14619,96998.44726,NA,NA,0.000971382,0.002276021,0.000971382,0.002276021,NA,NA
WV,840-54,26,98064.84325,96777.92775,98064.84325,96777.92775,NA,NA,0.001019344,0.002307956,0.001019344,0.002307956,NA,NA
WV,840-54,27,97964.93324,96554.82599,97964.93324,96554.82599,NA,NA,0.001068698,0.002345912,0.001068698,0.002345912,NA,NA
WV,840-54,28,97860.29617,96328.58228,97860.29617,96328.58228,NA,NA,0.001119392,0.002394376,0.001119392,0.002394376,NA,NA
WV,840-54,29,97750.81441,96098.20928,97750.81441,96098.20928,NA,NA,0.001169812,0.002451811,0.001169812,0.002451811,NA,NA
WV,840-54,30,97636.53114,95862.88108,97636.53114,95862.88108,NA,NA,0.001224838,0.002512153,0.001224838,0.002512153,NA,NA
WV,840-54,31,97517.01647,95622.36299,97517.01647,95622.36299,NA,NA,0.001285979,0.002570771,0.001285979,0.002570771,NA,NA
WV,840-54,32,97391.69336,95376.85534,97391.69336,95376.85534,NA,NA,0.001351535,0.002627766,0.001351535,0.002627766,NA,NA
WV,840-54,33,97260.15274,95126.55616,97260.15274,95126.55616,NA,NA,0.001427833,0.002683108,0.001427833,0.002683108,NA,NA
WV,840-54,34,97121.37926,94871.66115,97121.37926,94871.66115,NA,NA,0.001514693,0.002742867,0.001514693,0.002742867,NA,NA
WV,840-54,35,96974.38287,94611.79942,96974.38287,94611.79942,NA,NA,0.001616556,0.00282172,0.001616556,0.00282172,NA,NA
WV,840-54,36,96817.74634,94345.20526,96817.74634,94345.20526,NA,NA,0.001733134,0.002921192,0.001733134,0.002921192,NA,NA
WV,840-54,37,96650.09346,94070.01145,96650.09346,94070.01145,NA,NA,0.001858013,0.003033471,0.001858013,0.003033471,NA,NA
WV,840-54,38,96470.68296,93785.08739,96470.68296,93785.08739,NA,NA,0.00198647,0.003155573,0.00198647,0.003155573,NA,NA
WV,840-54,39,96279.23703,93489.60789,96279.23703,93489.60789,NA,NA,0.002118478,0.00329037,0.002118478,0.00329037,NA,NA
WV,840-54,40,96075.48737,93182.50036,96075.48737,93182.50036,NA,NA,0.002264516,0.003450719,0.002264516,0.003450719,NA,NA
WV,840-54,41,95858.16893,92861.51026,95858.16893,92861.51026,NA,NA,0.002427296,0.00364496,0.002427296,0.00364496,NA,NA
WV,840-54,42,95625.7748,92523.65231,95625.7748,92523.65231,NA,NA,0.002599094,0.003872516,0.002599094,0.003872516,NA,NA
WV,840-54,43,95377.5549,92166.0454,95377.5549,92166.0454,NA,NA,0.002787158,0.004142819,0.002787158,0.004142819,NA,NA
WV,840-54,44,95112.09254,91785.00429,95112.09254,91785.00429,NA,NA,0.002998347,0.004462198,0.002998347,0.004462198,NA,NA
WV,840-54,45,94827.33799,91376.35316,94827.33799,91376.35316,NA,NA,0.003222217,0.004812688,0.003222217,0.004812688,NA,NA
WV,840-54,46,94522.27518,90937.63942,94522.27518,90937.63942,NA,NA,0.003475574,0.0052106,0.003475574,0.0052106,NA,NA
WV,840-54,47,94194.32319,90465.03486,94194.32319,90465.03486,NA,NA,0.003783274,0.005689157,0.003783274,0.005689157,NA,NA
WV,840-54,48,93838.63014,89951.82496,93838.63014,89951.82496,NA,NA,0.004143949,0.006247925,0.004143949,0.006247925,NA,NA
WV,840-54,49,93450.57169,89391.55841,93450.57169,89391.55841,NA,NA,0.004532695,0.006854123,0.004532695,0.006854123,NA,NA
WV,840-54,50,93027.94655,88780.95513,93027.94655,88780.95513,NA,NA,0.004920277,0.00745837,0.004920277,0.00745837,NA,NA
