region,region.code,age,lx_rural_female,lx_rural_male,lx_urban_female,lx_urban_male,lx_national_female,lx_national_male,mx_rural_female,mx_rural_male,mx_urban_female,mx_urban_male,mx_national_female,mx_national_male
WY,840-56,0,1.00E+05,1.00E+05,1.00E+05,1.00E+05,NA,NA,0.006458818,0.007113207,0.006458818,0.007113207,NA,NA
WY,840-56,1,99357.80519,99293.10388,99357.80519,99293.10388,NA,NA,0.000535148,0.000533204,0.000535148,0.000533204,NA,NA
WY,840-56,2,99304.64748,99240.17415,99304.64748,99240.17415,NA,NA,0.000352474,0.000385296,0.000352474,0.000385296,NA,NA
WY,840-56,3,99269.65138,99201.94518,99269.65138,99201.94518,NA,NA,0.000263,0.000294048,0.000263,0.000294048,NA,NA
WY,840-56,4,99243.54685,99172.77956,99243.54685,99172.77956,NA,NA,0.000220238,0.000263634,0.000220238,0.000263634,NA,NA
WY,840-56,5,99221.69189,99146.63773,99221.69189,99146.63773,NA,NA,2.06E-04,0.000232962,2.06E-04,0.000232962,NA,NA
WY,840-56,6,99201.22205,99123.54305,99201.22205,99123.54305,NA,NA,1.84E-04,0.000208751,1.84E-04,0.000208751,NA,NA
WY,840-56,7,99182.922,99102.85309,99182.922,99102.85309,NA,NA,1.69E-04,0.000188416,1.69E-04,0.000188416,NA,NA
WY,840-56,8,99166.18749,99084.18216,99166.18749,99084.18216,NA,NA,1.56E-04,1.67E-04,1.56E-04,1.67E-04,NA,NA
WY,840-56,9,99150.7158,99067.68121,99150.7158,99067.68121,NA,NA,1.48E-04,1.49E-04,1.48E-04,1.49E-04,NA,NA
WY,840-56,10,99136.03906,99052.95842,99136.03906,99052.95842,NA,NA,1.46E-04,1.40E-04,1.46E-04,1.40E-04,NA,NA
WY,840-56,11,99121.52348,99039.06233,99121.52348,99039.06233,NA,NA,1.54E-04,1.54E-04,1.54E-04,1.54E-04,NA,NA
WY,840-56,12,99106.21689,99023.79608,99106.21689,99023.79608,NA,NA,1.77E-04,0.00020199,1.77E-04,0.00020199,NA,NA
WY,840-56,13,99088.71311,99003.7963,99088.71311,99003.7963,NA,NA,2.13E-04,0.000290092,2.13E-04,0.000290092,NA,NA
WY,840-56,14,99067.65695,98975.08021,99067.65695,98975.08021,NA,NA,0.00026149,0.000409766,0.00026149,0.000409766,NA,NA
WY,840-56,15,99041.75555,98934.5316,99041.75555,98934.5316,NA,NA,0.000314015,0.000534465,0.000314015,0.000534465,NA,NA
WY,840-56,16,99010.65958,98881.66834,99010.65958,98881.66834,NA,NA,0.000368619,0.000660784,0.000368619,0.000660784,NA,NA
WY,840-56,17,98974.16938,98816.35096,98974.16938,98816.35096,NA,NA,0.000425312,0.000807384,0.000425312,0.000807384,NA,NA
WY,840-56,18,98932.08379,98736.6009,98932.08379,98736.6009,NA,NA,4.78E-04,0.000972581,0.000478405,0.000972581,NA,NA
WY,840-56,19,98884.76554,98640.61822,98884.76554,98640.61822,NA,NA,0.000529509,0.001140525,0.000529509,0.001140525,NA,NA
WY,840-56,20,98832.41904,98528.1803,98832.41904,98528.1803,NA,NA,0.000580132,0.001307862,0.000580132,0.001307862,NA,NA
WY,840-56,21,98775.10031,98399.40329,98775.10031,98399.40329,NA,NA,0.000628927,0.001457255,0.000628927,0.001457255,NA,NA
WY,840-56,22,98712.99803,98256.11472,98712.99803,98256.11472,NA,NA,0.000671827,0.001565935,0.000671827,0.001565935,NA,NA
WY,840-56,23,98646.70225,98102.37147,98646.70225,98102.37147,NA,NA,0.00070897,0.00162763,0.00070897,0.00162763,NA,NA
WY,840-56,24,98576.78897,97942.82598,98576.78897,97942.82598,NA,NA,0.00074456,0.001657854,0.00074456,0.001657854,NA,NA
WY,840-56,25,98503.41939,97780.5866,98503.41939,97780.5866,NA,NA,0.000781359,0.00167641,0.000781359,0.00167641,NA,NA
WY,840-56,26,98426.48406,97616.80351,98426.48406,97616.80351,NA,NA,0.000820669,0.001700757,0.000820669,0.001700757,NA,NA
WY,840-56,27,98345.7422,97450.92214,98345.7422,97450.92214,NA,NA,0.000861152,0.001729708,0.000861152,0.001729708,NA,NA
WY,840-56,28,98261.08926,97282.50617,98261.08926,97282.50617,NA,NA,0.000902774,0.001766703,0.000902774,0.001766703,NA,NA
WY,840-56,29,98172.42239,97110.78747,98172.42239,97110.78747,NA,NA,0.000944206,0.001810575,0.000944206,0.001810575,NA,NA
WY,840-56,30,98079.77117,96935.11899,98079.77117,96935.11899,NA,NA,0.000989455,0.001856697,0.000989455,0.001856697,NA,NA
WY,840-56,31,97982.7743,96755.30788,97982.7743,96755.30788,NA,NA,0.00103978,0.001901552,0.00103978,0.001901552,NA,NA
WY,840-56,32,97880.94749,96571.49734,97880.94749,96571.49734,NA,NA,0.001093792,0.001945195,0.001093792,0.001945195,NA,NA
WY,840-56,33,97773.94385,96383.82944,97773.94385,96383.82944,NA,NA,0.00115671,0.001987609,0.00115671,0.001987609,NA,NA
WY,840-56,34,97660.91232,96192.44501,97660.91232,96192.44501,NA,NA,0.001228408,0.002033428,0.001228408,0.002033428,NA,NA
WY,840-56,35,97541.01941,95997.04448,97541.01941,95997.04448,NA,NA,0.001312592,0.002093964,0.001312592,0.002093964,NA,NA
WY,840-56,36,97413.07272,95796.23908,97413.07272,95796.23908,NA,NA,0.00140906,0.002170385,0.00140906,0.002170385,NA,NA
WY,840-56,37,97275.90849,95588.5524,97275.90849,95588.5524,NA,NA,0.001512527,0.002256778,0.001512527,0.002256778,NA,NA
WY,840-56,38,97128.88725,95373.07477,97128.88725,95373.07477,NA,NA,0.001619091,0.002350858,0.001619091,0.002350858,NA,NA
WY,840-56,39,96971.75393,95149.12947,96971.75393,95149.12947,NA,NA,0.001728735,0.002454855,0.001728735,0.002454855,NA,NA
WY,840-56,40,96804.26026,94915.83994,96804.26026,94915.83994,NA,NA,0.001850177,0.00257877,0.001850177,0.00257877,NA,NA
WY,840-56,41,96625.32073,94671.39057,96625.32073,94671.39057,NA,NA,0.001985712,0.002729148,0.001985712,0.002729148,NA,NA
WY,840-56,42,96433.64096,94413.37208,96433.64096,94413.37208,NA,NA,0.00212894,0.002905684,0.00212894,0.002905684,NA,NA
WY,840-56,43,96228.55636,94139.43466,96228.55636,94139.43466,NA,NA,0.002285922,0.00311586,0.002285922,0.00311586,NA,NA
WY,840-56,44,96008.83651,93846.56382,96008.83651,93846.56382,NA,NA,0.002462447,0.003364806,0.002462447,0.003364806,NA,NA
WY,840-56,45,95772.70894,93531.31871,95772.70894,93531.31871,NA,NA,0.002649813,0.003638748,0.002649813,0.003638748,NA,NA
WY,840-56,46,95519.26497,93191.5978,95519.26497,93191.5978,NA,NA,0.002862155,0.003950591,0.002862155,0.003950591,NA,NA
WY,840-56,47,95246.26285,92824.16399,95246.26285,92824.16399,NA,NA,0.003120419,0.004326789,0.003120419,0.004326789,NA,NA
WY,840-56,48,94949.51562,92423.40045,94949.51562,92423.40045,NA,NA,0.003423631,0.004767476,0.003423631,0.004767476,NA,NA
WY,840-56,49,94624.99907,91983.81922,94624.99907,91983.81922,NA,NA,0.003750989,0.005247142,0.003750989,0.005247142,NA,NA
