region,region_code,age,rural,urban,all
LA,840-22,0,,0,0
LA,840-22,1,,0,0
LA,840-22,2,,0,0
LA,840-22,3,,0,0
LA,840-22,4,,0,0
LA,840-22,5,,0,0
LA,840-22,6,,0,0
LA,840-22,7,,0,0
LA,840-22,8,,0,0
LA,840-22,9,,0,0
LA,840-22,10,,0,0
LA,840-22,11,,0,0
LA,840-22,12,,0,0
LA,840-22,13,,0,0
LA,840-22,14,,0,0
LA,840-22,15,,0.008744432,0.008744432
LA,840-22,16,,0.016184281,0.016184281
LA,840-22,17,,0.021026098,0.021026098
LA,840-22,18,,0.037367587,0.037367587
LA,840-22,19,,0.080442735,0.080442735
LA,840-22,20,,0.105508146,0.105508146
LA,840-22,21,,0.112119516,0.112119516
LA,840-22,22,,0.141047503,0.141047503
LA,840-22,23,,0.109864683,0.109864683
LA,840-22,24,,0.121544756,0.121544756
LA,840-22,25,,0.114337133,0.114337133
LA,840-22,26,,0.137717388,0.137717388
LA,840-22,27,,0.122292649,0.122292649
LA,840-22,28,,0.137582245,0.137582245
LA,840-22,29,,0.102575309,0.102575309
LA,840-22,30,,0.127068782,0.127068782
LA,840-22,31,,0.093797165,0.093797165
LA,840-22,32,,0.074913278,0.074913278
LA,840-22,33,,0.073105429,0.073105429
LA,840-22,34,,0.067411706,0.067411706
LA,840-22,35,,0.057792947,0.057792947
LA,840-22,36,,0.05163258,0.05163258
LA,840-22,37,,0.035496092,0.035496092
LA,840-22,38,,0.02300406,0.02300406
LA,840-22,39,,0.027925981,0.027925981
LA,840-22,40,,0.019723411,0.019723411
LA,840-22,41,,0.012712436,0.012712436
LA,840-22,42,,0.013188914,0.013188914
LA,840-22,43,,0.009036422,0.009036422
LA,840-22,44,,0.005800236,0.005800236
LA,840-22,45,,0.007919731,0.007919731
LA,840-22,46,,0.007090472,0.007090472
LA,840-22,47,,0.004009335,0.004009335
LA,840-22,48,,0.002155936,0.002155936
LA,840-22,49,,0.004010695,0.004010695
LA,840-22,50,,0.004757824,0.004757824
LA,840-22,51,,0,0
LA,840-22,52,,0,0
LA,840-22,53,,0,0
LA,840-22,54,,0,0
LA,840-22,55,,0,0
LA,840-22,56,,0,0
LA,840-22,57,,0,0
LA,840-22,58,,0,0
LA,840-22,59,,0,0
LA,840-22,60,,0,0
LA,840-22,61,,0,0
LA,840-22,62,,0,0
LA,840-22,63,,0,0
LA,840-22,64,,0,0
LA,840-22,65,,0,0
LA,840-22,66,,0,0
LA,840-22,67,,0,0
LA,840-22,68,,0,0
LA,840-22,69,,0,0
LA,840-22,70,,0,0
LA,840-22,71,,0,0
LA,840-22,72,,0,0
LA,840-22,73,,0,0
LA,840-22,74,,0,0
LA,840-22,75,,0,0
LA,840-22,76,,0,0
LA,840-22,77,,0,0
LA,840-22,78,,0,0
LA,840-22,79,,0,0
LA,840-22,80,,0,0
LA,840-22,81,,0,0
LA,840-22,82,,0,0
LA,840-22,83,,0,0
LA,840-22,84,,0,0
LA,840-22,85,,0,0
LA,840-22,86,,0,0
LA,840-22,87,,0,0
LA,840-22,88,,0,0
LA,840-22,89,,0,0
LA,840-22,90,,0,0
LA,840-22,91,,0,0
LA,840-22,92,,0,0
LA,840-22,93,,0,0
LA,840-22,94,,0,0
LA,840-22,95,,0,0
LA,840-22,96,,0,0
LA,840-22,97,,0,0
LA,840-22,98,,0,0
LA,840-22,99,,0,0
LA,840-22,100,,0,0
