region,region.code,age,rural_female,rural_male,urban_female,urban_male,all_female,all_male
LA,840-22,0,,,30570,30200,,
LA,840-23,1,,,31370,32280,,
LA,840-24,2,,,32090,33250,,
LA,840-25,3,,,32050,33720,,
LA,840-26,4,,,29830,31890,,
LA,840-27,5,,,30200,31230,,
LA,840-28,6,,,29970,31220,,
LA,840-29,7,,,29890,31100,,
LA,840-30,8,,,29050,30790,,
LA,840-31,9,,,31310,31890,,
LA,840-32,10,,,30660,32150,,
LA,840-33,11,,,29820,31460,,
LA,840-34,12,,,30170,30960,,
LA,840-35,13,,,29710,30000,,
LA,840-36,14,,,29890,29940,,
LA,840-37,15,,,29340,31910,,
LA,840-38,16,,,31360,32130,,
LA,840-39,17,,,30550,34080,,
LA,840-40,18,,,32690,33560,,
LA,840-41,19,,,34450,34860,,
LA,840-42,20,,,33690,33690,,
LA,840-43,21,,,34150,33530,,
LA,840-44,22,,,32050,32990,,
LA,840-45,23,,,32840,34260,,
LA,840-46,24,,,33700,34170,,
LA,840-47,25,,,34440,33850,,
LA,840-48,26,,,33530,33410,,
LA,840-49,27,,,33920,33100,,
LA,840-50,28,,,32800,32280,,
LA,840-51,29,,,33040,33290,,
LA,840-52,30,,,32080,33720,,
LA,840-53,31,,,30060,30670,,
LA,840-54,32,,,29580,29920,,
LA,840-55,33,,,28860,28350,,
LA,840-56,34,,,28340,27440,,
LA,840-57,35,,,27250,27160,,
LA,840-58,36,,,26620,26890,,
LA,840-59,37,,,26580,26990,,
LA,840-60,38,,,28760,28240,,
LA,840-61,39,,,29420,27290,,
LA,840-62,40,,,28920,30000,,
LA,840-63,41,,,28990,28380,,
LA,840-64,42,,,28730,29110,,
LA,840-65,43,,,29340,27610,,
LA,840-66,44,,,29720,27580,,
LA,840-67,45,,,32200,31240,,
LA,840-68,46,,,33390,30170,,
LA,840-69,47,,,33360,30990,,
LA,840-70,48,,,33930,31990,,
LA,840-71,49,,,33750,32530,,
LA,840-72,50,,,36060,32860,,
LA,840-73,51,,,33300,32970,,
LA,840-74,52,,,32980,32880,,
LA,840-75,53,,,32790,32610,,
LA,840-76,54,,,32120,31390,,
LA,840-77,55,,,33420,31060,,
LA,840-78,56,,,30960,28980,,
LA,840-79,57,,,29080,28080,,
LA,840-80,58,,,28950,26930,,
LA,840-81,59,,,27380,24950,,
LA,840-82,60,,,27910,25130,,
LA,840-83,61,,,25530,24480,,
LA,840-84,62,,,26580,24340,,
LA,840-85,63,,,25390,24420,,
LA,840-86,64,,,20050,18350,,
LA,840-87,65,,,20360,18000,,
LA,840-88,66,,,20420,17810,,
LA,840-89,67,,,19540,17230,,
LA,840-90,68,,,18600,15710,,
LA,840-91,69,,,17230,15050,,
LA,840-92,70,,,16200,14020,,
LA,840-93,71,,,15360,12990,,
LA,840-94,72,,,14310,12180,,
LA,840-95,73,,,13800,11170,,
LA,840-96,74,,,13530,10150,,
LA,840-97,75,,,12770,9600,,
LA,840-98,76,,,11950,8460,,
LA,840-99,77,,,12530,8590,,
LA,840-100,78,,,11740,7880,,
LA,840-101,79,,,11560,7460,,
LA,840-102,80,,,10780,7270,,
LA,840-103,81,,,10850,6290,,
LA,840-104,82,,,9850,6120,,
LA,840-105,83,,,8800,5460,,
LA,840-106,84,,,8100,4600,,
LA,840-107,85,,,6890,4220,,
LA,840-108,86,,,6390,3570,,
LA,840-109,87,,,5520,2990,,
LA,840-110,88,,,5140,2510,,
LA,840-111,89,,,4190.311355,1896.266542,,
LA,840-112,90,,,3516.538673,1485.705797,,
LA,840-113,91,,,2751.457081,1095.83385,,
LA,840-114,92,,,2352.997373,876.95708,,
LA,840-115,93,,,1820.266597,632.3795483,,
LA,840-116,94,,,1454.45813,460.4807461,,
LA,840-117,95,,,1138.142071,333.4584588,,
LA,840-118,96,,,860.8585656,231.4119327,,
LA,840-119,97,,,620.0527979,155.2342851,,
LA,840-120,98,,,429.9882046,99.84000113,,
LA,840-121,99,,,298.7187586,64.1678475,,
LA,840-122,100,,,516.2103944,98.26391187,,
