"from","to","gender","age","mrate"
"AL","NC","m","0","0.000932666"
"AL","NC","m","1","0.000932666"
"AL","NC","m","2","0.000932666"
"AL","NC","m","3","0.000932666"
"AL","NC","m","4","0.000932666"
"AL","NC","m","5","0.000943869"
"AL","NC","m","6","0.000943869"
"AL","NC","m","7","0.000943869"
"AL","NC","m","8","0.000943869"
"AL","NC","m","9","0.000943869"
"AL","NC","m","10","0.001076925"
"AL","NC","m","11","0.001076925"
"AL","NC","m","12","0.001076925"
"AL","NC","m","13","0.001076925"
"AL","NC","m","14","0.001076925"
"AL","NC","m","15","0.001618725"
"AL","NC","m","16","0.001618725"
"AL","NC","m","17","0.001618725"
"AL","NC","m","18","0.001618725"
"AL","NC","m","19","0.001618725"
"AL","NC","m","20","0.001970127"
"AL","NC","m","21","0.001970127"
"AL","NC","m","22","0.001970127"
"AL","NC","m","23","0.001970127"
"AL","NC","m","24","0.001970127"
"AL","NC","m","25","0.002082152"
"AL","NC","m","26","0.002082152"
"AL","NC","m","27","0.002082152"
"AL","NC","m","28","0.002082152"
"AL","NC","m","29","0.002082152"
"AL","NC","m","30","0.001559254"
"AL","NC","m","31","0.001559254"
"AL","NC","m","32","0.001559254"
"AL","NC","m","33","0.001559254"
"AL","NC","m","34","0.001559254"
"AL","NC","m","35","0.001203569"
"AL","NC","m","36","0.001203569"
"AL","NC","m","37","0.001203569"
"AL","NC","m","38","0.001203569"
"AL","NC","m","39","0.001203569"
"AL","NC","m","40","0.000917417"
"AL","NC","m","41","0.000917417"
"AL","NC","m","42","0.000917417"
"AL","NC","m","43","0.000917417"
"AL","NC","m","44","0.000917417"
"AL","NC","m","45","0.000673287"
"AL","NC","m","46","0.000673287"
"AL","NC","m","47","0.000673287"
"AL","NC","m","48","0.000673287"
"AL","NC","m","49","0.000673287"
"AL","NC","m","50","0.000569771"
"AL","NC","m","51","0.000569771"
"AL","NC","m","52","0.000569771"
"AL","NC","m","53","0.000569771"
"AL","NC","m","54","0.000569771"
"AL","NC","m","55","0.00036759"
"AL","NC","m","56","0.00036759"
"AL","NC","m","57","0.00036759"
"AL","NC","m","58","0.00036759"
"AL","NC","m","59","0.00036759"
"AL","NC","m","60","0.000321427"
"AL","NC","m","61","0.000321427"
"AL","NC","m","62","0.000321427"
"AL","NC","m","63","0.000321427"
"AL","NC","m","64","0.000321427"
"AL","NC","m","65","0.000202886"
"AL","NC","m","66","0.000202886"
"AL","NC","m","67","0.000202886"
"AL","NC","m","68","0.000202886"
"AL","NC","m","69","0.000202886"
"AL","NC","m","70","0.000267738"
"AL","NC","m","71","0.000267738"
"AL","NC","m","72","0.000267738"
"AL","NC","m","73","0.000267738"
"AL","NC","m","74","0.000267738"
"AL","NC","m","75","0.0004195"
"AL","NC","m","76","0.0004195"
"AL","NC","m","77","0.0004195"
"AL","NC","m","78","0.0004195"
